INSTANCE:	B-n32-k10
VEHICLES:	10
CUSTOMERS:	32
TIME UB:	713
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     75		     13		       4	        1	    29
       1	     24		     41		       4	        2	    84
       2	     80		     17		       4	        0	   713
       3	     31		     34		       5	        0	   713
       4	     78		     50		       4	        1	    25
       5	     74		     43		       4	        2	    15
       6	     16		      0		       4	        0	   713
       7	     78		     45		       5	        0	   713
       8	     80		     44		       4	        0	   713
       9	     79		     48		       4	        2	    17
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     74		     34		     0		   713
       1	      9		     22		     3		   148
       2	     13		     28		     1		   182
       3	     47		     63		     5		    90
       4	     71		     10		     3		    94
       5	     11		     61		     3		   192
       6	     23		     33		     2		   103
       7	     14		     29		     1		   174
       8	     22		     29		     2		   167
       9	     50		     66		     1		   141
      10	     16		     30		     2		   226
      11	     48		     70		     3		   113
      12	     18		     33		     3		   156
      13	     20		     34		     1		   174
      14	     26		     36		     3		   127
      15	     49		      0		     1		   121
      16	     19		      0		     1		   202
      17	     18		     68		     2		   243
      18	     10		     27		     2		   149
      19	     12		     66		     2		   272
      20	     80		     50		     1		    35
      21	     29		     43		     1		   127
      22	     14		      0		     1		   249
      23	     76		     51		     2		    48
      24	     54		     68		     3		   120
      25	     17		     30		     1		   203
      26	     72		     19		     2		    58
      27	     23		     37		     3		   171
      28	     14		     34		     2		   161
      29	      0		     15		     2		   207
      30	     16		     31		     4		   191
      31	     24		     37		     1		   175
      32	     84		     47		     1		    37
