INSTANCE:	V10_C30
VEHICLES:	10
CUSTOMERS:	30
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    962		    287		       4	        0	 14143
       1	    114		    603		       4	        0	 14143
       2	    668		    778		       4	        0	 14143
       3	    643		    716		       4	        0	 14143
       4	    916		    916		       4	        0	 14143
       5	    927		    861		       4	        0	 14143
       6	    721		    919		       4	        0	 14143
       7	     13		     26		       4	        0	 14143
       8	    798		    437		       4	        0	 14143
       9	    748		    485		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    421		    871		     0		 14143
       1	    902		     65		     1		  1529
       2	    674		      5		     1		  2080
       3	    148		    831		     1		  2283
       4	    292		    984		     1		  2234
       5	    348		    785		     1		  1520
       6	    961		    315		     1		  2185
       7	    979		    706		     1		  1461
       8	    969		    299		     3		  2272
       9	    513		    741		     1		  1571
      10	    966		    280		     1		  1646
      11	    481		    783		     2		  2912
      12	    839		    988		     1		  2441
      13	    213		    987		     1		  1280
      14	    113		    883		     1		  1029
      15	    872		    913		     1		  1188
      16	    875		    708		     1		  1754
      17	    581		    555		     1		  2785
      18	     79		    924		     1		  1109
      19	    919		     89		     2		  1227
      20	    594		    370		     1		  1251
      21	    745		    606		     1		  1524
      22	    587		    478		     1		  2810
      23	    111		    793		     1		  1631
      24	    887		    195		     1		  2205
      25	    466		     62		     1		  1025
      26	    437		    126		     1		  2582
      27	    410		    963		     1		  2117
      28	    142		    132		     2		  2212
      29	    705		    226		     1		  2910
      30	      5		    377		     1		  2144
