INSTANCE:	B-n37-k12
VEHICLES:	12
CUSTOMERS:	37
TIME UB:	891
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     49		     22		       5	        2	    76
       1	     43		     57		       5	        3	    89
       2	     91		     13		       4	        2	    99
       3	     46		     21		       5	        0	   891
       4	     44		     29		       5	        0	   891
       5	     50		     59		       4	        1	    68
       6	     34		     25		       4	        1	    57
       7	     60		     98		       4	        0	   891
       8	     59		     27		       5	        0	   891
       9	    103		      0		       5	        2	   167
      10	     50		     25		       4	        3	    62
      11	     98		     74		       5	        1	   210
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	      8		     12		     0		   891
       1	     63		     77		     4		   334
       2	     19		     10		     1		    24
       3	     39		     49		     2		   130
       4	     86		      5		     1		   177
       5	     96		     64		     1		   326
       6	     44		     15		     1		   143
       7	     58		     90		     3		   213
       8	     49		     21		     2		   145
       9	     52		     28		     1		   160
      10	     47		     22		     2		   104
      11	     40		     50		     1		   121
      12	     44		     34		     2		   144
      13	      0		     70		     1		   141
      14	     56		     30		     2		   125
      15	    105		     70		     2		   378
      16	     45		     25		     1		   135
      17	     64		     82		     3		   295
      18	     44		     50		     3		   158
      19	     44		     53		     2		   204
      20	     54		     16		     1		   169
      21	     92		     11		     2		   333
      22	     46		     22		     1		   115
      23	    103		     72		     1		   447
      24	     39		     30		     1		    95
      25	     97		     71		     1		   409
      26	     22		     13		     1		    34
      27	     44		     58		     2		   134
      28	     44		     50		     1		   104
      29	     51		     66		     1		   150
      30	     28		     12		     1		    52
      31	     61		     92		     1		   350
      32	     52		     25		     1		   182
      33	     21		     16		     3		    50
      34	     51		     61		     3		   142
      35	     46		     51		     1		   165
      36	     25		     13		     2		    39
      37	     53		     22		     2		   100
