INSTANCE:	A-n48-k16
VEHICLES:	16
CUSTOMERS:	48
TIME UB:	815
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     51		     55		       5	        0	   815
       1	      7		      9		       4	        1	    87
       2	     93		     75		       5	        1	    73
       3	      9		     23		       4	        2	    34
       4	      9		     77		       4	        0	   815
       5	     77		     17		       4	        0	   815
       6	     55		     25		       5	        0	   815
       7	      9		     19		       4	        0	   815
       8	      1		     75		       4	        2	    34
       9	     61		     87		       4	        0	   815
      10	     39		      1		       5	        0	   815
      11	     95		     57		       4	        1	    99
      12	     79		      5		       4	        0	   815
      13	     15		     97		       5	        2	    69
      14	     17		     59		       5	        1	    14
      15	     69		      5		       5	        1	   115
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     25		     51		     0		   815
       1	     35		      7		     2		   171
       2	     53		     95		     2		   122
       3	     51		     81		     2		    94
       4	      1		     67		     1		   107
       5	     75		      7		     2		   171
       6	     47		      1		     2		   182
       7	     33		     97		     2		   101
       8	     27		     83		     1		   100
       9	     83		     79		     1		   207
      10	     47		     19		     1		   155
      11	     57		      9		     1		   128
      12	     87		     41		     1		   194
      13	     21		     91		     1		   134
      14	     21		     13		     3		    76
      15	     67		      1		     1		   162
      16	     59		     21		     1		   165
      17	     33		     85		     2		   129
      18	     25		     21		     1		    86
      19	     45		     29		     2		   103
      20	     63		     77		     2		   179
      21	      1		     77		     2		   135
      22	     77		     41		     2		   146
      23	     35		     11		     1		   117
      24	     59		     91		     1		   137
      25	     63		     79		     1		   109
      26	     97		     67		     3		   294
      27	      9		     45		     1		    67
      28	     93		     21		     2		   201
      29	     83		     71		     2		   200
      30	     31		     69		     1		    60
      31	     63		     57		     1		   145
      32	      3		     63		     1		    90
      33	     11		     69		     3		    69
      34	     37		     65		     2		    39
      35	     75		     83		     1		   209
      36	     15		     53		     1		    20
      37	     69		     27		     2		   149
      38	      5		     19		     2		    87
      39	     49		     31		     2		    83
      40	     77		     17		     1		   173
      41	     15		      7		     2		   157
      42	     91		     39		     1		   258
      43	     79		     17		     1		   159
      44	     67		     75		     3		   119
      45	     93		     51		     3		   147
      46	     25		     33		     2		    45
      47	      9		     19		     1		   105
      48	      3		     65		     2		    53
