INSTANCE:	X-n537-k178
VEHICLES:	178
CUSTOMERS:	537
TIME UB:	8308
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    569		      6		       5	        0	  8308
       1	    533		    641		       5	        2	   589
       2	    622		    699		       4	        2	   996
       3	    431		    259		       5	        0	  8308
       4	    800		    914		       5	        0	  8308
       5	    619		     81		       5	        0	  8308
       6	    943		    769		       4	        0	  8308
       7	    627		    101		       4	        0	  8308
       8	    738		    650		       5	        0	  8308
       9	    737		    617		       5	        0	  8308
      10	    743		    689		       4	        0	  8308
      11	    769		    171		       4	        4	   529
      12	    611		     73		       5	        0	  8308
      13	    801		    670		       4	        3	   947
      14	    720		    862		       4	        0	  8308
      15	    793		    567		       5	        2	  1049
      16	    486		     50		       4	        1	   146
      17	    866		    744		       4	        1	  1304
      18	    909		    572		       5	        3	   714
      19	    852		    520		       5	        1	  1188
      20	    724		    774		       4	        1	  1279
      21	    933		    544		       4	        0	  8308
      22	    654		     19		       4	        0	  8308
      23	    420		    201		       4	        0	  8308
      24	    544		    195		       4	        0	  8308
      25	    737		    691		       5	        0	  8308
      26	    630		      1		       4	        4	   415
      27	    526		    115		       4	        1	   189
      28	    624		    110		       4	        0	  8308
      29	    462		    157		       5	        1	   144
      30	    817		    501		       4	        0	  8308
      31	    773		    597		       5	        0	  8308
      32	    677		    767		       4	        2	  1423
      33	    649		    901		       4	        2	  1396
      34	    815		    832		       5	        1	  1585
      35	    684		    762		       5	        2	  1344
      36	    901		    581		       4	        1	   728
      37	    723		    624		       5	        1	  1131
      38	    913		    536		       4	        2	  1317
      39	    704		    820		       4	        1	   827
      40	    832		    604		       5	        2	   984
      41	    724		    690		       5	        1	  1282
      42	    569		    840		       4	        2	  1500
      43	    696		    742		       4	        1	   813
      44	    676		    692		       4	        0	  8308
      45	    659		    216		       4	        1	   444
      46	    464		     23		       4	        0	  8308
      47	    794		    660		       5	        1	   819
      48	    790		    543		       5	        1	   815
      49	    420		    118		       5	        0	  8308
      50	    723		     64		       4	        0	  8308
      51	    805		    573		       4	        0	  8308
      52	    341		     76		       4	        2	    75
      53	    683		    771		       5	        0	  8308
      54	    610		    838		       5	        0	  8308
