INSTANCE:	X-n269-k89
VEHICLES:	89
CUSTOMERS:	269
TIME UB:	8486
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    691		    383		       4	        0	  8486
       1	     65		    564		       5	        4	   902
       2	    121		     56		       4	        0	  8486
       3	    585		    237		       5	        0	  8486
       4	    486		    611		       5	        0	  8486
       5	    471		    573		       5	        1	  1467
       6	    103		    669		       4	        0	  8486
       7	     10		    689		       5	        1	  1106
       8	    565		    912		       5	        1	  1533
       9	    463		    263		       4	        0	  8486
      10	    506		    369		       5	        2	  1193
      11	    828		    472		       5	        2	  1288
      12	    490		    676		       4	        4	  1559
      13	    814		    694		       5	        0	  8486
      14	    328		    981		       5	        2	  1549
      15	    713		    446		       4	        0	  8486
      16	    548		    774		       4	        0	  8486
      17	    639		     70		       5	        1	   775
      18	    842		    471		       5	        1	  1645
      19	    318		    953		       5	        0	  8486
      20	    731		    588		       4	        1	  1701
      21	    107		    992		       5	        0	  8486
      22	    192		    713		       4	        0	  8486
      23	    926		    631		       5	        1	  1861
      24	    675		    637		       5	        0	  8486
      25	    217		    733		       5	        0	  8486
      26	    979		     70		       4	        0	  8486
      27	     98		    159		       4	        0	  8486
      28	    426		    897		       4	        1	  1450
      29	    504		    398		       4	        2	   748
      30	    255		    152		       5	        2	   478
      31	    121		    700		       5	        1	  1270
      32	    756		    352		       4	        2	  1647
      33	    217		    599		       5	        1	  1008
      34	    529		    286		       4	        0	  8486
      35	    520		    109		       4	        0	  8486
      36	    629		    732		       5	        0	  8486
      37	    356		    926		       5	        1	  1107
      38	    503		    305		       5	        0	  8486
      39	    620		    904		       4	        1	  1361
      40	    350		    517		       5	        2	   700
      41	    385		    696		       4	        0	  8486
      42	    802		    408		       4	        1	  1661
      43	    512		    889		       4	        1	  1094
      44	    298		    725		       5	        0	  8486
      45	    330		    998		       5	        2	  2068
      46	    173		    361		       5	        1	   476
      47	     87		    556		       4	        0	  8486
      48	    199		     82		       5	        3	   303
      49	    439		    423		       4	        1	   767
      50	    603		    175		       5	        0	  8486
      51	    841		    997		       4	        2	  1352
      52	    216		    871		       4	        2	  1771
      53	    356		    905		       5	        1	  1498
      54	    955		    351		       5	        2	  1474
      55	    649		    927		       4	        1	  2143
      56	    475		    193		       4	        1	   515
      57	    757		    309		       4	        1	  1599
      58	    419		    734		       5	        1	   970
      59	    783		    347		       4	        0	  8486
      60	    405		    407		       5	        0	  8486
      61	    576		    658		       4	        0	  8486
      62	    203		    849		       4	        0	  8486
      63	     62		    979		       5	        0	  8486
      64	    503		    304		       4	        1	   992
      65	    915		    845		       5	        0	  8486
      66	    609		    272		       4	        1	  1271
      67	    542		    709		       4	        1	  1411
      68	    873		    388		       5	        0	  8486
      69	    113		    474		       4	        0	  8486
      70	     20		    953		       5	        0	  8486
      71	    656		    920		       5	        3	  1916
      72	    808		    521		       5	        2	  1835
      73	    855		    178		       5	        1	  1073
      74	    604		    395		       4	        0	  8486
      75	    939		     66		       4	        1	  1452
