INSTANCE:	A-n39-k13
VEHICLES:	13
CUSTOMERS:	39
TIME UB:	824
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	      3		     45		       5	        3	    30
       1	     47		     30		       5	        1	    40
       2	     77		     51		       5	        1	    57
       3	     79		     46		       4	        1	   113
       4	     53		     86		       5	        0	   824
       5	     50		     79		       4	        0	   824
       6	     95		     42		       5	        0	   824
       7	     37		     37		       4	        3	    53
       8	     12		     44		       4	        1	    30
       9	     70		     88		       5	        2	    53
      10	     18		      1		       4	        1	    66
      11	     36		     30		       4	        1	    59
      12	     88		     51		       4	        1	   130
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     24		     63		     0		   824
       1	     35		     60		     2		    24
       2	     42		     50		     1		    77
       3	      3		     40		     1		    62
       4	     29		     96		     4		   101
       5	     54		     77		     4		   114
       6	     83		     86		     1		   223
       7	     30		      6		     3		   117
       8	     55		     29		     2		   166
       9	     13		      2		     1		   151
      10	      1		     19		     1		   167
      11	     98		      1		     2		   354
      12	     75		     10		     1		   200
      13	     39		     23		     3		   149
      14	     62		     91		     1		   124
      15	     96		      9		     1		   331
      16	     27		     87		     2		    80
      17	     14		     16		     4		   126
      18	     52		     49		     1		    71
      19	     95		     21		     4		   241
      20	     30		      6		     2		   137
      21	     18		     40		     2		    59
      22	     82		     90		     2		   153
      23	     48		     49		     2		    69
      24	     82		     73		     1		   172
      25	     64		     62		     1		   146
      26	     34		     78		     2		    58
      27	     83		      6		     2		   293
      28	      3		     77		     2		    75
      29	     18		      8		     1		   165
      30	     58		     89		     3		   153
      31	     36		     17		     2		   179
      32	     85		     23		     1		   286
      33	     93		     30		     1		   269
      34	     68		     67		     4		    95
      35	     71		     34		     1		   136
      36	     56		     73		     3		    79
      37	     78		     20		     1		   211
      38	     88		     69		     3		   225
      39	     44		     71		     1		    54
