INSTANCE:	B-n33-k10
VEHICLES:	10
CUSTOMERS:	33
TIME UB:	781
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     44		     42		       4	        1	    16
       1	     52		     18		       4	        0	   781
       2	    104		     54		       5	        1	   134
       3	     96		     52		       4	        1	   107
       4	     77		    103		       5	        2	   122
       5	     48		     60		       5	        0	   781
       6	     77		     13		       4	        1	    60
       7	     82		     18		       5	        0	   781
       8	     44		     64		       4	        0	   781
       9	     77		     95		       4	        1	    85
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     35		     31		     0		   781
       1	     95		     51		     1		   217
       2	     91		     15		     3		   123
       3	     65		     93		     1		   232
       4	     51		     17		     2		    53
       5	     41		     57		     1		    55
       6	     39		     39		     2		    34
       7	     70		    102		     2		   290
       8	     74		     94		     1		   178
       9	     81		     97		     2		   174
      10	     84		     14		     1		   167
      11	     98		     54		     1		   144
      12	     92		     18		     1		   181
      13	     42		     42		     2		    52
      14	     48		     44		     2		    40
      15	     80		     22		     1		   134
      16	     42		     58		     1		    92
      17	     73		    105		     1		   199
      18	     81		    101		     1		   258
      19	    102		     58		     1		   222
      20	     96		     58		     1		   248
      21	     98		     18		     3		   187
      22	     84		     16		     2		   122
      23	     44		     44		     1		    40
      24	     73		    103		     2		   218
      25	     96		     16		     4		   181
      26	     46		     48		     2		    46
      27	     92		     16		     4		   209
      28	     98		     22		     2		   196
      29	     46		     64		     1		    72
      30	     58		     20		     1		    57
      31	     46		     64		     1		    76
      32	     73		    103		     1		   293
      33	     94		     16		     2		   128
