INSTANCE:	A-n24-k7
VEHICLES:	7
CUSTOMERS:	24
TIME UB:	824
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     80		     55		       4	        0	   824
       1	     84		     25		       5	        0	   824
       2	     61		     62		       5	        0	   824
       3	     85		     60		       5	        3	    28
       4	      9		     97		       4	        1	    98
       5	      2		     39		       4	        3	   136
       6	     84		     39		       5	        0	   824
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     82		     76		     0		   824
       1	     96		     44		     3		   135
       2	     50		      5		     2		   199
       3	     49		      8		     3		   263
       4	     13		      7		     2		   227
       5	     29		     89		     3		   145
       6	     58		     30		     1		   205
       7	     14		     24		     1		   244
       8	      3		     82		     2		   240
       9	      5		     10		     1		   261
      10	     98		     52		     1		    64
      11	     61		     59		     1		    77
      12	      1		     65		     1		   266
      13	     88		     51		     4		    76
      14	     91		      2		     1		   267
      15	     19		     32		     1		   210
      16	     93		      3		     1		   239
      17	     50		     93		     3		   128
      18	     98		     14		     1		   246
      19	      5		     42		     2		   240
      20	     42		      9		     1		   162
      21	     57		     69		     1		    90
      22	     23		     15		     2		   260
      23	     20		     70		     1		   233
      24	     98		      5		     1		   213
