INSTANCE:	B-n47-k15
VEHICLES:	15
CUSTOMERS:	47
TIME UB:	874
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     16		     10		       5	        0	   874
       1	     10		     29		       5	        0	   874
       2	     16		     88		       5	        3	   101
       3	     29		     32		       5	        3	   135
       4	     18		     30		       5	        1	   132
       5	     69		    102		       5	        2	    18
       6	     63		     95		       5	        1	    15
       7	     65		    100		       5	        1	    19
       8	     69		     98		       5	        2	    15
       9	     19		      0		       5	        1	   182
      10	     66		     99		       4	        0	   874
      11	     71		      7		       5	        3	   155
      12	     32		      8		       5	        0	   874
      13	     21		     40		       5	        2	   115
      14	     12		     86		       5	        0	   874
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     73		     89		     0		   874
       1	     97		     22		     1		   238
       2	     19		     31		     2		   242
       3	     23		     95		     1		   179
       4	     18		     89		     1		   125
       5	     60		     94		     1		    38
       6	      9		     26		     2		   249
       7	     10		     80		     3		   176
       8	     27		     64		     1		   198
       9	     46		     32		     3		   191
      10	     26		      0		     1		   221
      11	      8		      8		     1		   305
      12	     63		    101		     1		    58
      13	     30		     69		     2		   138
      14	     26		    103		     1		   165
      15	     20		      0		     1		   281
      16	     99		     32		     1		   140
      17	     16		     33		     1		   313
      18	     79		     13		     2		   274
      19	     27		     41		     3		   138
      20	     34		      4		     1		   282
      21	     19		      0		     1		   238
      22	     12		     33		     2		   234
      23	     11		     28		     1		   178
      24	    101		      0		     2		   302
      25	     15		     81		     1		   155
      26	     26		     90		     2		   122
      27	     14		     29		     3		   282
      28	     81		     10		     4		   170
      29	     53		     37		     2		   193
      30	     31		      9		     1		   222
      31	     21		     36		     1		   239
      32	     24		     98		     1		   118
      33	     15		     14		     1		   198
      34	     28		     36		     1		   198
      35	     30		    102		     1		   171
      36	     81		     15		     1		   224
      37	     30		     65		     1		   115
      38	     17		     89		     1		   139
      39	    102		     29		     1		   245
      40	     16		     31		     5		   290
      41	     17		     33		     3		   232
      42	     11		     11		     1		   273
      43	     61		    102		     3		    42
      44	     29		      9		     2		   294
      45	     15		      9		     3		   356
      46	     14		     85		     1		   200
      47	     19		     32		     2		   170
