INSTANCE:	P-n33-k11
VEHICLES:	11
CUSTOMERS:	33
TIME UB:	535
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     51		     21		       5	        0	   535
       1	     31		     62		       5	        0	   535
       2	     52		     64		       4	        1	    52
       3	     17		     63		       4	        0	   535
       4	     45		     35		       5	        0	   535
       5	     37		     52		       4	        0	   535
       6	      5		      6		       4	        0	   535
       7	     58		     27		       5	        1	    55
       8	     16		     57		       4	        2	    32
       9	     37		     69		       5	        3	    49
      10	     21		     47		       4	        0	   535
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     30		     40		     0		   535
       1	     49		     49		     1		    50
       2	     20		     26		     2		    43
       3	     40		     30		     2		    29
       4	     52		     33		     2		    61
       5	     42		     41		     2		    41
       6	     31		     32		     2		    32
       7	      5		     25		     3		    62
       8	     12		     42		     2		    66
       9	     36		     16		     2		    90
      10	     52		     41		     1		    72
      11	     27		     23		     1		    63
      12	     17		     33		     1		    58
      13	     13		     13		     1		    94
      14	     57		     58		     1		   121
      15	     62		     42		     2		    94
      16	     42		     57		     1		    55
      17	      8		     52		     2		    91
      18	      7		     38		     1		    72
      19	     27		     68		     2		    84
      20	     30		     48		     1		    32
      21	     43		     67		     2		    72
      22	     58		     48		     2		    80
      23	     38		     46		     1		    29
      24	     46		     10		     2		   106
      25	     61		     33		     4		    84
      26	     62		     63		     2		    92
      27	     63		     69		     2		   155
      28	     32		     22		     1		    61
      29	     59		     15		     1		    87
      30	     10		     17		     3		   104
      31	     21		     10		     1		   110
      32	      5		     64		     1		   101
      33	     30		     15		     4		    84
