INSTANCE:	B-n26-k8
VEHICLES:	8
CUSTOMERS:	26
TIME UB:	874
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     10		     17		       4	        0	   874
       1	     38		      9		       4	        0	   874
       2	     13		     24		       5	        0	   874
       3	     97		     50		       4	        0	   874
       4	     10		     81		       4	        2	    85
       5	     93		     43		       4	        0	   874
       6	     10		     87		       5	        2	    98
       7	     32		     13		       5	        1	   124
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     78		     95		     0		   874
       1	     57		      4		     2		   231
       2	      2		     80		     2		   182
       3	     31		      8		     3		   340
       4	     16		     93		     2		   172
       5	     98		     48		     1		   125
       6	    103		     47		     1		   159
       7	    100		     51		     1		   165
       8	     60		     11		     1		   222
       9	     15		     19		     2		   198
      10	     39		     15		     2		   236
      11	    102		     47		     2		   180
      12	    103		     59		     1		   111
      13	     10		     82		     2		   143
      14	     39		      9		     1		   209
      15	     97		     52		     2		   142
      16	     18		     97		     2		   138
      17	     96		     45		     3		   210
      18	     11		     21		     2		   397
      19	     15		     96		     1		   156
      20	      0		      8		     2		   275
      21	    103		     59		     2		   172
      22	     33		     11		     2		   347
      23	     13		     94		     1		   155
      24	     63		      5		     1		   347
      25	      3		     87		     4		   165
      26	     14		     25		     1		   310
