INSTANCE:	X-n206-k68
VEHICLES:	68
CUSTOMERS:	206
TIME UB:	7434
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    255		    720		       5	        0	  7434
       1	    213		    707		       4	        1	   461
       2	    436		    607		       4	        0	  7434
       3	     98		    767		       5	        0	  7434
       4	    358		    323		       4	        1	   185
       5	    201		    588		       5	        0	  7434
       6	    348		    210		       5	        1	   385
       7	    404		    512		       5	        0	  7434
       8	     99		    819		       4	        0	  7434
       9	    478		    509		       5	        1	   166
      10	    106		    701		       4	        2	   509
      11	    100		    597		       5	        1	   421
      12	    464		    167		       5	        0	  7434
      13	    402		    206		       5	        0	  7434
      14	    431		    608		       4	        0	  7434
      15	    335		    272		       5	        2	   197
      16	    342		    544		       5	        0	  7434
      17	    427		    911		       5	        0	  7434
      18	    433		    169		       4	        0	  7434
      19	    426		    244		       4	        0	  7434
      20	     76		    753		       5	        1	   810
      21	    124		    719		       5	        2	   440
      22	    441		    683		       4	        0	  7434
      23	    334		    161		       5	        0	  7434
      24	     82		    693		       4	        0	  7434
      25	    505		    683		       4	        2	   562
      26	    196		    640		       5	        1	   559
      27	    107		    853		       5	        2	   827
      28	    364		    347		       5	        0	  7434
      29	    128		    824		       5	        0	  7434
      30	    388		    549		       5	        2	   226
      31	    431		    473		       4	        1	    69
      32	    735		    524		       4	        2	   599
      33	    317		    460		       5	        2	   130
      34	    388		    263		       5	        0	  7434
      35	    311		    241		       4	        2	   306
      36	    309		    266		       5	        2	   195
      37	     90		    688		       5	        1	   748
      38	    150		    291		       5	        2	   526
      39	    161		    660		       4	        2	   664
      40	    438		    567		       5	        0	  7434
      41	    376		    276		       5	        1	   156
      42	    286		    386		       5	        3	   133
      43	    194		    867		       5	        0	  7434
      44	    497		    582		       4	        1	   340
      45	    334		    243		       4	        1	   329
      46	    100		    740		       5	        0	  7434
      47	     49		    648		       5	        1	   600
      48	    190		    878		       5	        0	  7434
      49	    595		    525		       5	        1	   355
      50	    107		    719		       4	        0	  7434
      51	    605		    460		       4	        1	   368
      52	    486		    590		       5	        0	  7434
      53	     19		    707		       5	        0	  7434
      54	    256		    311		       4	        1	   289
      55	    351		    130		       4	        2	   439
      56	    555		    239		       4	        0	  7434
      57	    390		    225		       4	        0	  7434
      58	    145		    692		       5	        1	   660
      59	     54		    687		       4	        1	   870
      60	    456		    399		       5	        0	  7434
      61	     89		    757		       5	        0	  7434
      62	    510		    165		       5	        0	  7434
      63	    227		    760		       5	        0	  7434
      64	    139		    682		       4	        0	  7434
      65	    369		    275		       4	        0	  7434
      66	    514		    246		       4	        0	  7434
      67	    324		    275		       4	        1	   271
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    409		    418		     0		  7434
       1	    378		    220		     1		   612
       2	    469		    585		     2		   502
       3	     91		    695		     1		  1076
       4	    424		    101		     2		   757
       5	     70		    693		     1		   884
       6	    324		    133		     2		   655
       7	    367		    215		     1		   437
       8	    218		    906		     1		  2003
       9	    417		    223		     2		   682
      10	     42		    693		     5		  1452
      11	    134		    482		     1		   612
      12	    594		    488		     4		   698
      13	    431		    269		     3		   546
      14	    383		    606		     2		   710
      15	     85		    697		     2		  1063
      16	    378		    218		     2		   523
      17	    213		    635		     1		  1111
      18	    520		    537		     2		   528
      19	    509		    542		     2		   489
      20	    476		    583		     1		   525
      21	    409		    565		     2		   356
      22	    155		    828		     2		  1779
      23	     60		    690		     2		   889
      24	    415		    269		     1		   528
      25	    127		    578		     2		   707
      26	    363		    304		     1		   454
      27	    392		    329		     1		   304
      28	    424		    660		     2		   911
      29	    372		    120		     1		  1172
      30	    438		    620		     3		   662
      31	    578		    421		     1		   479
      32	    116		    716		     2		  1632
      33	    117		    677		     1		  1273
      34	    246		    789		     2		  1357
      35	    363		    223		     2		   495
      36	    376		    197		     5		   805
      37	    397		     52		     2		  1136
      38	    107		    727		     1		   949
      39	     64		    671		     2		   936
      40	     96		    659		     2		  1055
      41	    129		    627		     2		   782
      42	     45		    581		     3		  1561
      43	    403		    585		     2		   532
      44	     70		    731		     1		  1608
      45	    528		    736		     1		  1068
      46	    379		    320		     2		   406
      47	    424		    608		     2		   650
      48	    508		    336		     1		   265
      49	    338		     90		     1		   749
      50	    269		    820		     1		  1686
      51	     18		    776		     2		  1578
      52	    316		    293		     1		   482
      53	    575		    485		     2		   434
      54	    335		    179		     2		   847
      55	      1		    727		     2		  1028
      56	    571		    436		     1		   484
      57	     15		    696		     1		  1462
      58	    324		    538		     1		   412
      59	    523		    519		     1		   583
      60	    620		    500		     1		   902
      61	    217		    427		     2		   600
      62	     53		    809		     2		  1517
      63	    206		    622		     1		  1101
      64	    602		    506		     1		   489
      65	     48		    771		     1		  1262
      66	    486		    347		     2		   381
      67	    528		    559		     1		   440
      68	    386		    460		     2		   190
      69	    330		    295		     1		   536
      70	    225		    345		     1		   732
      71	    301		    729		     2		  1248
      72	    219		    610		     3		   720
      73	     70		    560		     2		   913
      74	    589		    420		     1		   657
      75	    428		    605		     2		   582
      76	     18		    327		     4		   887
      77	    451		     63		     1		  1259
      78	    406		    145		     2		   792
      79	     95		    635		     1		  1085
      80	    550		    573		     2		   681
      81	    172		    811		     1		   964
      82	     85		    789		     2		  1569
      83	    119		    788		     3		  1417
      84	    571		    227		     2		   903
      85	    591		    428		     2		   614
      86	    436		    611		     1		   494
      87	    471		    928		     1		  1749
      88	    416		    528		     3		   259
      89	    504		    383		     3		   389
      90	    217		    255		     1		   517
      91	    100		    830		     1		  1995
      92	    290		    209		     1		   498
      93	    522		    281		     2		   356
      94	    331		    406		     1		   258
      95	    529		    618		     2		   909
      96	    638		     99		     2		   926
      97	    153		    648		     5		   843
      98	    419		     70		     2		   924
      99	     12		    653		     2		  1130
     100	    370		    686		     1		   992
     101	    811		    620		     1		   980
     102	    160		    691		     3		  1068
     103	    204		    673		     1		   743
     104	     57		    666		     1		  1469
     105	    326		    401		     1		   266
     106	    627		    541		     2		   678
     107	    332		    114		     2		   786
     108	    497		    575		     2		   417
     109	    469		    605		     1		   569
     110	    547		    588		     1		   605
     111	    305		    746		     2		  1351
     112	    192		    805		     3		  1087
     113	    370		    621		     1		   601
     114	    759		    660		     1		   953
     115	    287		    223		     1		   645
     116	    380		    129		     2		  1064
     117	     23		    745		     1		  1912
     118	     21		    738		     1		  1331
     119	    402		    577		     2		   636
     120	    255		    442		     2		   608
     121	    260		    288		     4		   657
     122	    322		    693		     2		   650
     123	    502		    313		     4		   349
     124	    390		    398		     2		    95
     125	    443		    175		     2		   582
     126	    156		    178		     3		  1175
     127	    170		    621		     1		  1074
     128	     55		    781		     1		  1077
     129	    374		    566		     2		   462
     130	    352		    701		     2		   840
     131	     82		    671		     4		   923
     132	    451		    565		     1		   530
     133	     91		    833		     1		  1576
     134	    292		    609		     1		   873
     135	    466		    592		     2		   582
     136	    561		    488		     1		   619
     137	    131		    779		     3		  1684
     138	    186		    699		     3		  1387
     139	    567		    525		     2		   684
     140	    635		    481		     2		   706
     141	    459		    694		     3		   965
     142	     91		    725		     2		  1178
     143	    483		    196		     2		   603
     144	    481		    179		     1		   585
     145	    517		    442		     2		   314
     146	     97		    705		     1		  1448
     147	    263		    806		     1		   887
     148	    381		    215		     1		   439
     149	    386		    164		     1		   825
     150	    497		    137		     1		   850
     151	    311		    737		     2		   892
     152	    100		    611		     1		   854
     153	    414		    525		     1		   280
     154	     79		    643		     1		  1409
     155	    284		    318		     3		   589
     156	    155		    706		     3		  1279
     157	    426		    661		     3		   606
     158	    297		    164		     3		   820
     159	    454		    197		     2		   530
     160	    499		    697		     2		   903
     161	    480		    310		     1		   406
     162	    390		    236		     1		   441
     163	    350		    333		     1		   238
     164	    709		    391		     3		   745
     165	    426		    192		     2		   555
     166	    141		    672		     2		  1357
     167	    399		    684		     4		   941
     168	     56		    774		     1		  1577
     169	    376		    510		     2		   366
     170	    205		    771		     3		  1444
     171	    105		    676		     1		  1145
     172	    682		    508		     2		   904
     173	    236		    173		     1		   876
     174	     59		    713		     3		  1385
     175	    307		    278		     1		   599
     176	    566		    711		     3		   833
     177	    320		    437		     1		   300
     178	     71		    844		     2		  1909
     179	     18		    737		     3		  1150
     180	    430		    559		     5		   553
     181	     85		    479		     1		  1067
     182	    171		    400		     3		   825
     183	    430		    237		     1		   568
     184	    478		    593		     2		   584
     185	    291		    132		     2		   758
     186	    464		    582		     1		   626
     187	    669		    494		     1		  1033
     188	    562		    733		     3		  1018
     189	    298		    173		     4		  1043
     190	    364		    561		     1		   406
     191	    415		    580		     4		   520
     192	     87		    693		     2		  1076
     193	    502		    751		     2		  1034
     194	    132		    831		     1		  1080
     195	    574		    481		     1		   399
     196	    399		    205		     1		   476
     197	    165		    712		     1		  1237
     198	     63		    746		     2		  1325
     199	     50		    740		     1		  1165
