INSTANCE:	P-n52-k17
VEHICLES:	17
CUSTOMERS:	52
TIME UB:	611
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     62		     24		       5	        2	    31
       1	     26		     13		       4	        0	   611
       2	     15		     56		       4	        0	   611
       3	     30		     60		       5	        1	    30
       4	     66		     14		       4	        1	    68
       5	     41		     46		       5	        0	   611
       6	     62		     57		       5	        2	    51
       7	     54		     10		       4	        1	    39
       8	     22		     53		       5	        1	    23
       9	     15		      5		       5	        0	   611
      10	     36		     26		       4	        0	   611
      11	     55		     65		       5	        2	    55
      12	     67		     41		       5	        1	    38
      13	     40		     60		       4	        0	   611
      14	     31		     76		       5	        0	   611
      15	     10		     70		       5	        0	   611
      16	     33		     34		       4	        1	    16
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     40		     40		     0		   611
       1	     22		     22		     2		    95
       2	     21		     45		     1		    68
       3	     45		     35		     1		    22
       4	     55		     20		     2		    65
       5	     50		     50		     1		    53
       6	     55		     45		     2		    56
       7	     26		     59		     3		    75
       8	     40		     66		     2		    66
       9	     35		     51		     1		    37
      10	     62		     35		     1		    52
      11	     21		     36		     3		    73
      12	     33		     44		     1		    18
      13	      9		     56		     3		    89
      14	     62		     48		     2		    60
      15	     44		     13		     1		    97
      16	     11		     28		     2		    64
      17	      7		     43		     2		    94
      18	     17		     64		     5		   105
      19	     55		     34		     2		    45
      20	     35		     16		     1		    96
      21	     52		     26		     1		    67
      22	     43		     26		     3		    46
      23	     26		     29		     1		    60
      24	     50		     40		     2		    32
      25	     55		     50		     2		    54
      26	     60		     15		     2		   119
      27	     47		     66		     1		    81
      28	     30		     50		     2		    56
      29	     12		     17		     1		    88
      30	     15		     14		     1		   140
      31	     16		     19		     2		    69
      32	     21		     48		     1		    43
      33	     50		     30		     1		    45
      34	     51		     42		     1		    40
      35	     50		     15		     3		   105
      36	     48		     21		     2		    66
      37	     12		     38		     4		    56
      38	     29		     39		     1		    37
      39	     54		     38		     2		    36
      40	     55		     57		     3		    58
      41	      6		     25		     2		   102
      42	     65		     27		     4		    92
      43	     70		     64		     3		   129
      44	     64		      4		     2		    97
      45	     36		      6		     1		   117
      46	     30		     20		     4		    71
      47	     20		     30		     2		    48
      48	     50		     70		     1		    83
      49	     57		     72		     3		   109
      50	     45		     42		     2		    18
      51	     38		     33		     2		    28
      52	     50		      4		     2		    89
