INSTANCE:	V25_C125
VEHICLES:	25
CUSTOMERS:	125
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    422		    642		       4	        0	 14143
       1	    263		    128		       4	        0	 14143
       2	    606		    113		       4	        0	 14143
       3	    120		    653		       4	        1	   269
       4	    659		    854		       4	        0	 14143
       5	    437		    201		       4	        0	 14143
       6	    201		    218		       4	        1	  1456
       7	    107		    717		       4	        0	 14143
       8	    763		    471		       4	        0	 14143
       9	    684		    415		       4	        0	 14143
      10	    733		    349		       4	        0	 14143
      11	    479		     63		       4	        3	  1118
      12	    188		    455		       4	        0	 14143
      13	    152		    301		       4	        0	 14143
      14	     17		    389		       4	        0	 14143
      15	    137		    540		       4	        0	 14143
      16	    333		    684		       4	        2	   674
      17	     78		    625		       4	        0	 14143
      18	     45		    743		       4	        0	 14143
      19	    289		     18		       4	        0	 14143
      20	    273		    654		       4	        1	  1178
      21	    291		    542		       4	        2	  1163
      22	    949		    852		       4	        0	 14143
      23	    111		    939		       4	        3	   716
      24	    465		     12		       4	        3	  1692
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     35		    694		     0		 14143
       1	    217		    829		     3		  2858
       2	    778		    253		     1		  2663
       3	    173		    625		     1		  1708
       4	    456		    765		     1		  1934
       5	      3		    847		     1		  1805
       6	    582		    941		     3		  1755
       7	     40		    635		     1		  1036
       8	     94		    860		     1		  2473
       9	    845		    498		     3		  1367
      10	    165		    233		     1		  1203
      11	    570		    160		     1		  1782
      12	    557		    498		     1		  2412
      13	    789		    746		     1		  1776
      14	    965		    449		     1		  1792
      15	    409		    681		     1		  2133
      16	    262		    125		     1		  2390
      17	    346		    972		     3		  1581
      18	    974		    474		     1		  1174
      19	    820		    827		     1		  2963
      20	     48		    729		     1		  1505
      21	     32		    781		     1		  1675
      22	     97		    383		     1		  1576
      23	    967		    110		     1		  3040
      24	     66		    455		     1		  1608
      25	    594		    331		     1		  1076
      26	    365		    399		     1		  2935
      27	    188		    993		     1		  2371
      28	    275		    309		     1		  2708
      29	    238		    783		     1		  1842
      30	    712		    166		     1		  1173
      31	    877		    594		     1		  1573
      32	    549		    347		     1		  2154
      33	     86		    242		     1		  1358
      34	     34		    393		     3		  2902
      35	    370		    935		     1		  1554
      36	    171		    578		     1		  2622
      37	    612		    518		     1		  1142
      38	    509		    804		     1		  1099
      39	    897		    504		     1		  2587
      40	    360		    112		     1		  2481
      41	    390		    131		     1		  1301
      42	    468		    719		     1		  2562
      43	    862		    467		     1		  2705
      44	    813		    209		     1		  2805
      45	    501		    967		     3		  1039
      46	    383		    270		     1		  2163
      47	      2		    783		     1		  1491
      48	    272		    317		     1		  1874
      49	    555		    746		     1		  1026
      50	    434		    527		     1		  1367
      51	    894		     36		     1		  2602
      52	     99		    713		     4		  2189
      53	    761		    292		     1		  1620
      54	    849		    434		     1		  1560
      55	    989		    714		     1		  1430
      56	    924		    996		     2		  1576
      57	    927		    447		     2		  1834
      58	     15		    672		     1		  2061
      59	    145		    486		     1		  2505
      60	    784		    666		     1		  1146
      61	    808		    159		     4		  1209
      62	      9		    994		     1		  1974
      63	    571		    144		     1		  2571
      64	     85		    668		     1		  1503
      65	    617		     65		     1		  1054
      66	    730		     87		     4		  1924
      67	    158		    874		     2		  1074
      68	    519		    750		     1		  1375
      69	     69		     96		     1		  2505
      70	     66		    281		     1		  2492
      71	    423		     70		     4		  1445
      72	    158		    936		     1		  2728
      73	    441		    847		     1		  2583
      74	    322		    777		     2		  2385
      75	    901		    699		     1		  2257
      76	     77		    673		     1		  2789
      77	    979		     32		     1		  1249
      78	    792		     56		     4		  2769
      79	    832		    301		     1		  2242
      80	    390		    577		     1		  2179
      81	    337		    830		     1		  1961
      82	    897		    443		     1		  2503
      83	    745		    249		     3		  2632
      84	    697		    635		     1		  1285
      85	    935		    952		     1		  1350
      86	    775		    485		     1		  2112
      87	    314		    562		     1		  1611
      88	     70		    290		     1		  2934
      89	    435		    754		     1		  2198
      90	    827		    146		     1		  2490
      91	     34		    670		     1		  2922
      92	    771		    218		     1		  2939
      93	    610		    676		     1		  2873
      94	    812		    502		     1		  1626
      95	    239		    825		     1		  1650
      96	    309		    566		     1		  1295
      97	     41		    908		     1		  2156
      98	    944		    451		     1		  1126
      99	    136		     15		     1		  2365
     100	    768		    976		     1		  1040
     101	    239		    769		     2		  2395
     102	    430		    823		     4		  2185
     103	    218		    828		     1		  1932
     104	    664		    126		     1		  2410
     105	    906		    875		     1		  1741
     106	    889		     84		     1		  1410
     107	    397		    309		     1		  2496
     108	    869		    160		     4		  2905
     109	    600		    483		     1		  1839
     110	    336		    189		     3		  1561
     111	    985		    211		     1		  2132
     112	    505		    579		     3		  1473
     113	    486		    161		     1		  1562
     114	    856		    482		     1		  2412
     115	    998		    694		     1		  1086
     116	    913		     15		     2		  1167
     117	    355		    885		     3		  2979
     118	    597		    755		     1		  1930
     119	    271		    752		     1		  2542
     120	      5		    724		     1		  2338
     121	    329		    962		     1		  1587
     122	    365		    144		     2		  2121
     123	    114		     82		     1		  2132
     124	    202		    740		     1		  1465
     125	    115		     18		     1		  1302
