INSTANCE:	V15_C30
VEHICLES:	15
CUSTOMERS:	30
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    973		    947		       4	        0	 14143
       1	     64		    189		       4	        0	 14143
       2	    199		    179		       4	        2	  1714
       3	    582		    350		       4	        0	 14143
       4	    483		    230		       4	        2	  1004
       5	    952		    671		       4	        0	 14143
       6	    664		    115		       4	        3	   335
       7	    160		    897		       4	        0	 14143
       8	    316		    858		       4	        0	 14143
       9	    787		      2		       4	        0	 14143
      10	    473		    542		       4	        0	 14143
      11	    468		    106		       4	        0	 14143
      12	    720		    258		       4	        0	 14143
      13	    351		    417		       4	        2	  1851
      14	    298		    454		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    613		    251		     0		 14143
       1	    838		    468		     2		  1809
       2	    741		    928		     1		  1263
       3	    218		    259		     1		  2527
       4	    558		    188		     1		  1735
       5	    690		    671		     1		  2758
       6	    679		    947		     1		  2205
       7	    424		    923		     1		  2925
       8	    976		    881		     1		  1309
       9	    303		     64		     1		  1481
      10	    861		    937		     3		  2936
      11	    332		    649		     2		  2784
      12	    168		    872		     1		  2989
      13	    849		    408		     2		  2390
      14	    785		    219		     1		  2989
      15	    970		    793		     1		  1136
      16	    816		    662		     3		  2608
      17	     48		    779		     4		  1421
      18	    711		    201		     3		  1071
      19	    858		    134		     1		  1377
      20	    399		    764		     1		  1399
      21	    775		     20		     1		  1154
      22	    253		    946		     2		  1817
      23	    564		    135		     2		  2375
      24	    343		    600		     1		  2359
      25	      2		    419		     1		  1620
      26	    252		    324		     3		  1937
      27	    632		    170		     1		  2384
      28	    915		    781		     1		  2485
      29	    651		    915		     4		  1163
      30	     84		    729		     2		  2373
