INSTANCE:	V15_C60
VEHICLES:	15
CUSTOMERS:	60
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    653		    361		       4	        0	 14143
       1	     88		    703		       4	        0	 14143
       2	    348		    860		       4	        0	 14143
       3	    338		    641		       4	        0	 14143
       4	    182		    548		       4	        0	 14143
       5	     73		    763		       4	        0	 14143
       6	     93		    717		       4	        0	 14143
       7	    760		    467		       4	        0	 14143
       8	    798		    573		       4	        1	  1941
       9	    866		    747		       4	        0	 14143
      10	    909		     63		       4	        0	 14143
      11	      0		    647		       4	        0	 14143
      12	    725		    736		       4	        0	 14143
      13	    816		    399		       4	        0	 14143
      14	    836		    507		       4	        2	   773
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    150		    831		     0		 14143
       1	    165		    228		     3		  1992
       2	    788		    650		     1		  2513
       3	    862		    972		     3		  1154
       4	    780		    299		     1		  1997
       5	    559		    463		     1		  2371
       6	    261		    892		     1		  1882
       7	    979		    551		     1		  2896
       8	    201		    421		     1		  2209
       9	    434		    668		     1		  1032
      10	    932		     30		     1		  1482
      11	     62		    153		     1		  2364
      12	     26		    872		     1		  1489
      13	    327		    158		     1		  2678
      14	     52		     29		     1		  1992
      15	    874		    927		     1		  1891
      16	    117		    753		     1		  2220
      17	    804		    978		     1		  1151
      18	    942		    760		     1		  1118
      19	    918		    923		     1		  2515
      20	    253		    344		     1		  2259
      21	    604		    755		     1		  1666
      22	    549		    164		     2		  1874
      23	    108		    824		     4		  1606
      24	    452		    733		     1		  1796
      25	    291		    191		     3		  2540
      26	    803		    184		     1		  2987
      27	    870		    168		     1		  1009
      28	    132		    819		     1		  2212
      29	    107		    664		     1		  1493
      30	    771		    281		     1		  2629
      31	    129		    655		     1		  2814
      32	    747		    686		     1		  2407
      33	    810		    689		     1		  1317
      34	    360		    996		     1		  1892
      35	    602		    845		     1		  1145
      36	     91		    430		     1		  1445
      37	    718		     47		     1		  1186
      38	    707		    228		     1		  1971
      39	    367		     74		     1		  2039
      40	    874		    785		     1		  2979
      41	    942		    794		     1		  1748
      42	    103		    214		     1		  2373
      43	    383		    949		     1		  2026
      44	    994		    323		     1		  1011
      45	    853		    466		     1		  2830
      46	    748		    581		     1		  1514
      47	    914		    998		     1		  1482
      48	    456		    897		     1		  1987
      49	     15		    144		     1		  2537
      50	     44		    894		     1		  1438
      51	    809		    203		     1		  2162
      52	    488		    803		     1		  1779
      53	    602		    672		     2		  2253
      54	    189		    151		     1		  2620
      55	    372		     53		     1		  1055
      56	    833		    930		     1		  1975
      57	    354		      4		     1		  1095
      58	    915		    147		     4		  2748
      59	    977		    975		     1		  1303
      60	     68		    697		     1		  1071
