INSTANCE:	P-n45-k14
VEHICLES:	14
CUSTOMERS:	45
TIME UB:	561
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     40		     66		       5	        1	    47
       1	      9		     56		       5	        0	   561
       2	     70		     64		       4	        0	   561
       3	     15		     14		       5	        0	   561
       4	     66		     14		       4	        0	   561
       5	     55		     34		       5	        0	   561
       6	     30		     50		       4	        1	    28
       7	     55		     57		       4	        2	    37
       8	     54		     38		       5	        1	    20
       9	     62		     24		       5	        0	   561
      10	     22		     53		       4	        3	    35
      11	     26		     13		       5	        0	   561
      12	     29		     39		       4	        0	   561
      13	     45		     35		       5	        2	     7
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     40		     40		     0		   561
       1	     22		     22		     2		    68
       2	     36		     26		     2		    39
       3	     21		     45		     1		    77
       4	     55		     20		     2		    75
       5	     33		     34		     1		    35
       6	     50		     50		     2		    51
       7	     55		     45		     1		    63
       8	     26		     59		     1		    48
       9	     55		     65		     1		    91
      10	     35		     51		     1		    43
      11	     62		     35		     2		    46
      12	     62		     57		     3		    60
      13	     21		     36		     1		    71
      14	     33		     44		     3		    28
      15	     62		     48		     3		    49
      16	     44		     13		     2		   100
      17	     11		     28		     1		    63
      18	      7		     43		     1		    70
      19	     17		     64		     2		    71
      20	     41		     46		     2		    22
      21	     35		     16		     1		    84
      22	     52		     26		     2		    43
      23	     43		     26		     1		    45
      24	     31		     76		     2		   140
      25	     26		     29		     1		    62
      26	     50		     40		     2		    33
      27	     55		     50		     1		    72
      28	     54		     10		     1		    88
      29	     60		     15		     1		   105
      30	     47		     66		     1		    72
      31	     30		     60		     3		    46
      32	     12		     17		     1		    97
      33	     16		     19		     2		   112
      34	     21		     48		     2		    76
      35	     50		     30		     2		    48
      36	     51		     42		     3		    43
      37	     50		     15		     3		    76
      38	     48		     21		     2		    61
      39	     12		     38		     3		    99
      40	     15		     56		     1		   107
      41	     67		     41		     1		    80
      42	     10		     70		     1		   123
      43	      6		     25		     3		   124
      44	     65		     27		     2		    76
      45	     40		     60		     2		    58
