INSTANCE:	A-n45-k15
VEHICLES:	15
CUSTOMERS:	45
TIME UB:	815
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     63		      9		       5	        0	   815
       1	     21		     55		       4	        0	   815
       2	     37		     91		       4	        1	    60
       3	     25		     39		       4	        0	   815
       4	     87		     45		       5	        1	    28
       5	     13		     75		       4	        2	    73
       6	     47		     37		       4	        0	   815
       7	     79		     61		       5	        0	   815
       8	     97		     23		       4	        3	    48
       9	      1		     77		       4	        2	   143
      10	     81		     27		       4	        0	   815
      11	     53		      5		       4	        0	   815
      12	     69		     25		       4	        0	   815
      13	     31		      5		       4	        1	    58
      14	     71		     39		       5	        0	   815
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     61		     37		     0		   815
       1	     93		     57		     3		   147
       2	     15		     67		     2		   173
       3	     23		     43		     3		    79
       4	     29		     73		     1		   102
       5	     47		     37		     1		    50
       6	     23		     71		     2		   197
       7	     67		     45		     1		    25
       8	     21		     49		     2		   100
       9	     93		     43		     1		   103
      10	     67		     13		     1		    76
      11	     53		     35		     2		    23
      12	     85		     69		     1		   108
      13	     77		     79		     2		   106
      14	     45		     43		     3		    46
      15	     31		     75		     1		   145
      16	     49		     99		     1		   241
      17	     33		     47		     1		    97
      18	     39		     69		     1		   148
      19	     49		      3		     1		   144
      20	     49		     87		     1		   164
      21	     87		     39		     1		    79
      22	     19		     33		     1		   107
      23	     97		     35		     1		   125
      24	     35		     25		     2		    67
      25	     73		     73		     3		   104
      26	     35		     95		     2		   188
      27	      5		     43		     1		   162
      28	     19		     45		     2		   100
      29	     35		     63		     2		   113
      30	     27		     73		     2		   150
      31	     31		     21		     1		   105
      32	     47		      9		     1		    66
      33	      1		     49		     1		   174
      34	     63		     73		     2		    73
      35	     79		     71		     1		    95
      36	     65		     23		     1		    46
      37	     65		     47		     2		    36
      38	     23		     71		     2		   142
      39	      5		     81		     2		   196
      40	     53		     27		     1		    52
      41	     57		     85		     1		   168
      42	     89		     23		     3		    85
      43	     51		     65		     1		   114
      44	     13		     49		     1		   150
      45	     91		     41		     3		   118
