INSTANCE:	X-n185-k61
VEHICLES:	61
CUSTOMERS:	185
TIME UB:	6093
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    535		    169		       4	        0	  6093
       1	    794		    366		       4	        2	   518
       2	    566		    216		       4	        0	  6093
       3	    675		    479		       5	        0	  6093
       4	    829		    123		       5	        1	   698
       5	    960		    722		       4	        3	   968
       6	    643		    526		       5	        0	  6093
       7	    870		    167		       5	        1	   963
       8	    853		    596		       4	        1	   600
       9	    654		    172		       4	        0	  6093
      10	    646		    445		       4	        0	  6093
      11	    738		    519		       4	        1	   417
      12	    709		    585		       5	        3	   410
      13	    750		    530		       5	        0	  6093
      14	    833		    421		       5	        1	   667
      15	    638		    185		       5	        0	  6093
      16	    815		    259		       5	        1	   483
      17	    839		    364		       5	        1	   582
      18	    677		     72		       5	        0	  6093
      19	    825		    374		       4	        0	  6093
      20	    720		     61		       5	        0	  6093
      21	    747		    432		       5	        1	   472
      22	    748		    411		       4	        1	   525
      23	    682		    246		       4	        1	   430
      24	    499		    301		       4	        0	  6093
      25	    582		    216		       4	        1	   535
      26	    895		    461		       4	        0	  6093
      27	    498		    208		       4	        0	  6093
      28	    818		    236		       4	        0	  6093
      29	    723		    145		       4	        0	  6093
      30	    878		    230		       4	        0	  6093
      31	    684		     61		       4	        1	   789
      32	    663		    460		       5	        2	   193
      33	    890		    268		       4	        0	  6093
      34	    752		    217		       5	        0	  6093
      35	    895		    273		       5	        0	  6093
      36	    925		    251		       5	        0	  6093
      37	    493		    509		       4	        1	    14
      38	    849		    293		       4	        0	  6093
      39	    781		    293		       5	        1	   490
      40	    855		    296		       4	        3	   500
      41	    845		    320		       4	        0	  6093
      42	    814		    529		       5	        0	  6093
      43	    664		    616		       5	        0	  6093
      44	    789		    243		       5	        0	  6093
      45	    691		    172		       5	        1	   728
      46	    641		    183		       5	        2	   428
      47	    805		    178		       5	        2	   778
      48	    758		    306		       4	        0	  6093
      49	    662		    184		       4	        0	  6093
      50	    739		    570		       5	        0	  6093
      51	    762		    359		       4	        2	   578
      52	    919		    234		       5	        0	  6093
      53	    440		    130		       4	        0	  6093
      54	    598		    221		       5	        1	   525
      55	    663		    507		       5	        0	  6093
      56	    463		    400		       4	        2	   172
      57	    718		    138		       5	        1	   605
      58	    758		    442		       4	        0	  6093
      59	    786		    343		       4	        1	   327
      60	    810		    261		       4	        1	   704
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    500		    500		     0		  6093
       1	    612		    199		     1		   812
       2	    864		    279		     3		  1536
       3	    746		    395		     3		   582
       4	    797		     59		     1		  1125
       5	    867		    206		     3		  1767
       6	    846		    399		     1		  1332
       7	    874		    275		     2		  1435
       8	    780		    372		     1		   742
       9	    692		    446		     2		   669
      10	    541		    183		     1		  1024
      11	    845		    403		     2		   773
      12	    787		    317		     1		  1075
      13	    472		    325		     1		   387
      14	    779		    308		     1		   876
      15	    815		    316		     1		  1330
      16	    690		    306		     1		   731
      17	    923		    403		     1		   887
      18	    789		    424		     2		  1173
      19	    766		    443		     1		   700
      20	    999		    259		     2		  1556
      21	    949		    458		     1		  1620
      22	    675		    431		     2		   701
      23	    930		    480		     1		  1492
      24	    809		    439		     1		   678
      25	    677		    173		     2		   866
      26	    479		    247		     1		   906
      27	    849		    285		     1		  1432
      28	    711		    358		     1		  1007
      29	    564		    141		     1		  1061
      30	    801		    473		     1		   920
      31	    769		    345		     1		   750
      32	    528		    256		     1		   900
      33	    700		    404		     2		   455
      34	    851		    369		     1		   889
      35	    925		    215		     1		  2008
      36	    608		    654		     3		   653
      37	    878		    358		     4		   843
      38	    562		     80		     1		  1435
      39	    577		    358		     1		   481
      40	    418		    269		     1		   603
      41	    766		    533		     2		   862
      42	    933		    280		     3		  1572
      43	    671		    522		     5		   686
      44	    725		    496		     1		   775
      45	    863		    250		     1		  1332
      46	    864		    328		     1		  1084
      47	    848		    251		     1		  1710
      48	    601		     17		     1		  1866
      49	    559		    708		     1		   585
      50	    689		    490		     4		   393
      51	    745		    448		     1		   506
      52	    746		    345		     1		   771
      53	    776		    427		     1		   643
      54	    677		    120		     1		  1030
      55	    783		    292		     2		   743
      56	    484		    715		     1		   635
      57	    680		    173		     1		  1393
      58	    785		    253		     1		  1392
      59	    886		    125		     1		  1670
      60	    916		    247		     2		  1191
      61	    930		    364		     1		  1173
      62	    584		    185		     3		  1220
      63	    896		    334		     3		  1197
      64	    874		    524		     1		  1009
      65	    684		    326		     1		   640
      66	    737		    309		     4		   624
      67	    554		    164		     2		  1152
      68	    859		    254		     2		  1044
      69	    981		    334		     1		  1984
      70	    717		    258		     5		   774
      71	    855		    321		     3		  1210
      72	    623		    443		     2		   525
      73	    685		    162		     2		  1075
      74	    686		    463		     2		   482
      75	    733		    431		     2		   706
      76	    586		    486		     2		   232
      77	    523		    196		     3		   966
      78	    712		    541		     2		   538
      79	    759		    432		     2		   720
      80	    658		    583		     2		   582
      81	    860		    312		     3		  1115
      82	    504		     64		     1		  1635
