INSTANCE:	B-n30-k10
VEHICLES:	10
CUSTOMERS:	30
TIME UB:	849
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     56		     32		       5	        2	    29
       1	     56		     30		       4	        0	   849
       2	    102		     74		       4	        2	   149
       3	     58		     36		       5	        1	    36
       4	    105		     69		       5	        2	   137
       5	     71		     82		       5	        1	    99
       6	     97		     67		       4	        0	   849
       7	     20		      8		       4	        0	   849
       8	    102		     61		       5	        0	   849
       9	    100		     65		       5	        0	   849
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     37		     35		     0		   849
       1	     61		     78		     1		   133
       2	     18		     33		     3		    70
       3	     10		      7		     2		    99
       4	     48		     26		     1		    50
       5	     96		     58		     3		   131
       6	     16		     97		     2		   197
       7	    102		     67		     1		   240
       8	     20		     17		     1		    85
       9	    110		     77		     2		   185
      10	     26		    101		     2		   237
      11	     98		     64		     1		   141
      12	    101		     60		     1		   164
      13	    104		     69		     1		   160
      14	     70		     85		     3		   238
      15	     17		      9		     1		    99
      16	     56		     34		     2		    58
      17	    103		     63		     3		   211
      18	    105		     76		     2		   259
      19	     25		     35		     1		    29
      20	     28		     43		     1		    40
      21	     65		     87		     3		   168
      22	     70		     80		     2		   192
      23	     99		     73		     1		   227
      24	     24		    103		     1		   150
      25	     26		    107		     1		   212
      26	     21		     39		     1		    34
      27	     99		     71		     1		   249
      28	     20		     16		     1		    65
      29	     51		     31		     1		    60
      30	    106		     70		     1		   174
