INSTANCE:	X-n177-k59
VEHICLES:	59
CUSTOMERS:	177
TIME UB:	8477
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    121		    847		       5	        1	  1583
       1	    139		     44		       5	        0	  8477
       2	    477		    280		       5	        0	  8477
       3	    651		    264		       5	        1	  1165
       4	    971		    638		       5	        0	  8477
       5	    116		    175		       5	        0	  8477
       6	    874		    932		       4	        1	  1960
       7	    655		    766		       5	        0	  8477
       8	    289		    765		       5	        0	  8477
       9	    349		    554		       5	        2	  1159
      10	    282		    286		       5	        3	   528
      11	    223		    602		       5	        0	  8477
      12	    629		    133		       4	        2	   833
      13	    631		    889		       4	        2	  2059
      14	     33		    507		       5	        0	  8477
      15	     28		    667		       5	        0	  8477
      16	    183		    707		       4	        0	  8477
      17	    284		    414		       4	        0	  8477
      18	    637		    903		       5	        0	  8477
      19	    537		    764		       4	        1	  1633
      20	    156		    994		       5	        0	  8477
      21	    775		    935		       4	        0	  8477
      22	    440		    534		       5	        2	   982
      23	    161		    160		       4	        1	   230
      24	    978		    479		       5	        2	  1470
      25	    144		    443		       5	        0	  8477
      26	    116		    701		       5	        1	  1377
      27	    235		    592		       4	        0	  8477
      28	    281		    434		       4	        0	  8477
      29	    297		    723		       5	        0	  8477
      30	    636		    653		       5	        2	  1422
      31	    865		    639		       5	        0	  8477
      32	    172		    317		       5	        4	   485
      33	    788		    366		       5	        1	  1246
      34	    542		    708		       5	        0	  8477
      35	    710		     44		       5	        0	  8477
      36	    743		    221		       5	        1	  1366
      37	     75		     82		       4	        1	   203
      38	    620		    146		       5	        1	  1056
      39	    264		    448		       4	        0	  8477
      40	    799		     35		       5	        0	  8477
      41	    836		     69		       5	        0	  8477
      42	    529		    178		       5	        0	  8477
      43	    673		    856		       4	        0	  8477
      44	     67		    895		       5	        1	  1305
      45	    113		    914		       4	        1	  1674
      46	    867		    449		       4	        0	  8477
      47	    414		    697		       4	        1	  1343
      48	    732		    172		       5	        0	  8477
      49	    505		    517		       4	        2	  1410
      50	    679		    836		       5	        0	  8477
      51	    821		    608		       4	        4	  1078
      52	     99		    113		       4	        1	   267
      53	    646		    823		       4	        0	  8477
      54	    167		    289		       4	        2	   485
      55	    670		    615		       4	        1	  1126
      56	    210		    731		       5	        0	  8477
      57	    521		    652		       5	        0	  8477
      58	    115		    662		       4	        2	  1297
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	      0		      0		     0		  8477
       1	     80		    386		     4		   994
