INSTANCE:	V25_C100
VEHICLES:	25
CUSTOMERS:	100
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    660		    199		       4	        0	 14143
       1	    945		     88		       4	        0	 14143
       2	    265		    653		       4	        0	 14143
       3	     16		    459		       4	        0	 14143
       4	    147		    988		       4	        2	  1839
       5	    328		    852		       4	        0	 14143
       6	    320		    837		       4	        0	 14143
       7	     52		     51		       4	        0	 14143
       8	    270		    555		       4	        0	 14143
       9	    165		    608		       4	        0	 14143
      10	    518		     50		       4	        0	 14143
      11	    344		    477		       4	        0	 14143
      12	    911		    329		       4	        0	 14143
      13	    327		    216		       4	        0	 14143
      14	    469		    797		       4	        2	   547
      15	    354		    421		       4	        0	 14143
      16	    641		    103		       4	        0	 14143
      17	    588		    369		       4	        0	 14143
      18	    594		    915		       4	        0	 14143
      19	    225		    389		       4	        1	  1322
      20	    400		    187		       4	        0	 14143
      21	    387		     66		       4	        0	 14143
      22	    246		    512		       4	        0	 14143
      23	    440		    668		       4	        0	 14143
      24	    912		    413		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    772		    366		     0		 14143
       1	    987		    849		     1		  1727
       2	    325		    525		     1		  2584
       3	    675		    798		     3		  1207
       4	    314		    565		     1		  2703
       5	    878		    591		     4		  1308
       6	    983		    412		     1		  1662
       7	    627		    109		     1		  2676
       8	    252		    705		     1		  2228
       9	     43		    859		     1		  2861
      10	    407		    725		     1		  2075
      11	    816		    419		     1		  2209
      12	    287		     87		     1		  1408
      13	    117		    185		     1		  2523
      14	      9		    551		     1		  2448
      15	    610		    659		     1		  2341
      16	    679		     26		     1		  2747
      17	    421		    943		     1		  1076
      18	    550		    715		     1		  1075
      19	    206		    723		     1		  2052
      20	    709		    989		     1		  2910
      21	     17		    621		     1		  1831
      22	    772		    492		     1		  1107
      23	    182		    224		     1		  1420
      24	    358		    685		     1		  1807
      25	    880		    700		     2		  2178
      26	    432		    953		     1		  1153
      27	    352		    934		     1		  1579
      28	    505		    491		     1		  1761
      29	    884		    853		     1		  1610
      30	    143		    958		     2		  2138
      31	    157		    417		     1		  2922
      32	    591		    606		     1		  2004
      33	    826		    594		     3		  2421
      34	    387		    480		     1		  1708
      35	    894		    469		     1		  2807
      36	    675		    221		     1		  2044
      37	     10		    187		     1		  2289
      38	     40		    308		     2		  2396
      39	    237		    592		     3		  2591
      40	    853		    660		     4		  2310
      41	    680		    820		     2		  1205
      42	    607		    287		     1		  1303
      43	     17		    516		     2		  2810
      44	    157		    453		     1		  2111
      45	    270		    170		     1		  1028
      46	    895		    982		     1		  1131
      47	    121		    335		     1		  1801
      48	    762		    691		     1		  2286
      49	    586		    692		     1		  1118
      50	    344		    771		     1		  1085
      51	    973		    834		     1		  2485
      52	     77		    947		     1		  2117
      53	    416		    321		     1		  2788
      54	    994		    669		     1		  1458
      55	    872		    317		     1		  2849
      56	    358		    298		     1		  1097
      57	    724		    793		     1		  2316
      58	    750		    750		     4		  1972
      59	    580		    732		     1		  1488
      60	    123		    122		     1		  1612
      61	    775		    968		     1		  2581
      62	     46		    628		     1		  1115
      63	    672		    465		     1		  1743
      64	    334		    913		     2		  2565
      65	    937		    111		     4		  1409
      66	    948		    301		     1		  1464
      67	    144		    143		     1		  2899
      68	    430		    327		     1		  2320
      69	    893		    787		     3		  1452
      70	    861		    149		     2		  1834
      71	    414		    762		     1		  1635
      72	     41		    598		     1		  2577
      73	    136		    329		     1		  1050
      74	     93		    850		     1		  1600
      75	    503		     42		     1		  1717
      76	    410		    243		     4		  1257
      77	    570		    500		     1		  2755
      78	    725		    400		     1		  1688
      79	    923		    385		     1		  1678
      80	    410		    998		     2		  2350
      81	    985		    549		     1		  1607
      82	    147		    661		     1		  1629
      83	    718		    456		     1		  1923
      84	    159		    198		     1		  2647
      85	    350		    104		     1		  2617
      86	    692		    756		     1		  1706
      87	    981		    723		     1		  1999
      88	    987		    992		     3		  1381
      89	    981		    251		     1		  1486
      90	    565		    394		     1		  2151
      91	    865		    375		     3		  1482
      92	    192		    574		     1		  2141
      93	    398		     48		     2		  2535
      94	    964		    798		     1		  2166
      95	    709		    733		     1		  2431
      96	    580		     94		     1		  1053
      97	    514		    713		     1		  2107
      98	    793		    339		     1		  2059
      99	    724		    432		     1		  2546
     100	    361		    201		     1		  2187
