INSTANCE:	V5_C20
VEHICLES:	5
CUSTOMERS:	20
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    518		    343		       4	        0	 14143
       1	    947		    369		       4	        3	  1846
       2	    658		    374		       4	        0	 14143
       3	    450		    988		       4	        0	 14143
       4	    186		    633		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    445		    538		     0		 14143
       1	    427		    674		     1		  1827
       2	    756		    330		     1		  1724
       3	    672		    680		     1		  2568
       4	    452		    123		     2		  1624
       5	    618		     51		     1		  1953
       6	    886		    851		     1		  2763
       7	    847		      8		     3		  1773
       8	    972		    979		     1		  1131
       9	    586		    827		     1		  2037
      10	    768		    785		     1		  2734
      11	    153		     48		     1		  2661
      12	    265		    207		     1		  2656
      13	    548		    850		     1		  2546
      14	    748		    432		     1		  2790
      15	    543		    628		     2		  1619
      16	    770		    122		     2		  1119
      17	    779		    186		     1		  2426
      18	    575		    497		     1		  1477
      19	    857		    760		     1		  2406
      20	    169		    540		     1		  2551
