INSTANCE:	P-n15-k5
VEHICLES:	5
CUSTOMERS:	15
TIME UB:	357
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     27		     68		       5	        3	    28
       1	     63		     69		       4	        1	    81
       2	     58		     48		       4	        4	    41
       3	     58		     27		       4	        0	   357
       4	     42		     41		       5	        2	    17
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     30		     40		     0		   357
       1	     37		     52		     2		    55
       2	     49		     49		     3		    70
       3	     52		     64		     2		    91
       4	     31		     62		     3		    81
       5	     52		     33		     1		    70
       6	     52		     41		     1		    88
       7	     57		     58		     2		   120
       8	     62		     42		     1		    77
       9	     42		     57		     1		    47
      10	     43		     67		     3		    81
      11	     37		     69		     2		   102
      12	     38		     46		     1		    28
      13	     61		     33		     2		    64
      14	     62		     63		     1		    92
      15	     45		     35		     2		    57
