INSTANCE:	X-n600-k200
VEHICLES:	200
CUSTOMERS:	600
TIME UB:	8486
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    467		    896		       4	        0	  8486
       1	    784		    563		       4	        0	  8486
       2	    507		    711		       4	        1	  1299
       3	    986		    983		       5	        2	  1777
       4	    534		    425		       4	        1	   751
       5	    897		    279		       5	        1	  1560
       6	    515		    142		       4	        1	   566
       7	    563		    637		       5	        0	  8486
       8	     70		    483		       4	        0	  8486
       9	    748		    520		       5	        0	  8486
      10	    707		    282		       5	        0	  8486
      11	    974		    969		       4	        1	  1547
      12	     15		    459		       5	        2	   594
      13	    355		    733		       4	        0	  8486
      14	    404		    252		       5	        0	  8486
      15	    932		    958		       4	        2	  1842
      16	    483		    587		       4	        0	  8486
      17	    607		    536		       4	        0	  8486
      18	    203		    835		       4	        0	  8486
      19	     54		    828		       5	        0	  8486
      20	    481		    368		       4	        4	   913
      21	    249		    118		       5	        1	   384
      22	    134		    359		       4	        0	  8486
      23	    641		    950		       5	        0	  8486
      24	    702		    173		       4	        2	  1280
      25	    232		    480		       4	        1	   766
      26	    431		     90		       5	        0	  8486
      27	    248		    354		       4	        1	   853
      28	    541		    935		       5	        0	  8486
      29	     82		     75		       4	        0	  8486
      30	    300		    335		       4	        0	  8486
      31	    258		    221		       5	        0	  8486
      32	    817		    913		       4	        1	  1306
      33	    543		    783		       5	        1	  1485
      34	    540		    797		       5	        0	  8486
      35	    753		     97		       5	        0	  8486
      36	     61		    519		       4	        0	  8486
      37	    441		    748		       5	        1	  1184
      38	     44		    843		       4	        0	  8486
      39	    752		    492		       4	        1	  1031
      40	    269		    260		       4	        0	  8486
      41	    238		     33		       5	        1	   419
      42	    936		    974		       5	        1	  1853
      43	    186		    732		       4	        0	  8486
      44	    800		    608		       5	        0	  8486
      45	    217		    331		       5	        0	  8486
      46	    518		    566		       4	        2	  1098
      47	    109		    823		       4	        1	  1565
      48	    348		    284		       5	        1	   457
      49	    708		    748		       4	        0	  8486
      50	    932		    420		       4	        1	  1852
      51	    245		    641		       4	        0	  8486
      52	    600		    381		       5	        0	  8486
      53	    528		     91		       4	        0	  8486
      54	    511		    327		       5	        2	   751
      55	    574		    742		       4	        0	  8486
      56	    383		    829		       4	        0	  8486
      57	    910		    901		       5	        0	  8486
      58	      4		    676		       5	        0	  8486
      59	     38		    628		       4	        0	  8486
      60	    763		    684		       4	        1	  1332
      61	    125		    178		       4	        1	   231
      62	    515		     23		       4	        1	   734
      63	    494		    134		       5	        0	  8486
      64	    379		     61		       4	        1	   757
      65	    790		    245		       5	        2	  1503
      66	    735		    980		       4	        0	  8486
      67	    970		    989		       4	        0	  8486
      68	    106		    843		       4	        1	  1659
      69	    171		    930		       5	        0	  8486
      70	    385		    685		       5	        2	   899
      71	     34		    274		       5	        0	  8486
      72	    764		    227		       5	        1	  1408
      73	    320		    523		       5	        0	  8486
      74	    835		    632		       5	        2	  1315
      75	     98		    116		       4	        0	  8486
      76	    381		    762		       4	        1	   904
      77	    311		    756		       5	        0	  8486
      78	    261		    767		       5	        2	  1125
      79	    357		    860		       5	        1	  1183
      80	    260		    251		       5	        0	  8486
      81	    330		    707		       4	        0	  8486
      82	    993		    152		       5	        2	  1105
