INSTANCE:	M-n113-k37
VEHICLES:	37
CUSTOMERS:	113
TIME UB:	628
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     17		     63		       4	        1	    66
       1	     11		     31		       5	        0	   628
       2	     30		     60		       5	        2	    26
       3	     31		     67		       5	        0	   628
       4	     60		     12		       5	        1	    61
       5	     57		     48		       5	        1	    39
       6	     24		     58		       4	        1	    46
       7	     46		     13		       5	        0	   628
       8	     20		     26		       5	        1	    18
       9	     17		     33		       4	        1	    33
      10	     22		     22		       5	        1	    27
      11	     47		     47		       5	        1	    18
      12	     48		     28		       5	        1	    24
      13	     62		     77		       5	        1	    67
      14	     42		     41		       5	        1	    12
      15	     10		     43		       4	        2	    30
      16	     15		     19		       5	        0	   628
      17	     45		     20		       4	        0	   628
      18	     55		     45		       5	        1	    37
      19	     20		     20		       5	        0	   628
      20	     19		     21		       5	        0	   628
      21	     38		     46		       5	        1	    18
      22	     65		     55		       4	        2	    36
      23	      5		     25		       5	        1	    48
      24	     56		     37		       4	        0	   628
      25	     49		     42		       5	        2	    20
      26	     37		     31		       5	        0	   628
      27	     26		     27		       5	        2	    22
      28	     49		     49		       5	        0	   628
      29	      5		      5		       4	        1	    65
      30	     15		     47		       5	        1	    40
      31	     50		     35		       5	        0	   628
      32	     37		     69		       4	        0	   628
      33	      7		     38		       5	        1	    40
      34	     56		     39		       4	        0	   628
      35	     30		     15		       5	        0	   628
      36	     44		     17		       4	        0	   628
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     35		     35		     0		   628
       1	     41		     49		     2		    35
       2	     35		     17		     1		    36
       3	     55		     20		     3		    81
       4	     15		     30		     1		    43
       5	     25		     30		     1		    33
       6	     20		     50		     2		    68
       7	     55		     60		     3		    84
       8	     20		     65		     2		   128
       9	     30		     25		     1		    43
      10	     15		     10		     3		    67
      11	     30		      5		     1		   109
      12	     10		     20		     1		    99
      13	      5		     30		     1		    75
      14	     20		     40		     3		    49
      15	     15		     60		     3		    67
      16	     45		     65		     3		   118
      17	     45		     10		     2		    82
      18	     55		      5		     2		    78
      19	     65		     35		     2		    89
      20	     65		     20		     1		    76
      21	     45		     30		     1		    43
      22	     35		     40		     2		    19
      23	     41		     37		     1		    19
      24	     64		     42		     2		    72
      25	     40		     60		     3		    73
      26	     31		     52		     2		    45
      27	     35		     69		     1		    70
      28	     53		     52		     1		    50
      29	     63		     65		     1		   106
      30	      2		     60		     2		   138
      31	     40		     25		     3		    43
      32	     42		      7		     2		    63
      33	     24		     12		     1		    80
      34	     23		      3		     1		    89
      35	     11		     14		     1		   127
      36	      6		     38		     2		    71
      37	      2		     48		     2		   120
      38	      8		     56		     5		    81
      39	     13		     52		     1		    86
      40	      6		     68		     2		   176
      41	     49		     58		     1		    85
      42	     27		     43		     1		    41
      43	     57		     29		     1		    69
      44	     63		     23		     1		   110
      45	     53		     12		     2		    97
      46	     32		     12		     1		    68
      47	     36		     26		     3		    20
      48	     21		     24		     2		    70
      49	     17		     34		     1		    70
      50	     12		     24		     2		    99
      51	     27		     69		     1		   108
      52	     15		     77		     2		   142
      53	     49		     73		     1		    89
      54	     67		      5		     1		   124
      55	     37		     47		     2		    26
      56	     37		     56		     2		    67
      57	     57		     68		     2		    95
      58	     47		     16		     2		    76
      59	     49		     11		     3		    96
      60	     53		     43		     1		    65
      61	     61		     52		     1		   102
      62	     56		     37		     1		    55
      63	     55		     54		     3		    56
      64	     14		     37		     1		    72
      65	     16		     22		     1		    55
      66	      4		     18		     1		    84
      67	     28		     18		     1		    72
      68	     26		     52		     2		    75
      69	     26		     35		     2		    36
      70	     18		     24		     2		    58
      71	     25		     24		     2		    36
      72	     22		     27		     1		    42
      73	     25		     21		     2		    48
      74	     20		     26		     3		    40
      75	     18		     18		     1		    80
      76	     37		     52		     1		    45
      77	     52		     64		     2		    79
      78	     40		     30		     3		    14
      79	     21		     47		     3		    43
      80	     31		     62		     1		    83
      81	     52		     33		     1		    55
      82	     51		     21		     1		    45
      83	     31		     32		     3		    19
      84	     12		     42		     1		    73
      85	     36		     16		     1		    76
      86	     52		     41		     3		    53
      87	     27		     23		     2		    30
      88	     13		     13		     3		    69
      89	     57		     58		     4		   111
      90	     62		     42		     1		    93
      91	     42		     57		     3		    65
      92	     16		     57		     1		   111
      93	      8		     52		     2		    89
      94	     27		     68		     3		    69
      95	     30		     48		     2		    35
      96	     43		     67		     2		   114
      97	     58		     48		     1		    58
      98	     58		     27		     1		    51
      99	     46		     10		     2		    77
     100	     61		     33		     1		    58
     101	     62		     63		     1		   111
     102	     63		     69		     2		   171
     103	     32		     22		     4		    34
     104	     45		     35		     3		    38
     105	     59		     15		     4		    96
     106	      5		      6		     1		   160
     107	     10		     17		     1		    84
     108	     21		     10		     1		    91
     109	      5		     64		     2		   143
     110	     39		     10		     2		    53
     111	     32		     39		     2		    18
     112	     25		     32		     1		    29
     113	     25		     55		     1		    84
