INSTANCE:	A-n46-k15
VEHICLES:	15
CUSTOMERS:	46
TIME UB:	832
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     26		     55		       4	        3	    43
       1	     56		     84		       5	        0	   832
       2	     38		     10		       4	        0	   832
       3	     70		     22		       5	        2	   107
       4	     13		     87		       4	        2	    44
       5	     82		     56		       5	        0	   832
       6	     38		     62		       4	        1	    52
       7	     96		     79		       4	        1	   158
       8	     93		     41		       4	        0	   832
       9	     58		     41		       5	        0	   832
      10	     85		      2		       5	        0	   832
      11	     68		     99		       5	        1	   141
      12	     51		      2		       4	        1	    88
      13	     24		     10		       4	        3	    49
      14	     12		     71		       5	        1	    48
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	      2		     48		     0		   832
       1	     64		     71		     2		   162
       2	     33		     83		     1		    95
       3	     77		     89		     3		   240
       4	     96		     61		     1		   192
       5	     53		     55		     3		   169
       6	      7		     40		     1		    19
       7	      7		      1		     2		   123
       8	     73		     68		     1		   198
       9	      4		     24		     2		    83
      10	     30		     56		     2		   110
      11	     42		     53		     3		   134
      12	      5		     49		     2		     9
      13	      1		     85		     2		    91
      14	     94		      4		     1		   339
      15	     50		     70		     1		   185
      16	     35		     69		     1		    81
      17	     14		     41		     1		    44
      18	     94		     73		     2		   223
      19	     23		     96		     1		   113
      20	     96		     88		     1		   282
      21	     74		     94		     1		   305
      22	     68		     52		     2		   215
      23	     73		     22		     1		   288
      24	     92		     96		     1		   358
      25	      4		     48		     2		     5
      26	     52		     72		     2		   173
      27	     61		     46		     1		   152
      28	     38		      9		     1		   135
      29	     90		     15		     3		   311
      30	      8		     74		     1		    63
      31	     34		     68		     2		   107
      32	     84		     97		     1		   273
      33	     35		     20		     1		   130
      34	     73		     87		     2		   203
      35	     21		      1		     1		   125
      36	     28		     93		     1		   183
      37	     55		     94		     1		   210
      38	     30		     53		     1		   106
      39	     85		     49		     1		   246
      40	      0		     30		     1		    65
      41	     72		     75		     2		   270
      42	     71		     21		     3		   166
      43	     33		     49		     1		   113
      44	     93		      7		     2		   358
      45	     54		     53		     1		   169
      46	     26		     17		     2		    79
