INSTANCE:	B-n49-k16
VEHICLES:	16
CUSTOMERS:	49
TIME UB:	807
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     45		     14		       4	        0	   807
       1	     92		     77		       5	        0	   807
       2	     90		     30		       5	        0	   807
       3	     94		     31		       5	        0	   807
       4	     86		     38		       4	        1	    81
       5	     81		     63		       4	        2	    59
       6	     62		     87		       4	        1	    27
       7	     61		     84		       4	        0	   807
       8	     39		     44		       4	        0	   807
       9	     35		     46		       5	        1	    57
      10	     62		     27		       4	        0	   807
      11	     70		     34		       4	        1	    80
      12	     18		     39		       5	        1	    63
      13	     91		     35		       4	        1	    77
      14	     43		     13		       4	        0	   807
      15	     89		     35		       5	        1	   127
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     41		     88		     0		   807
       1	     53		     83		     1		    32
       2	     87		     28		     1		   226
       3	     42		     11		     2		   207
       4	     22		      1		     4		   267
       5	     34		     36		     4		   158
       6	     84		     33		     3		   190
       7	     11		     29		     3		   214
       8	     84		     69		     1		   185
       9	     69		     33		     2		   187
      10	     89		     72		     3		   199
      11	     45		     16		     2		   280
      12	     28		      6		     2		   239
      13	     58		     88		     2		    59
      14	     88		     67		     2		   108
      15	     57		     90		     2		    54
      16	     54		      0		     2		   345
      17	     92		     71		     1		   157
      18	     63		     86		     1		    75
      19	     91		     35		     1		   163
      20	     93		     30		     1		   218
      21	     86		     36		     3		   152
      22	     89		     41		     3		   254
      23	     85		     70		     5		   149
      24	      0		     72		     1		    92
      25	     93		     76		     3		   161
      26	     90		     65		     1		   141
      27	     88		      0		     2		   200
      28	     91		     36		     1		   217
      29	     87		     66		     1		   173
      30	      0		     33		     2		   219
      31	     54		     89		     2		    27
      32	     91		     73		     2		   131
      33	     95		     35		     3		   200
      34	     85		     71		     2		    99
      35	     88		     37		     3		   248
      36	     66		     34		     1		   123
      37	     56		     93		     4		    62
      38	     58		     91		     1		    35
      39	     60		     91		     1		    63
      40	     90		     70		     1		   187
      41	     85		     67		     2		   153
      42	      0		     69		     1		   143
      43	     94		     35		     1		   159
      44	     28		      5		     3		   286
      45	     89		     37		     1		   229
      46	     90		     34		     1		   208
      47	     94		     32		     1		   239
      48	     95		     35		     1		   165
      49	     16		     32		     3		   157
