INSTANCE:	B-n39-k12
VEHICLES:	12
CUSTOMERS:	39
TIME UB:	824
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     47		     99		       5	        2	   133
       1	     48		     12		       5	        1	    50
       2	     34		     88		       5	        1	    94
       3	     30		     20		       5	        2	    25
       4	     16		     20		       5	        0	   824
       5	     96		     28		       4	        0	   824
       6	     91		     27		       4	        3	    71
       7	     92		     34		       5	        0	   824
       8	     49		     97		       4	        1	   104
       9	     36		     28		       5	        0	   824
      10	     47		     95		       4	        0	   824
      11	     40		     92		       4	        2	    83
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     29		     33		     0		   824
       1	     41		     11		     1		    95
       2	     31		     87		     2		   129
       3	     53		     87		     2		   133
       4	      7		     19		     2		   104
       5	     27		     19		     1		    53
       6	      1		     41		     1		    68
       7	      8		     20		     1		    68
       8	     40		     92		     3		   138
       9	     14		     20		     2		    56
      10	     92		     32		     2		   130
      11	     62		     94		     2		   253
      12	     45		     97		     2		   225
      13	     96		     36		     1		   232
      14	     47		    101		     1		   268
      15	     48		     12		     3		    59
      16	     45		    101		     2		   177
      17	     46		     16		     1		    60
      18	     49		     95		     1		   146
      19	     62		     92		     3		   262
      20	     28		     22		     1		    33
      21	      9		     21		     3		    50
      22	     92		     30		     3		   205
      23	     12		     22		     1		    69
      24	     94		     28		     1		   130
      25	     43		     99		     1		   173
      26	      8		     42		     2		    54
      27	     43		     99		     3		   187
      28	      8		     42		     2		    58
      29	     16		     24		     1		    59
      30	     36		     92		     2		   135
      31	     98		     34		     2		   250
      32	     28		     26		     2		    16
      33	     42		     18		     5		    41
      34	      2		     50		     3		    69
      35	     56		     90		     1		   239
      36	     45		     97		     1		   133
      37	     17		     23		     2		    33
      38	     62		     96		     1		   251
      39	      8		     24		     1		    75
