INSTANCE:	B-n58-k19
VEHICLES:	19
CUSTOMERS:	58
TIME UB:	815
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     54		      6		       5	        1	    19
       1	     80		     50		       5	        2	    71
       2	      0		     49		       5	        1	    84
       3	      0		     74		       5	        1	   120
       4	     23		     86		       5	        1	   116
       5	     14		     10		       5	        0	   815
       6	     89		     34		       4	        1	    76
       7	     20		     44		       5	        2	    61
       8	     13		     10		       5	        0	   815
       9	     17		     46		       4	        3	    48
      10	     57		      8		       4	        0	   815
      11	     52		     30		       5	        0	   815
      12	     62		     45		       5	        1	    70
      13	     88		     33		       4	        0	   815
      14	     18		     82		       5	        1	   102
      15	     83		     32		       5	        1	    60
      16	     25		     84		       4	        3	   104
      17	     82		     30		       4	        0	   815
      18	     56		      7		       5	        0	   815
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     46		     12		     0		   815
       1	     51		      4		     1		    29
       2	     80		     70		     2		   180
       3	     18		     90		     1		   179
       4	     59		     39		     1		    63
       5	     23		     59		     2		   183
       6	     77		     48		     2		   179
       7	     11		     41		     1		    97
       8	      7		      9		     1		   102
       9	     23		     88		     1		   161
      10	      0		     76		     2		   277
      11	     85		     34		     1		   148
      12	     52		     10		     2		    17
      13	     13		     45		     2		   103
      14	     19		     85		     2		   289
      15	     86		     77		     1		   256
      16	     15		     10		     1		    93
      17	     53		      5		     2		    27
      18	     14		     42		     1		   126
      19	     57		     32		     2		    86
      20	     20		     85		     2		   212
      21	     65		     46		     3		    84
      22	     61		     42		     1		   113
      23	     87		     52		     1		   135
      24	     79		     51		     1		   176
      25	     25		     91		     1		   243
      26	     26		    100		     3		   194
      27	      0		     88		     1		   321
      28	     63		     43		     3		   136
      29	     55		     10		     2		    19
      30	      8		     18		     1		   143
      31	     88		     40		     1		   199
      32	     96		     38		     2		   124
      33	     59		     31		     4		    73
      34	     22		     87		     3		   218
      35	     59		     36		     3		    76
      36	     24		     83		     1		   239
      37	     83		     37		     3		   147
      38	     53		      5		     1		    29
      39	      0		     37		     2		   204
      40	     84		     78		     1		   287
      41	     27		     93		     1		   201
      42	     61		     12		     3		    55
      43	     69		     43		     1		    90
      44	     54		      9		     1		    19
      45	     20		     98		     2		   235
      46	     18		     50		     3		   137
      47	     31		     69		     1		   125
      48	     58		     36		     1		    54
      49	      0		     11		     2		   118
      50	     61		     36		     1		    69
      51	     18		     49		     2		   140
      52	     56		      8		     1		    38
      53	     83		     32		     1		    98
      54	     53		     10		     2		    21
      55	     82		     53		     2		   215
      56	     21		     85		     1		   272
      57	     64		     41		     1		   129
      58	     16		     10		     1		    63
