INSTANCE:	E-n17-k5
VEHICLES:	5
CUSTOMERS:	17
TIME UB:	1027
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    309		    260		       5	        1	    58
       1	    256		    267		       4	        2	    36
       2	    230		    262		       5	        2	    56
       3	    275		    192		       5	        0	  1027
       4	    282		    267		       5	        1	    65
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    266		    235		     0		  1027
       1	    295		    272		     1		    98
       2	    301		    258		     2		   115
       3	    217		    274		     2		   159
       4	    218		    278		     5		   138
       5	    242		    249		     3		    76
       6	    249		    268		     2		    75
       7	    265		    257		     2		    69
       8	    267		    242		     1		    24
       9	    259		    265		     4		    67
      10	    315		    233		     1		   186
      11	    329		    252		     1		   210
      12	    318		    252		     2		   199
      13	    329		    224		     1		   217
      14	    267		    213		     2		    66
      15	    303		    201		     1		   140
      16	    208		    217		     1		   231
      17	    326		    181		     1		   167
