INSTANCE:	P-n75-k25
VEHICLES:	25
CUSTOMERS:	75
TIME UB:	628
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	      5		     30		       4	        1	    37
       1	     47		     47		       4	        2	    20
       2	      2		     60		       5	        0	   628
       3	     53		     12		       5	        0	   628
       4	     40		     60		       4	        0	   628
       5	     45		     10		       5	        0	   628
       6	     67		      5		       4	        1	    84
       7	     64		     42		       4	        0	   628
       8	     42		      7		       4	        2	    40
       9	     25		     24		       4	        1	    21
      10	     32		     12		       5	        2	    26
      11	     37		     31		       4	        0	   628
      12	     18		     24		       5	        1	    37
      13	     10		     20		       5	        0	   628
      14	     20		     26		       4	        1	    20
      15	     20		     65		       5	        0	   628
      16	      5		      5		       4	        2	    84
      17	     26		     35		       4	        3	    16
      18	     15		     10		       4	        1	    58
      19	     11		     14		       5	        2	    40
      20	     26		     27		       5	        3	    16
      21	     15		     19		       4	        0	   628
      22	     37		     56		       5	        0	   628
      23	     49		     73		       5	        0	   628
      24	     16		     22		       4	        0	   628
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     35		     35		     0		   628
       1	     41		     49		     2		    36
       2	     35		     17		     1		    36
       3	     55		     45		     1		    59
       4	     55		     20		     1		    82
       5	     15		     30		     1		    82
       6	     25		     30		     3		    37
       7	     20		     50		     2		    55
       8	     10		     43		     3		    60
       9	     55		     60		     2		    85
      10	     30		     60		     1		    87
      11	     50		     35		     2		    56
      12	     30		     25		     1		    33
      13	     30		      5		     2		    65
      14	     20		     40		     2		    45
      15	     15		     60		     2		    70
      16	     45		     65		     4		   127
      17	     45		     20		     1		    43
      18	     55		      5		     1		   102
      19	     65		     35		     5		    63
      20	     65		     20		     1		   109
      21	     45		     30		     1		    25
      22	     35		     40		     3		    18
      23	     41		     37		     5		    24
      24	     31		     52		     1		    61
      25	     35		     69		     1		   100
      26	     53		     52		     4		    69
      27	     65		     55		     1		    73
      28	     63		     65		     3		   136
      29	     20		     20		     2		    49
      30	     60		     12		     3		    76
      31	     40		     25		     2		    28
      32	     24		     12		     1		    60
      33	     23		      3		     1		   123
      34	      6		     38		     1		    73
      35	      2		     48		     3		    85
      36	      8		     56		     3		    79
      37	     13		     52		     4		    80
      38	      6		     68		     3		   162
      39	     49		     58		     2		    67
      40	     27		     43		     2		    25
      41	     57		     29		     1		    69
      42	     63		     23		     1		    97
      43	     36		     26		     2		    33
      44	     21		     24		     1		    39
      45	     17		     34		     1		    59
      46	     12		     24		     2		    76
      47	     24		     58		     1		    78
      48	     27		     69		     1		   135
      49	     15		     77		     3		   173
      50	     62		     77		     1		   121
      51	     56		     39		     3		    51
      52	     37		     47		     2		    34
      53	     57		     68		     1		   120
      54	     47		     16		     1		    67
      55	     44		     17		     1		    69
      56	     46		     13		     2		    92
      57	     49		     11		     1		   103
      58	     49		     42		     2		    45
      59	     53		     43		     2		    40
      60	     61		     52		     2		    77
      61	     57		     48		     3		    56
      62	     56		     37		     1		    54
      63	     55		     54		     4		    90
      64	     15		     47		     1		    47
      65	     14		     37		     2		    49
      66	     11		     31		     3		    52
      67	      4		     18		     1		    97
      68	     28		     18		     1		    41
      69	     26		     52		     3		    69
      70	     31		     67		     2		    70
      71	     22		     22		     2		    60
      72	     22		     27		     1		    45
      73	     25		     21		     2		    56
      74	     19		     21		     3		    73
      75	     18		     18		     2		    75
