INSTANCE:	E-n75-k25
VEHICLES:	25
CUSTOMERS:	75
TIME UB:	628
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     26		     52		       4	        1	    28
       1	     31		     52		       5	        0	   628
       2	     27		     43		       5	        0	   628
       3	     37		     31		       5	        3	     6
       4	     40		     60		       5	        1	    43
       5	     26		     27		       4	        0	   628
       6	     32		     12		       5	        1	    41
       7	     15		     77		       5	        1	    61
       8	     49		     58		       4	        1	    50
       9	     15		     47		       4	        0	   628
      10	      2		     60		       5	        1	    80
      11	     55		     54		       4	        0	   628
      12	     35		     40		       4	        0	   628
      13	     28		     18		       4	        1	    27
      14	     63		     65		       4	        2	    41
      15	     37		     47		       4	        0	   628
      16	     20		     50		       4	        0	   628
      17	     47		     47		       4	        0	   628
      18	     49		     42		       4	        0	   628
      19	     23		      3		       5	        2	    63
      20	     22		     27		       5	        1	    22
      21	     30		     25		       4	        1	    12
      22	     26		     35		       4	        0	   628
      23	     15		     10		       4	        0	   628
      24	     41		     37		       4	        3	     9
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     35		     35		     0		   628
       1	     41		     49		     1		    38
       2	     35		     17		     3		    60
       3	     55		     45		     1		    83
       4	     55		     20		     2		    75
       5	     15		     30		     2		    68
       6	     25		     30		     2		    37
       7	     10		     43		     1		    98
       8	     55		     60		     1		    67
       9	     30		     60		     3		    94
      10	     20		     65		     1		    99
      11	     50		     35		     3		    57
      12	     30		      5		     1		    79
      13	     10		     20		     2		   113
      14	      5		     30		     4		    95
      15	     20		     40		     1		    52
      16	     15		     60		     3		    78
      17	     45		     65		     1		   110
      18	     45		     20		     1		    50
      19	     45		     10		     2		    67
      20	     55		      5		     1		    76
      21	     65		     35		     1		   108
      22	     65		     20		     1		   107
      23	     45		     30		     3		    23
      24	     64		     42		     1		   100
      25	     35		     69		     1		   136
      26	     53		     52		     1		    51
      27	     65		     55		     2		   143
      28	     20		     20		     1		    68
      29	      5		      5		     1		   147
      30	     60		     12		     2		   133
      31	     40		     25		     1		    28
      32	     42		      7		     2		    65
      33	     24		     12		     1		    65
      34	     11		     14		     1		   120
      35	      6		     38		     3		   109
      36	      2		     48		     1		   111
      37	      8		     56		     2		    80
      38	     13		     52		     1		    93
      39	      6		     68		     1		   102
      40	     57		     29		     2		    46
      41	     63		     23		     1		   120
      42	     53		     12		     1		    86
      43	     36		     26		     3		    24
      44	     21		     24		     2		    42
      45	     17		     34		     4		    68
      46	     12		     24		     1		    91
      47	     24		     58		     4		    59
      48	     27		     69		     2		    97
      49	     62		     77		     2		   104
      50	     49		     73		     1		    83
      51	     67		      5		     1		   108
      52	     56		     39		     2		    43
      53	     37		     56		     2		    77
      54	     57		     68		     4		   120
      55	     47		     16		     1		    69
      56	     44		     17		     1		    49
      57	     46		     13		     2		    72
      58	     49		     11		     2		    70
      59	     53		     43		     1		    67
      60	     61		     52		     1		    77
      61	     57		     48		     2		    59
      62	     56		     37		     2		    63
      63	     14		     37		     4		    60
      64	     11		     31		     2		    79
      65	     16		     22		     3		    83
      66	      4		     18		     1		    99
      67	     31		     67		     1		    83
      68	     15		     19		     4		    71
      69	     22		     22		     1		    66
      70	     18		     24		     1		    74
      71	     25		     24		     1		    39
      72	     25		     21		     3		    55
      73	     19		     21		     1		    57
      74	     20		     26		     1		    39
      75	     18		     18		     2		    66
