INSTANCE:	A-n34-k11
VEHICLES:	11
CUSTOMERS:	34
TIME UB:	815
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     21		      5		       4	        2	   135
       1	     81		     25		       5	        1	    45
       2	     27		     97		       5	        2	   111
       3	     51		     25		       4	        2	    49
       4	     33		     87		       4	        0	   815
       5	     61		     69		       5	        0	   815
       6	      9		     91		       4	        1	    89
       7	     21		     93		       5	        1	   119
       8	     97		     61		       4	        1	    27
       9	     29		     81		       5	        0	   815
      10	     47		     29		       4	        0	   815
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     75		     55		     0		   815
       1	      7		     75		     1		   266
       2	     77		      1		     1		   126
       3	     59		     37		     2		    54
       4	     93		     45		     2		    77
       5	     43		     21		     3		   104
       6	     35		     53		     4		   133
       7	     77		     63		     2		    29
       8	     37		     13		     1		   146
       9	     37		     51		     2		    85
      10	     27		     31		     1		   179
      11	     95		     31		     1		   109
      12	     87		     43		     3		    58
      13	     23		     65		     4		   192
      14	      9		     51		     2		   223
      15	     73		     81		     1		    71
      16	      3		      1		     1		   360
      17	     41		     61		     1		   112
      18	     51		     95		     2		   174
      19	     49		     25		     3		    87
      20	     81		     53		     1		    17
      21	      7		     51		     1		   234
      22	     91		     35		     1		    54
      23	     17		     81		     1		   219
      24	     83		     23		     3		    81
      25	     59		     31		     1		    79
      26	     27		     53		     1		   103
      27	     11		     27		     1		   263
      28	     59		     41		     1		    75
      29	     67		      1		     3		   214
      30	     77		     39		     3		    58
      31	      3		     89		     1		   176
      32	     17		     45		     2		   143
      33	     91		     41		     3		    58
      34	     23		      3		     4		   289
