INSTANCE:	A-n47-k15
VEHICLES:	15
CUSTOMERS:	47
TIME UB:	849
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     79		     81		       4	        1	     9
       1	     95		     45		       5	        0	   849
       2	     70		     95		       4	        1	    27
       3	     51		     91		       5	        0	   849
       4	     31		     41		       4	        0	   849
       5	     55		     10		       4	        3	    84
       6	     65		     85		       5	        0	   849
       7	     69		     50		       4	        0	   849
       8	    100		     26		       4	        0	   849
       9	     41		      1		       5	        1	   146
      10	     75		     14		       5	        0	   849
      11	     34		     50		       5	        0	   849
      12	     20		      0		       4	        0	   849
      13	     34		     36		       4	        0	   849
      14	     16		     89		       4	        4	   106
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     76		     75		     0		   849
       1	     60		     14		     1		   147
       2	     46		      5		     2		   286
       3	     91		     14		     3		   201
       4	     86		     31		     3		   139
       5	     41		     55		     1		   108
       6	     21		     15		     3		   176
       7	     46		      1		     1		   199
       8	     60		     94		     1		    51
       9	     55		     25		     1		   150
      10	     71		     41		     3		    93
      11	     39		     35		     2		   209
      12	     61		     70		     1		    37
      13	     80		     36		     1		   123
      14	     40		     51		     2		   139
      15	     19		     71		     1		   173
      16	     36		     61		     2		   127
      17	     61		     94		     1		    87
      18	     19		     11		     3		   327
      19	     61		     54		     2		    78
      20	     76		     90		     3		    41
      21	     41		     75		     1		    77
      22	     35		    100		     2		   133
      23	      1		     40		     1		   187
      24	     15		     91		     3		   185
      25	     21		     11		     3		   289
      26	     74		     99		     1		    90
      27	     65		     54		     1		    70
      28	    100		      6		     1		   265
      29	     99		     91		     2		    67
      30	     25		     86		     1		   156
      31	     75		     16		     2		   233
      32	     30		     45		     1		   152
      33	     21		     85		     2		   142
      34	     75		     80		     2		    10
      35	     71		     35		     4		   143
      36	     56		     81		     1		    53
      37	     25		     76		     1		   134
      38	     85		     76		     2		    28
      39	     60		     34		     1		   154
      40	     41		     44		     1		   135
      41	      6		     55		     1		   223
      42	     60		     54		     4		    99
      43	     40		     96		     4		    87
      44	     20		     71		     1		   123
      45	     94		     45		     3		   120
      46	     40		     49		     3		   155
      47	     56		     80		     1		    54
