INSTANCE:	X-n199-k66
VEHICLES:	66
CUSTOMERS:	199
TIME UB:	8460
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    673		    531		       5	        1	  1428
       1	    589		    805		       4	        0	  8460
       2	     34		    820		       4	        1	   913
       3	    119		    166		       4	        2	   198
       4	    915		    641		       5	        0	  8460
       5	    257		    383		       4	        0	  8460
       6	    183		    242		       5	        2	   430
       7	    993		    356		       4	        1	  1274
       8	    310		     87		       5	        0	  8460
       9	    441		    587		       5	        0	  8460
      10	    368		    533		       5	        1	   577
      11	     66		    150		       4	        1	   308
      12	    343		    279		       5	        0	  8460
      13	    360		    273		       4	        0	  8460
      14	    386		    911		       5	        0	  8460
      15	    237		    910		       5	        1	  1695
      16	    487		    765		       5	        0	  8460
      17	     36		    521		       5	        0	  8460
      18	    420		    281		       5	        2	   732
      19	    482		    603		       4	        0	  8460
      20	    309		    329		       4	        1	   390
      21	    747		    578		       4	        0	  8460
      22	    691		    402		       4	        0	  8460
      23	    347		    401		       5	        0	  8460
      24	    316		    620		       4	        1	   806
      25	    890		    973		       5	        1	  1827
      26	    815		    880		       4	        0	  8460
      27	    364		    278		       4	        1	   562
      28	    161		    707		       5	        2	  1050
      29	    383		    325		       5	        0	  8460
      30	    637		    133		       4	        0	  8460
      31	    410		    281		       4	        0	  8460
      32	    365		    411		       5	        0	  8460
      33	    171		    142		       4	        1	   247
      34	    204		    362		       4	        1	   433
      35	    604		     96		       4	        0	  8460
      36	    736		    322		       4	        0	  8460
      37	    665		    488		       5	        0	  8460
      38	    458		    375		       4	        0	  8460
      39	    614		    295		       5	        0	  8460
      40	    857		    655		       4	        0	  8460
      41	    437		    360		       4	        0	  8460
      42	    336		    180		       4	        2	   321
      43	     75		    271		       4	        1	   425
      44	    262		     31		       5	        0	  8460
      45	    591		    502		       5	        0	  8460
      46	    208		    116		       5	        0	  8460
      47	    352		    597		       5	        0	  8460
