INSTANCE:	B-n25-k8
VEHICLES:	8
CUSTOMERS:	25
TIME UB:	781
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     76		      0		       5	        1	   114
       1	     76		     46		       4	        1	    60
       2	     85		     24		       5	        1	    77
       3	     71		     78		       5	        3	    61
       4	     73		      6		       4	        0	   781
       5	     84		     22		       5	        1	   132
       6	     69		     80		       5	        0	   781
       7	     76		     81		       4	        1	    74
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     28		     57		     0		   781
       1	     67		      5		     2		   186
       2	     67		     72		     3		   132
       3	     68		     74		     4		   171
       4	     68		      6		     1		   225
       5	     76		      7		     3		   216
       6	     91		     30		     4		   144
       7	     80		      0		     2		   229
       8	      0		     25		     1		   134
       9	     73		     13		     1		   138
      10	     92		     30		     1		   272
      11	     90		     30		     3		   226
      12	     71		     77		     2		   114
      13	     83		     47		     1		   117
      14	     79		     47		     1		   147
      15	     74		      6		     1		   145
      16	     68		      6		     1		   135
      17	     72		      0		     4		   242
      18	     80		      0		     1		   276
      19	     91		     25		     3		   252
      20	     71		     73		     1		   106
      21	     78		     10		     1		   139
      22	     75		     80		     2		   173
      23	     87		     24		     1		   165
      24	      0		      7		     1		   141
      25	     74		      0		     1		   212
