INSTANCE:	A-n27-k8
VEHICLES:	8
CUSTOMERS:	27
TIME UB:	798
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     57		     63		       5	        0	   798
       1	     55		     47		       5	        2	    64
       2	     87		     25		       4	        0	   798
       3	     65		     43		       5	        0	   798
       4	     67		     91		       4	        1	    90
       5	     33		     31		       5	        2	    39
       6	     91		     21		       5	        2	   130
       7	     59		     51		       4	        2	    96
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     15		     19		     0		   798
       1	      1		     49		     1		    66
       2	     69		     65		     1		   147
       3	     93		     91		     1		   319
       4	     71		     61		     1		   187
       5	     29		      9		     4		    49
       6	     93		      7		     1		   306
       7	     23		     13		     3		    24
       8	     19		     47		     2		    86
       9	      5		     95		     3		   204
      10	     69		      1		     1		   147
      11	      3		     25		     1		    47
      12	     19		     91		     2		   166
      13	     21		     81		     1		   163
      14	     41		     23		     2		    58
      15	     19		     75		     2		   128
      16	     15		     79		     2		   154
      17	     79		     47		     1		   238
      18	     19		     65		     4		   145
      19	     27		     49		     2		    93
      20	     29		     17		     3		    32
      21	     25		     65		     1		   169
      22	     27		     95		     1		   277
      23	     21		     91		     3		   178
      24	     61		     83		     1		   167
      25	     15		     83		     1		   169
      26	     31		     87		     1		   160
      27	     71		     41		     2		   216
