INSTANCE:	X-n234-k78
VEHICLES:	78
CUSTOMERS:	234
TIME UB:	8452
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    702		    785		       5	        2	  1538
       1	    760		    436		       5	        0	  8452
       2	    388		    208		       5	        1	   228
       3	    472		    323		       5	        1	   424
       4	     24		    521		       5	        0	  8452
       5	    450		    944		       5	        2	  1053
       6	    494		    901		       4	        1	  1239
       7	    174		    403		       4	        0	  8452
       8	    348		    762		       4	        1	   796
       9	    518		    897		       5	        0	  8452
      10	    829		    787		       4	        3	   887
      11	    136		    192		       5	        2	   569
      12	    125		    178		       5	        1	   398
      13	    659		    994		       4	        1	  1182
      14	    681		     74		       5	        2	   278
      15	    142		    150		       4	        0	  8452
      16	    766		    504		       4	        0	  8452
      17	    624		    872		       4	        1	   853
      18	    374		    186		       5	        1	   316
      19	    215		     73		       5	        0	  8452
      20	    881		    701		       4	        0	  8452
      21	    118		    296		       4	        0	  8452
      22	    545		     62		       4	        2	   129
      23	    643		    713		       5	        2	  1160
      24	    775		     98		       4	        2	   325
      25	    609		    798		       4	        1	  1436
      26	    716		    614		       5	        0	  8452
      27	    402		     52		       4	        0	  8452
      28	     76		    671		       5	        0	  8452
      29	     60		    207		       5	        3	   816
      30	    635		    947		       4	        2	  1249
      31	    895		    595		       4	        0	  8452
      32	    585		    960		       4	        1	  1606
      33	     80		    162		       4	        0	  8452
      34	     63		    475		       5	        0	  8452
      35	    698		    717		       4	        0	  8452
      36	    662		    486		       4	        0	  8452
      37	    417		    880		       4	        2	  1119
      38	    279		    995		       5	        0	  8452
      39	    572		    218		       4	        2	   252
      40	    723		    784		       5	        1	  1541
      41	    148		    142		       5	        2	   338
      42	    516		    903		       4	        1	  1459
      43	    477		    879		       4	        0	  8452
      44	    320		    660		       5	        0	  8452
      45	    554		     82		       5	        0	  8452
      46	    241		    173		       5	        1	   300
      47	    604		    201		       4	        1	   348
      48	    484		    809		       4	        0	  8452
      49	    481		    843		       5	        2	  1574
      50	    484		    875		       5	        3	   887
      51	    672		    914		       4	        0	  8452
      52	    501		    372		       5	        1	   559
      53	    585		    594		       4	        1	   680
      54	    202		     39		       5	        0	  8452
      55	    489		    239		       5	        0	  8452
      56	    491		    864		       4	        0	  8452
      57	    184		    123		       5	        0	  8452
      58	    624		    845		       4	        2	  1249
      59	    814		    654		       4	        0	  8452
      60	     49		     83		       4	        0	  8452
      61	    623		    911		       4	        0	  8452
      62	    848		    600		       5	        0	  8452
      63	    411		    820		       5	        0	  8452
      64	    181		    234		       4	        1	   493
      65	    115		    168		       5	        0	  8452
      66	    249		    590		       5	        0	  8452
      67	    341		    846		       5	        1	  1538
      68	    839		    348		       4	        0	  8452
      69	     16		    732		       5	        1	  1328
      70	    448		    906		       4	        0	  8452
      71	    468		    902		       5	        0	  8452
      72	    797		    784		       4	        0	  8452
      73	    218		    992		       5	        0	  8452
      74	    848		    739		       5	        0	  8452
      75	    489		    891		       4	        1	   958
      76	    442		    808		       5	        2	  1422
      77	    753		    701		       4	        2	  1165
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    471		     44		     0		  8452
       1	    816		    377		     1		  1889
       2	    462		    590		     2		  2057
       3	    997		    596		     1		  2191
       4	    775		    993		     4		  3897
       5	     16		     97		     1		  1403
       6	    558		    896		     2		  2062
       7	    423		    912		     1		  3334
       8	    169		    411		     2		  1799
       9	     75		    602		     1		  2678
      10	    510		    841		     2		  2960
      11	    555		    484		     3		  1643
      12	    920		    633		     3		  2520
      13	    369		    718		     2		  1367
      14	    432		    696		     1		  2379
      15	    584		    440		     1		  1474
      16	    292		    665		     4		  1916
      17	    202		    310		     1		  1154
      18	    764		    255		     2		   940
      19	    822		    575		     1		  1815
      20	    469		     13		     3		    92
      21	    640		    165		     1		   770
      22	    814		    886		     1		  1964
      23	    336		    745		     1		  2470
      24	    950		    229		     1		  1685
      25	    142		    835		     3		  1854
      26	    407		    932		     1		  2981
      27	     69		    205		     2		  1373
      28	     86		    764		     3		  2194
      29	    202		    165		     1		   694
      30	    376		    632		     4		  2274
      31	    639		    987		     2		  3160
      32	    503		    855		     2		  2184
      33	     38		    960		     1		  2119
      34	    566		     78		     3		   335
      35	      4		    517		     1		  1931
      36	     44		    457		     1		  1270
      37	    676		    337		     3		  1401
      38	    338		    568		     2		  1947
      39	    626		    931		     1		  2995
      40	     97		     43		     2		  1474
      41	    799		    942		     2		  2875
      42	    725		    430		     3		  1325
      43	     93		    953		     2		  3533
      44	    264		    347		     1		  1433
      45	    986		    595		     1		  2365
      46	    631		    614		     3		  1860
      47	    331		    362		     2		   942
      48	    158		    793		     2		  2412
      49	    115		    641		     1		  2298
      50	    307		    764		     1		  2928
      51	    469		    817		     2		  3073
      52	    315		    388		     1		  1137
      53	    906		    830		     4		  2626
      54	    564		     25		     1		   321
      55	     88		    246		     1		  1673
      56	    671		    892		     1		  3338
      57	    181		    139		     1		   699
      58	    984		    939		     2		  3006
      59	    830		    579		     1		  2521
      60	      3		    893		     2		  1947
      61	    176		    164		     1		   947
      62	    625		    158		     2		   694
      63	    663		    347		     3		   989
      64	     21		    500		     2		  2115
      65	    483		    270		     1		   803
      66	    548		    281		     1		   966
      67	    205		    745		     2		  2932
      68	    870		    931		     2		  2942
      69	    276		    846		     2		  3295
      70	    759		    839		     3		  2947
      71	     79		    105		     2		  1193
      72	    277		    797		     1		  1712
      73	    161		    102		     2		   980
      74	      1		    827		     1		  3540
      75	    719		    128		     2		   802
      76	     80		    366		     4		  1603
      77	    618		    577		     1		  1326
      78	     44		    300		     1		  1498
      79	    479		    978		     2		  2579
      80	    768		    731		     1		  2092
      81	    274		     30		     1		   524
      82	    546		    837		     1		  1918
      83	    890		    640		     2		  2465
      84	    594		    308		     3		   667
      85	    878		    716		     1		  2367
      86	    498		    448		     2		  1491
      87	    145		     96		     1		  1237
      88	     54		    935		     2		  2796
      89	    473		      5		     1		   140
      90	    906		    899		     3		  1999
      91	    277		    752		     2		  1570
      92	    435		    254		     3		   708
      93	    630		    686		     1		  2622
      94	    905		    275		     3		  1158
      95	    521		    401		     3		  1337
      96	    850		    425		     2		  1592
      97	    712		    433		     1		  1285
      98	    814		    730		     3		  2255
      99	    740		    622		     1		  1954
     100	    120		    490		     3		  1826
     101	    297		    816		     2		  3159
     102	    376		    534		     1		  1885
     103	    982		    560		     2		  1938
     104	      1		    332		     1		  1927
     105	    815		    625		     2		  1741
     106	    356		    868		     1		  2478
     107	    804		    110		     3		  1104
     108	    415		    517		     1		  1358
     109	    106		    844		     2		  2529
     110	    549		    366		     2		  1019
     111	     57		    742		     2		  1999
     112	    381		    700		     3		  1572
     113	    867		    408		     2		  1091
     114	     67		    930		     3		  2460
     115	    763		    186		     4		  1181
     116	    581		     91		     3		   404
     117	    416		     56		     2		   158
     118	    729		    620		     1		  1850
     119	    163		     73		     2		  1076
     120	    160		    129		     2		   786
     121	    694		    730		     1		  2676
     122	    314		    748		     1		  2689
     123	    580		    852		     1		  2250
     124	    702		    656		     3		  1580
     125	    464		    768		     2		  1877
     126	    718		    885		     1		  2928
     127	    758		    736		     2		  2474
     128	    110		     40		     3		   844
     129	    698		    720		     1		  2584
     130	    378		    833		     5		  2674
     131	    869		    742		     3		  1904
     132	    708		    854		     2		  2074
     133	    945		    830		     3		  1887
     134	    503		    914		     4		  2757
     135	    285		    233		     1		   941
     136	    479		    927		     1		  2475
     137	    440		    768		     2		  1463
     138	    205		     96		     2		   561
     139	    505		    113		     1		   181
     140	    154		    171		     4		  1134
     141	    574		    757		     1		  2698
     142	    168		     63		     1		   824
     143	      1		    235		     2		  1265
     144	    173		    235		     2		   971
     145	    689		    679		     3		  1744
     146	    733		    735		     1		  1907
     147	    449		    717		     3		  2325
     148	    466		    981		     1		  2994
     149	    222		    115		     1		   940
     150	    433		    647		     2		  1463
     151	    425		    754		     2		  2204
     152	    145		    188		     2		  1392
     153	    393		    883		     1		  1798
     154	    150		    145		     2		  1008
     155	    247		    104		     2		   758
     156	    673		    627		     3		  2306
     157	    811		    550		     2		  1254
     158	    530		    970		     1		  3626
     159	    717		    660		     1		  1862
     160	    247		    178		     1		   998
     161	    173		    134		     1		   835
     162	    335		    108		     1		   568
     163	     16		    241		     1		  1859
     164	    692		    719		     2		  1595
     165	    539		    903		     5		  1849
     166	    511		    845		     2		  1953
     167	    732		    749		     1		  1793
     168	    637		    586		     2		  1961
     169	    482		    945		     1		  1987
     170	    196		    132		     2		   821
     171	    491		    886		     2		  2313
     172	    113		    192		     1		  1517
     173	    655		    666		     2		  1391
     174	     35		    140		     3		  1329
     175	    706		    721		     1		  1632
     176	    845		    818		     1		  3005
     177	    482		    936		     1		  2842
     178	    764		    630		     1		  1882
     179	    124		     65		     3		  1345
     180	    115		    177		     1		  1107
     181	    681		    747		     2		  2873
     182	    599		    809		     2		  2577
     183	    629		    972		     4		  3442
     184	    149		     77		     2		  1047
     185	     58		     45		     3		  1334
     186	    212		     89		     2		   594
     187	    549		    700		     1		  1662
     188	    499		    821		     1		  2044
     189	    412		    963		     2		  3605
     190	    637		    812		     5		  1734
     191	    689		    881		     1		  2365
     192	    718		    798		     1		  1685
     193	    156		    148		     1		  1263
     194	     51		    208		     1		  1597
     195	    737		    665		     1		  1847
     196	    566		    790		     2		  2147
     197	    713		    800		     1		  2063
     198	    210		    251		     1		  1054
     199	    640		    724		     1		  1847
     200	    490		    816		     3		  2167
     201	    674		    724		     3		  2705
     202	    558		    674		     1		  1972
     203	    843		    646		     1		  2553
     204	    454		    855		     2		  1693
     205	    536		    845		     2		  1789
     206	    137		     91		     1		   996
     207	    741		    609		     3		  1903
     208	    904		    772		     2		  2502
     209	    673		    687		     1		  2420
     210	    773		    790		     2		  2044
     211	    726		    736		     1		  1725
     212	    778		    845		     1		  2028
     213	    416		    911		     1		  2958
     214	    656		    825		     1		  2220
     215	    244		    245		     1		   867
     216	    619		    688		     4		  1978
     217	    378		    177		     2		   573
     218	    677		    723		     1		  1978
     219	    302		    277		     2		  1073
     220	    453		    867		     2		  3097
     221	    244		    146		     2		   631
     222	    381		    465		     1		  1511
     223	    640		    694		     2		  2238
     224	    698		    732		     2		  2108
     225	    293		    866		     2		  2427
     226	    565		    560		     1		  1294
     227	    681		    611		     2		  1352
     228	    575		    804		     1		  3006
     229	     65		     87		     1		  1614
     230	    193		    132		     2		   729
     231	     77		    212		     1		  1677
     232	    485		    993		     1		  2534
     233	    495		    988		     2		  2194
     234	    569		    802		     1		  2943
