INSTANCE:	A-n24-k8
VEHICLES:	8
CUSTOMERS:	24
TIME UB:	807
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     45		     71		       5	        0	   807
       1	     75		     90		       4	        0	   807
       2	     50		     54		       4	        2	    50
       3	     81		     70		       4	        1	    90
       4	     51		      5		       4	        1	    31
       5	     45		     55		       5	        0	   807
       6	     45		     60		       5	        0	   807
       7	     71		     84		       5	        0	   807
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     34		     31		     0		   807
       1	     70		     80		     2		   153
       2	     85		     61		     1		   202
       3	     59		     55		     1		   106
       4	     50		     64		     2		   102
       5	     80		     64		     2		   143
       6	     25		     40		     1		    28
       7	      9		     66		     2		   138
       8	      1		     44		     2		   116
       9	     35		     45		     4		    43
      10	      1		      9		     2		   155
      11	     25		     54		     1		    97
      12	     45		     59		     1		    72
      13	     66		     84		     2		   200
      14	     11		     35		     2		    75
      15	     81		     46		     2		   122
      16	     85		     10		     3		   143
      17	     75		     20		     1		   125
      18	     15		     21		     3		    73
      19	     90		     45		     1		   150
      20	     15		      0		     1		   124
      21	     31		     26		     4		    20
      22	     10		     95		     3		   165
      23	      6		      6		     1		   105
      24	     26		     36		     1		    33
