INSTANCE:	V40_C160
VEHICLES:	40
CUSTOMERS:	160
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    118		    873		       4	        0	 14143
       1	    114		    242		       4	        0	 14143
       2	      7		    651		       4	        0	 14143
       3	     98		    484		       4	        0	 14143
       4	    250		    789		       4	        1	  1103
       5	    109		    881		       4	        0	 14143
       6	    360		    900		       4	        0	 14143
       7	    497		    521		       4	        3	  1033
       8	    642		    965		       4	        0	 14143
       9	    166		    912		       4	        0	 14143
      10	    733		    678		       4	        0	 14143
      11	    372		    761		       4	        0	 14143
      12	    193		    178		       4	        0	 14143
      13	    929		    869		       4	        1	  1762
      14	    122		   1000		       4	        1	  1713
      15	    858		    911		       4	        0	 14143
      16	    628		    116		       4	        0	 14143
      17	    767		    388		       4	        0	 14143
      18	    734		    926		       4	        0	 14143
      19	    923		     91		       4	        2	   906
      20	    912		    312		       4	        0	 14143
      21	    135		    672		       4	        0	 14143
      22	    730		    628		       4	        0	 14143
      23	     21		    286		       4	        0	 14143
      24	    151		    721		       4	        1	  1720
      25	    881		      8		       4	        0	 14143
      26	    644		    856		       4	        0	 14143
      27	    542		    583		       4	        0	 14143
      28	    954		     18		       4	        0	 14143
      29	    171		    655		       4	        0	 14143
      30	    878		    397		       4	        1	  1344
      31	    147		    598		       4	        0	 14143
      32	    813		    473		       4	        3	  1402
      33	     96		    290		       4	        0	 14143
      34	    937		    391		       4	        1	  1220
      35	    686		    537		       4	        0	 14143
      36	    626		    162		       4	        0	 14143
      37	    124		    491		       4	        0	 14143
      38	    128		    943		       4	        0	 14143
      39	    389		     16		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     63		      4		     0		 14143
       1	    453		    601		     3		  2651
       2	    766		    944		     2		  1366
       3	    288		    395		     3		  1907
       4	    615		    328		     1		  1324
       5	    443		    557		     1		  2210
       6	    836		    166		     1		  2153
       7	    939		     39		     1		  2897
       8	    385		    801		     2		  1765
       9	    427		    534		     2		  1002
      10	    777		    921		     1		  2546
      11	    674		    339		     3		  1850
      12	    363		    648		     1		  1047
      13	    750		    172		     2		  1936
      14	    219		    550		     1		  1191
      15	    124		    203		     1		  1838
      16	    774		    327		     1		  1300
      17	    854		    366		     1		  1784
      18	    405		    292		     1		  2892
      19	    316		    991		     1		  2398
      20	    321		    454		     1		  2898
      21	    772		     28		     1		  2085
      22	    327		    669		     1		  2057
      23	     56		    310		     1		  1001
      24	    991		    565		     1		  1924
      25	    761		    264		     1		  1737
      26	     36		    115		     1		  1831
      27	    733		    223		     2		  2455
      28	    140		    524		     1		  1474
      29	    183		    942		     1		  1259
      30	    208		    933		     1		  1630
      31	     97		    840		     1		  2497
      32	    912		    241		     1		  1172
      33	    552		    977		     1		  3024
      34	    654		    567		     1		  1465
      35	    778		    642		     1		  2602
      36	    785		    149		     4		  2742
      37	    484		    430		     1		  1328
      38	    708		    270		     1		  1578
      39	    328		    972		     2		  2445
      40	    667		    199		     3		  1960
      41	    373		    357		     1		  2180
      42	    773		    413		     1		  2278
      43	    302		    471		     1		  2674
      44	    745		    333		     2		  1677
      45	    769		    541		     3		  1759
      46	     97		    923		     1		  1642
      47	     60		    879		     1		  2473
      48	    430		    733		     1		  1349
      49	    100		    687		     2		  1534
      50	    871		    196		     1		  1179
      51	    104		    538		     1		  1576
      52	    374		    987		     3		  2624
      53	    150		    182		     2		  2366
      54	    376		    290		     2		  2041
      55	    433		    690		     1		  2034
      56	    162		    469		     1		  1555
      57	    500		    704		     1		  2586
      58	    585		    526		     1		  2684
      59	    643		     14		     1		  2864
      60	    562		    106		     1		  1444
      61	    355		    393		     1		  2634
      62	    625		    845		     1		  1429
      63	    392		    483		     1		  1460
      64	    324		    302		     4		  2450
      65	    476		    762		     1		  1658
      66	    142		    326		     1		  2608
      67	    251		    549		     4		  1551
      68	    268		    697		     1		  1574
      69	    249		    540		     1		  1542
      70	    819		    552		     1		  2363
      71	    558		    960		     1		  2277
      72	    171		    967		     1		  2211
      73	    499		    929		     1		  1245
      74	    513		    618		     1		  2444
      75	    913		     26		     1		  2370
      76	     96		    352		     3		  1148
      77	    213		    926		     2		  1395
      78	    969		    845		     1		  1891
      79	    923		     38		     1		  2282
      80	     84		    478		     2		  1955
      81	    856		     99		     1		  1967
      82	    926		    904		     4		  3542
      83	    660		     10		     1		  1041
      84	    171		    762		     1		  1673
      85	    160		    220		     1		  1091
      86	    571		    233		     2		  2732
      87	     59		    655		     3		  1999
      88	     63		    643		     1		  1772
      89	     16		    930		     1		  1700
      90	    154		    965		     1		  1096
      91	    559		    526		     1		  2605
      92	    264		    199		     1		  1429
      93	    521		    953		     1		  1870
      94	    551		    770		     1		  1158
      95	    319		    132		     1		  1953
      96	    301		    592		     1		  2708
      97	    643		     17		     1		  1767
      98	    724		      1		     3		  2910
      99	    667		    275		     3		  2303
     100	    364		    297		     1		  1211
     101	    521		    852		     1		  2308
     102	     37		    505		     2		  1476
     103	     79		    209		     1		  2590
     104	    851		    399		     1		  1513
     105	    411		    492		     1		  2282
     106	    581		    637		     1		  1893
     107	    551		    580		     1		  1701
     108	    374		    394		     1		  2937
     109	    719		    723		     1		  2335
     110	    328		    906		     1		  1807
     111	    146		    860		     1		  1491
     112	    252		    657		     1		  2304
     113	    681		    583		     1		  2194
     114	    508		    722		     1		  1148
     115	    694		    121		     1		  2944
     116	    835		    245		     1		  2539
     117	    537		    874		     1		  2986
     118	     16		    258		     1		  2463
     119	    494		    794		     1		  1522
     120	     82		    640		     1		  1230
     121	    931		    591		     1		  2079
     122	      0		    265		     1		  1218
     123	    857		    584		     1		  2472
     124	    548		    452		     1		  1097
     125	    257		    616		     1		  2199
     126	    231		    235		     1		  2885
     127	    792		    374		     1		  2421
     128	    933		    962		     1		  1917
     129	    218		    360		     1		  2308
     130	    253		    358		     1		  1833
     131	    590		     57		     1		  2523
     132	    577		    888		     1		  2439
     133	    790		    312		     1		  1970
     134	    329		    601		     1		  2365
     135	    850		    243		     1		  1737
     136	    738		    245		     1		  1641
     137	     23		    411		     1		  2501
     138	    668		    955		     1		  1911
     139	    649		    100		     1		  2307
     140	    222		    923		     1		  2959
     141	   1000		    655		     1		  2762
     142	    451		    139		     1		  2216
     143	    392		    281		     1		  2360
     144	    993		    831		     1		  3308
     145	    420		    671		     1		  1927
     146	    788		    895		     1		  2727
     147	    839		    195		     4		  2129
     148	    854		    259		     1		  2649
     149	    788		    223		     1		  1656
     150	    465		    658		     1		  1045
     151	    695		    352		     1		  2669
     152	    908		    538		     1		  2201
     153	    502		    510		     1		  2124
     154	    292		    828		     1		  1738
     155	    737		     91		     2		  2852
     156	    987		    663		     1		  1663
     157	    701		    802		     2		  1316
     158	     73		    339		     3		  1389
     159	    204		    310		     1		  1701
     160	    594		      0		     1		  2774
