INSTANCE:	X-n82-k27
VEHICLES:	27
CUSTOMERS:	82
TIME UB:	8486
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    878		    243		       4	        1	   609
       1	    305		    311		       5	        0	  8486
       2	    828		     54		       4	        2	   879
       3	    180		    944		       4	        1	  1044
       4	    578		    522		       5	        1	    96
       5	    738		    809		       5	        0	  8486
       6	     99		    216		       5	        0	  8486
       7	    267		    902		       5	        0	  8486
       8	     51		    676		       5	        0	  8486
       9	    249		    360		       4	        1	   329
      10	    806		    568		       5	        0	  8486
      11	    754		    659		       5	        1	   414
      12	    323		    289		       4	        0	  8486
      13	     63		    435		       4	        0	  8486
      14	    541		    270		       5	        4	   430
      15	    953		    745		       4	        0	  8486
      16	    117		    971		       4	        1	  1157
      17	    482		    689		       4	        2	   358
      18	    468		    833		       5	        2	   463
      19	    519		    220		       5	        0	  8486
      20	    628		    644		       4	        2	   290
      21	    790		    150		       5	        0	  8486
      22	    946		    978		       4	        0	  8486
      23	    454		    801		       4	        0	  8486
      24	    907		    703		       4	        2	   887
      25	    108		    928		       4	        0	  8486
      26	    740		    442		       5	        0	  8486
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    500		    500		     0		  8486
       1	    261		    710		     1		  1045
       2	    482		    914		     2		  1137
       3	    551		    651		     1		   509
       4	    450		   1000		     1		  1683
       5	    521		    127		     4		  1147
       6	    803		    214		     2		  1158
       7	    556		    488		     3		   142
       8	    758		    937		     2		  1594
       9	    875		    326		     4		  1385
      10	    113		    509		     2		  1497
      11	    491		    726		     1		   801
      12	    415		    355		     1		   416
      13	    946		    632		     1		  1621
      14	    136		    120		     1		  1372
      15	    817		    246		     3		  1381
      16	    491		    845		     3		  1224
      17	    676		    995		     1		  1327
      18	    145		    557		     1		  1400
      19	    166		    494		     1		  1032
      20	    977		    318		     1		  1036
      21	    363		    711		     1		   888
      22	    164		    501		     1		  1037
      23	    833		    501		     2		   942
      24	    444		    958		     3		  1796
      25	    828		    672		     1		  1078
      26	    714		     57		     1		  1843
      27	    922		     16		     3		  1365
      28	    673		    571		     1		   507
      29	    211		    471		     1		  1055
      30	    590		    220		     3		   656
      31	    154		    753		     1		  1368
      32	    918		    227		     3		  1553
      33	    819		    671		     1		   779
      34	    675		    667		     2		   642
      35	    617		    176		     2		   832
      36	    706		    179		     2		  1510
      37	    512		    443		     1		   177
      38	    302		    453		     1		   723
      39	    753		    786		     1		   869
      40	    331		    450		     4		   462
      41	    765		    990		     1		  1503
      42	    292		    887		     2		   931
      43	    371		    804		     3		   733
      44	    786		    186		     2		  1536
      45	    382		    284		     1		   749
      46	     44		    552		     1		  1124
      47	    107		    895		     1		  1228
      48	    523		    264		     1		   613
      49	    397		    120		     2		  1282
      50	     25		    769		     3		  1522
      51	     98		    623		     2		  1170
      52	    815		    696		     2		   922
      53	    314		    361		     2		   741
      54	    447		    695		     1		   522
      55	    341		    648		     2		   814
      56	    363		      0		     3		  1050
      57	    675		     83		     1		  1448
      58	    998		    520		     1		  1407
      59	     98		    111		     1		  1710
      60	    628		    746		     1		   753
      61	    940		    409		     1		  1534
      62	    786		    488		     1		   592
      63	    323		    674		     1		   990
      64	    986		    151		     1		  1770
      65	    533		    816		     3		  1246
      66	    750		    789		     3		   834
      67	    589		    125		     5		  1063
      68	    640		    911		     1		  1329
      69	    828		    357		     1		  1326
      70	    597		    587		     4		   293
      71	    929		    655		     5		  1398
      72	    159		    781		     2		  1658
      73	    955		      6		     2		  2249
      74	    130		    302		     3		  1372
      75	    954		    687		     1		  1177
      76	    866		    879		     1		  1887
      77	    131		    686		     3		  1568
      78	    454		    928		     2		  1257
      79	    415		    916		     2		  1641
      80	    109		    859		     2		  2120
      81	    821		    135		     2		  1270
      82	    622		    561		     2		   407
