INSTANCE:	V15_C45
VEHICLES:	15
CUSTOMERS:	45
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    820		    856		       4	        3	  1952
       1	     69		    811		       4	        0	 14143
       2	    942		    261		       4	        1	  1634
       3	    169		     77		       4	        0	 14143
       4	    799		    947		       4	        0	 14143
       5	    604		    614		       4	        0	 14143
       6	    789		      2		       4	        0	 14143
       7	    837		    911		       4	        1	   321
       8	    132		    985		       4	        2	  1332
       9	    850		    286		       4	        0	 14143
      10	    479		    814		       4	        0	 14143
      11	    901		     82		       4	        1	  1291
      12	    658		    438		       4	        0	 14143
      13	    345		    818		       4	        2	  1545
      14	    688		    409		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    896		    865		     0		 14143
       1	    882		    518		     1		  1925
       2	    853		    117		     1		  2675
       3	    910		    814		     1		  1165
       4	    532		    498		     4		  1591
       5	    315		    248		     1		  2607
       6	    279		    777		     1		  2527
       7	    387		    980		     1		  2532
       8	    380		    538		     3		  1964
       9	    395		    737		     1		  1063
      10	    358		    993		     3		  2069
      11	    643		     30		     1		  1043
      12	    951		    599		     1		  1930
      13	    690		    968		     1		  1692
      14	    282		    117		     1		  1750
      15	    688		    223		     1		  1442
      16	     14		    550		     1		  2505
      17	    549		    723		     1		  1931
      18	    906		    553		     1		  1784
      19	    244		    548		     2		  2857
      20	     66		     51		     1		  1584
      21	    108		    739		     1		  2009
      22	    897		    321		     1		  2576
      23	     85		     74		     1		  2391
      24	    129		    959		     1		  1799
      25	    156		    660		     1		  1911
      26	    615		    456		     1		  2158
      27	    475		    733		     1		  2625
      28	    809		    478		     1		  2965
      29	    663		    124		     2		  2478
      30	    940		    605		     1		  2295
      31	    685		    747		     1		  1241
      32	    261		    744		     1		  2049
      33	    968		    552		     1		  1072
      34	    313		    929		     2		  1567
      35	    777		    946		     1		  1824
      36	    711		    875		     2		  2418
      37	    775		    372		     1		  2237
      38	    789		    268		     1		  2921
      39	    939		    530		     1		  1954
      40	    522		    654		     1		  2417
      41	    314		    160		     1		  2006
      42	    719		    560		     1		  2540
      43	    710		    439		     1		  2490
      44	    446		      1		     1		  1636
      45	    683		    419		     1		  1721
