INSTANCE:	A-n40-k13
VEHICLES:	13
CUSTOMERS:	40
TIME UB:	798
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     85		     53		       5	        0	   798
       1	     21		     93		       5	        0	   798
       2	     23		     57		       4	        1	    84
       3	     61		     11		       4	        1	     6
       4	     49		     93		       4	        1	   104
       5	     51		     85		       5	        1	   159
       6	     31		     13		       5	        2	    41
       7	     89		      7		       4	        0	   798
       8	     87		     15		       4	        1	    28
       9	     45		     61		       4	        2	    94
      10	     77		     35		       4	        0	   798
      11	     69		     87		       4	        0	   798
      12	     21		     83		       5	        3	    92
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     61		      5		     0		   798
       1	     17		     57		     2		   211
       2	     69		     11		     1		    33
       3	     49		     39		     1		   124
       4	     87		     23		     1		    70
       5	     19		     83		     2		   265
       6	     69		     43		     1		   119
       7	     49		     67		     1		   232
       8	     17		     61		     2		   142
       9	     21		     53		     1		   167
      10	     71		     37		     1		    96
      11	     53		     23		     2		    62
      12	     77		     63		     3		   215
      13	     77		     25		     1		    78
      14	     85		     95		     3		   327
      15	     43		     93		     1		   183
      16	     75		     25		     1		    62
      17	      1		     43		     3		   174
      18	      7		      7		     1		   173
      19	     81		     69		     1		   145
      20	     81		     15		     1		    59
      21	     49		      3		     2		    30
      22	     41		     37		     3		   148
      23	     71		     91		     1		   175
      24	     69		     33		     1		    97
      25	     91		     47		     3		   134
      26	     13		     69		     5		   299
      27	     65		     75		     2		   192
      28	     91		     27		     2		    74
      29	      9		     85		     3		   313
      30	     15		     19		     1		   112
      31	      7		     37		     1		   233
      32	     59		     83		     2		   289
      33	     85		     69		     1		   192
      34	     15		     29		     2		   151
      35	      1		     13		     1		   199
      36	      1		     83		     2		   244
      37	     85		     31		     3		   106
      38	     95		     25		     1		   156
      39	      5		     33		     2		   155
      40	     51		     11		     2		    37
