INSTANCE:	B-n23-k7
VEHICLES:	7
CUSTOMERS:	23
TIME UB:	841
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     24		      6		       5	        0	   841
       1	     98		     30		       5	        1	   121
       2	     21		     26		       4	        0	   841
       3	     96		     29		       5	        0	   841
       4	     99		     30		       5	        1	   163
       5	     30		      8		       5	        0	   841
       6	     14		     32		       5	        0	   841
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     17		     76		     0		   841
       1	     14		     19		     1		   146
       2	      0		     34		     1		   133
       3	     16		     22		     3		   204
       4	     20		     26		     3		   129
       5	     22		     28		     2		   112
       6	     17		     23		     3		   209
       7	     23		     27		     1		   180
       8	     19		     23		     1		   211
       9	     34		      7		     1		   184
      10	     31		      7		     4		   266
      11	      0		     37		     2		   148
      12	     19		     23		     1		   208
      13	      0		     36		     2		   162
      14	     26		      7		     1		   152
      15	     98		     32		     3		   368
      16	      5		     40		     2		   102
      17	     17		     26		     3		   155
      18	     28		      8		     2		   158
      19	      1		     35		     4		   127
      20	     27		     28		     1		   145
      21	     26		     28		     4		   183
      22	     17		     29		     1		   182
      23	     20		     26		     2		   130
