INSTANCE:	X-n188-k62
VEHICLES:	62
CUSTOMERS:	188
TIME UB:	8443
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    350		     13		       5	        0	  8443
       1	    728		    230		       4	        0	  8443
       2	    468		    807		       5	        0	  8443
       3	    941		    589		       4	        0	  8443
       4	    498		     49		       4	        0	  8443
       5	    526		    137		       4	        1	  1104
       6	    563		    229		       5	        3	  1253
       7	    359		    893		       5	        0	  8443
       8	    362		    477		       5	        1	   639
       9	    526		    932		       4	        1	   944
      10	    825		    289		       4	        1	  1642
      11	     88		    535		       5	        0	  8443
      12	    836		    996		       5	        2	  1375
      13	    588		    159		       5	        0	  8443
      14	    496		    204		       4	        1	  1013
      15	    553		    879		       5	        0	  8443
      16	     34		    264		       5	        0	  8443
      17	    482		    329		       4	        3	   732
      18	    524		     66		       4	        0	  8443
      19	    708		    108		       4	        0	  8443
      20	    665		    375		       4	        0	  8443
      21	    821		    320		       5	        1	  1383
      22	    915		     72		       4	        0	  8443
      23	    525		    226		       4	        0	  8443
      24	     52		    593		       4	        1	   200
      25	     81		    238		       5	        0	  8443
      26	    956		    171		       5	        2	  1555
      27	    629		    745		       4	        1	   872
      28	    419		    256		       4	        1	   644
      29	    774		    336		       5	        2	  1125
      30	    605		    464		       4	        0	  8443
      31	    474		    937		       4	        2	   498
      32	    295		    406		       4	        1	   471
      33	    853		    358		       5	        0	  8443
      34	    491		    929		       5	        2	   668
      35	    564		     31		       4	        1	  1005
      36	    657		     82		       5	        0	  8443
      37	    470		     27		       4	        1	   940
      38	    440		    203		       5	        2	   948
      39	    400		    190		       5	        1	  1050
      40	     78		    835		       4	        1	   271
      41	     11		    938		       4	        2	   292
      42	    472		    104		       4	        2	  1007
      43	    753		    926		       5	        0	  8443
      44	    727		    302		       4	        1	  1107
      45	    770		     74		       5	        0	  8443
      46	    851		    445		       5	        2	   794
      47	    470		    925		       4	        0	  8443
      48	    935		    439		       5	        0	  8443
      49	    446		     37		       5	        1	  1409
      50	    275		    499		       4	        1	   296
      51	     47		    470		       5	        1	   355
      52	    616		    828		       5	        0	  8443
      53	    577		     95		       5	        0	  8443
      54	    630		    398		       4	        2	  1099
      55	    123		    479		       4	        0	  8443
      56	    407		    367		       5	        0	  8443
      57	    453		    844		       5	        0	  8443
      58	    453		     24		       4	        0	  8443
      59	    552		    367		       5	        0	  8443
      60	    523		    830		       4	        0	  8443
      61	    561		    920		       4	        1	   891
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    112		    700		     0		  8443
       1	    363		    779		     2		   759
       2	    245		    896		     2		   564
       3	    238		     19		     1		  2602
       4	    184		    351		     2		  1178
       5	    305		    763		     1		   473
       6	    366		    814		     2		  1041
       7	    137		    857		     2		   547
       8	    303		    157		     3		  1157
       9	    134		    231		     5		  1869
      10	    740		    311		     2		  2668
      11	    163		     95		     3		  1468
      12	    470		    814		     1		  1462
      13	    453		    217		     1		  1799
      14	    818		    525		     2		  2219
      15	    311		    911		     1		   659
      16	    177		    374		     2		  1000
      17	    230		      4		     1		  2557
      18	    590		    302		     3		  1358
      19	    196		    103		     1		  1285
      20	    316		    446		     1		  1036
      21	    587		    609		     1		  1404
      22	    510		     95		     2		  1735
      23	    907		    455		     3		  2234
      24	    805		    956		     1		  2784
      25	    342		    345		     3		   998
      26	    785		    309		     1		  2535
      27	    649		    584		     2		  1788
      28	    850		     24		     4		  2470
      29	     26		    126		     2		  2011
      30	    447		    817		     1		  1239
      31	    145		    527		     2		   534
      32	    218		    825		     1		   471
      33	    405		    151		     3		  1417
      34	    389		    436		     2		  1441
      35	    452		    619		     2		  1275
      36	    948		    514		     2		  1744
      37	    578		    334		     3		  1401
      38	    325		    696		     1		   763
      39	    838		    842		     1		  2945
      40	    983		    788		     1		  2404
      41	    623		    549		     2		  1395
      42	    534		    537		     2		  1054
      43	    742		    581		     1		  1597
      44	     32		    964		     1		   782
      45	    747		    352		     1		  1963
      46	    610		    799		     1		  1302
      47	    786		    853		     2		  1960
      48	    506		    168		     2		  2460
      49	    755		    957		     1		  2078
      50	    408		     67		     2		  2053
      51	    485		    734		     1		  1034
      52	    508		    155		     3		  1895
      53	     68		     42		     1		  1893
      54	    817		    595		     1		  1524
      55	    397		    274		     1		  1304
      56	    216		    237		     1		  1847
      57	    516		    531		     4		  1504
      58	    614		    163		     2		  2815
      59	    128		    834		     2		   431
      60	    162		    534		     1		   418
      61	    279		    644		     1		   396
      62	    188		    329		     2		   869
      63	    520		    301		     3		  1887
      64	    336		    782		     4		   917
      65	    139		    848		     5		   411
      66	    350		    154		     3		  1718
      67	    242		    162		     3		  2016
      68	    791		    925		     1		  2353
      69	    907		    497		     3		  1718
      70	    786		    457		     2		  2777
      71	    641		     78		     1		  2764
      72	    232		    226		     3		   991
      73	    205		    840		     2		   449
      74	    932		    357		     1		  1783
