INSTANCE:	P-n16-k5
VEHICLES:	5
CUSTOMERS:	16
TIME UB:	696
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    161		    242		       4	        0	   696
       1	    155		    185		       5	        3	    37
       2	    163		    247		       5	        0	   696
       3	    139		    182		       5	        1	    35
       4	    141		    206		       5	        0	   696
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    145		    215		     0		   696
       1	    151		    264		     1		   184
       2	    159		    261		     1		   113
       3	    130		    254		     3		    97
       4	    128		    252		     1		   120
       5	    146		    246		     1		    83
       6	    142		    239		     2		    60
       7	    163		    236		     2		    76
       8	    148		    232		     2		    45
       9	    128		    231		     2		    64
      10	    156		    217		     2		    36
      11	    129		    214		     4		    35
      12	    146		    208		     1		    22
      13	    164		    208		     2		    47
      14	    147		    193		     1		    68
      15	    164		    193		     2		   102
      16	    129		    189		     3		    83
