INSTANCE:	P-n37-k12
VEHICLES:	12
CUSTOMERS:	37
TIME UB:	561
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     21		     36		       5	        2	    29
       1	     36		     26		       4	        0	   561
       2	     21		     48		       5	        0	   561
       3	     60		     15		       4	        1	    55
       4	     33		     44		       4	        1	     8
       5	     35		     51		       5	        0	   561
       6	     55		     45		       4	        0	   561
       7	     55		     50		       4	        0	   561
       8	     35		     16		       4	        1	    42
       9	     12		     17		       4	        2	    67
      10	     55		     34		       4	        2	    25
      11	      7		     43		       4	        2	    47
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     40		     40		     0		   561
       1	     22		     22		     3		    65
       2	     21		     45		     1		    64
       3	     45		     35		     2		    17
       4	     55		     20		     2		    72
       5	     33		     34		     4		    22
       6	     50		     50		     1		    52
       7	     26		     59		     2		    90
       8	     40		     66		     1		    84
       9	     55		     65		     1		    64
      10	     62		     35		     2		    48
      11	     62		     57		     1		    76
      12	     62		     24		     2		    79
      13	      9		     56		     1		   107
      14	     62		     48		     1		    84
      15	     66		     14		     1		   116
      16	     44		     13		     2		   108
      17	     26		     13		     1		   102
      18	     11		     28		     1		    75
      19	     17		     64		     1		    96
      20	     41		     46		     2		    20
      21	     52		     26		     2		    57
      22	     43		     26		     2		    51
      23	     31		     76		     2		   135
      24	     22		     53		     1		    59
      25	     26		     29		     1		    49
      26	     50		     40		     2		    20
      27	     54		     10		     2		   129
      28	     47		     66		     2		    97
      29	     30		     60		     2		    78
      30	     30		     50		     2		    37
      31	     15		     14		     2		    83
      32	     16		     19		     1		    90
      33	     50		     30		     1		    46
      34	     51		     42		     2		    22
      35	     50		     15		     3		    66
      36	     48		     21		     3		    84
      37	     12		     38		     1		    88
