INSTANCE:	A-n29-k9
VEHICLES:	9
CUSTOMERS:	29
TIME UB:	815
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     37		     27		       5	        1	    15
       1	     23		     73		       5	        0	   815
       2	     71		     51		       4	        0	   815
       3	     13		     61		       4	        1	    92
       4	     85		     93		       5	        1	   117
       5	     93		     13		       5	        0	   815
       6	     33		      5		       5	        0	   815
       7	     79		     19		       4	        0	   815
       8	     31		     23		       5	        0	   815
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     39		     19		     0		   815
       1	     41		     79		     3		   192
       2	     25		     31		     2		    54
       3	     63		     93		     3		   197
       4	     69		     17		     3		    92
       5	     57		     73		     1		   131
       6	     53		     75		     3		   172
       7	      1		      1		     3		    95
       8	     79		     73		     1		   167
       9	     59		      5		     4		    60
      10	      1		     37		     2		    85
      11	     41		     31		     1		    33
      12	     85		     45		     1		   183
      13	     49		     91		     1		   241
      14	     55		     43		     3		   103
      15	     83		     29		     2		   166
      16	     93		     49		     1		   131
      17	     87		     23		     1		   171
      18	     19		     97		     3		   180
      19	     41		      9		     2		    27
      20	     83		     61		     1		   132
      21	      9		      7		     1		    73
      22	     13		     13		     4		    80
      23	     43		     37		     1		    52
      24	     45		     93		     2		   201
      25	     93		     55		     2		   187
      26	      5		     97		     1		   242
      27	     81		     11		     2		   135
      28	      7		     53		     1		   153
      29	      7		     41		     3		   107
