INSTANCE:	A-n27-k9
VEHICLES:	9
CUSTOMERS:	27
TIME UB:	841
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     13		      7		       5	        0	   841
       1	     19		     45		       5	        2	    98
       2	    100		     77		       5	        2	    71
       3	     29		     17		       5	        2	   114
       4	      1		     57		       5	        1	    93
       5	     84		      2		       5	        0	   841
       6	     54		     39		       5	        1	    39
       7	     47		     38		       4	        0	   841
       8	     96		      7		       4	        0	   841
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     86		     22		     0		   841
       1	      4		     50		     5		   207
       2	     25		     13		     1		   245
       3	     67		     37		     1		    81
       4	     62		     15		     2		    94
       5	     84		     38		     2		    38
       6	     34		      3		     2		   190
       7	     42		     76		     2		   192
       8	     40		     86		     5		   235
       9	     25		     94		     3		   188
      10	     63		     57		     2		   136
      11	     75		     24		     2		    41
      12	     61		     85		     2		   226
      13	     87		     38		     1		    37
      14	     66		     34		     4		    71
      15	     46		     39		     1		   109
      16	     47		     17		     1		   154
      17	     21		     54		     3		   271
      18	     19		     83		     1		   216
      19	      1		     82		     3		   314
      20	     94		     28		     2		    39
      21	     82		     72		     1		   185
      22	     41		     59		     1		   198
      23	     57		     82		     1		   220
      24	     68		     89		     1		   143
      25	     16		     36		     1		   248
      26	     51		     38		     2		   112
      27	     83		     74		     4		   113
