INSTANCE:	E-n22-k7
VEHICLES:	7
CUSTOMERS:	22
TIME UB:	1019
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    119		    340		       4	        0	  1019
       1	    175		    363		       4	        2	    20
       2	    180		    360		       4	        0	  1019
       3	    116		    355		       5	        0	  1019
       4	    119		    357		       5	        1	    44
       5	    126		    335		       4	        0	  1019
       6	    201		    370		       5	        0	  1019
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    162		    354		     0		  1019
       1	    218		    382		     1		   204
       2	    218		    358		     1		   184
       3	    214		    371		     1		   215
       4	    224		    370		     2		   203
       5	    210		    382		     3		   219
       6	    104		    354		     1		   162
       7	    126		    338		     1		    99
       8	    129		    349		     1		   102
       9	    126		    347		     1		    77
      10	    125		    346		     2		    82
      11	    125		    355		     1		    76
      12	    115		    341		     1		   184
      13	    153		    351		     2		    26
      14	    159		    331		     3		    58
      15	    188		    357		     1		    85
      16	    152		    349		     3		    41
      17	    215		    389		     1		   149
      18	    212		    394		     1		   190
      19	    188		    393		     1		    99
      20	    207		    406		     2		   273
      21	    184		    410		     1		   132
      22	    207		    392		     2		   160
