INSTANCE:	B-n28-k9
VEHICLES:	9
CUSTOMERS:	28
TIME UB:	891
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     43		     21		       5	        0	   891
       1	     35		     85		       5	        0	   891
       2	     20		    105		       4	        1	    89
       3	      5		     80		       4	        1	    67
       4	     17		      9		       5	        1	   107
       5	     35		     65		       5	        1	    42
       6	     51		      2		       4	        2	    77
       7	      2		     79		       4	        2	    86
       8	     43		     73		       4	        1	    30
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     64		     75		     0		   891
       1	     16		     97		     1		   193
       2	     28		     79		     1		   117
       3	     16		      3		     1		   346
       4	     39		     20		     1		   208
       5	     44		      0		     2		   273
       6	     37		     67		     1		    94
       7	     17		    100		     2		   126
       8	     34		     80		     1		    96
       9	     45		      7		     1		   212
      10	     11		     83		     1		   173
      11	     35		     88		     1		    94
      12	     21		     98		     1		   121
      13	     41		     72		     2		    61
      14	     51		      0		     3		   212
      15	     17		      9		     4		   268
      16	     36		     66		     3		    82
      17	     37		     75		     3		    72
      18	     17		     11		     2		   164
      19	     46		      6		     1		   183
      20	     40		     23		     2		   223
      21	     40		     21		     1		   144
      22	     29		     85		     2		    78
      23	     45		      6		     2		   251
      24	      0		     24		     2		   324
      25	     42		     66		     1		    57
      26	     30		     81		     5		   126
      27	     46		      4		     2		   255
      28	      0		     85		     2		   159
