INSTANCE:	A-n25-k8
VEHICLES:	8
CUSTOMERS:	25
TIME UB:	815
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     51		     97		       5	        1	   117
       1	     11		     11		       5	        0	   815
       2	     29		     93		       5	        0	   815
       3	     55		     75		       5	        0	   815
       4	     57		     85		       5	        2	    66
       5	     27		     91		       5	        1	    83
       6	      1		     59		       5	        0	   815
       7	     23		     81		       4	        3	    79
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     73		     39		     0		   815
       1	     67		     91		     1		   121
       2	     39		     21		     3		   116
       3	      3		      9		     1		   240
       4	     97		     15		     1		   112
       5	     91		     65		     2		   122
       6	     55		     71		     4		   144
       7	     21		     15		     4		   175
       8	     47		     57		     3		   101
       9	     43		     59		     1		    77
      10	     63		     69		     2		    81
      11	     55		     77		     4		   168
      12	     35		     11		     2		   182
      13	     49		     25		     3		    57
      14	     71		     27		     2		    36
      15	     31		     43		     1		   126
      16	     27		      9		     1		   185
      17	     67		     99		     2		   133
      18	     87		     81		     1		   130
      19	     89		     33		     2		    46
      20	     71		     91		     1		   126
      21	     19		     77		     3		   239
      22	     65		     77		     1		   132
      23	     87		     79		     2		    99
      24	     19		     83		     1		   248
      25	     55		      7		     1		   114
