INSTANCE:	V65_C260
VEHICLES:	65
CUSTOMERS:	260
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    655		    439		       4	        0	 14143
       1	    433		    859		       4	        3	  1296
       2	     86		    698		       4	        0	 14143
       3	    201		     94		       4	        0	 14143
       4	    527		    976		       4	        0	 14143
       5	    736		    761		       4	        0	 14143
       6	    718		    786		       4	        0	 14143
       7	    513		    128		       4	        0	 14143
       8	    840		    450		       4	        1	  1233
       9	    500		    371		       4	        0	 14143
      10	    182		    927		       4	        0	 14143
      11	    782		    644		       4	        0	 14143
      12	    402		    823		       4	        0	 14143
      13	    545		    443		       4	        2	  1376
      14	    450		    227		       4	        0	 14143
      15	     92		    555		       4	        0	 14143
      16	    888		     63		       4	        0	 14143
      17	    859		    828		       4	        0	 14143
      18	    277		    632		       4	        0	 14143
      19	    165		    758		       4	        0	 14143
      20	    701		    354		       4	        0	 14143
      21	     67		    971		       4	        0	 14143
      22	    446		    894		       4	        0	 14143
      23	    678		    779		       4	        2	  1421
      24	    760		    194		       4	        0	 14143
      25	    364		    467		       4	        0	 14143
      26	    498		     43		       4	        0	 14143
      27	    547		    154		       4	        0	 14143
      28	    744		    683		       4	        0	 14143
      29	    923		    745		       4	        0	 14143
      30	    367		    968		       4	        2	  1505
      31	    411		    326		       4	        0	 14143
      32	    906		    370		       4	        0	 14143
      33	     76		    470		       4	        0	 14143
      34	    796		    189		       4	        3	  1510
      35	    463		    130		       4	        0	 14143
      36	    687		    476		       4	        2	  1531
      37	    330		    227		       4	        0	 14143
      38	    565		    670		       4	        0	 14143
      39	    941		    437		       4	        0	 14143
      40	    160		    833		       4	        0	 14143
      41	    630		    700		       4	        0	 14143
      42	     97		    312		       4	        0	 14143
      43	    768		    833		       4	        0	 14143
      44	    435		    805		       4	        0	 14143
      45	    842		    387		       4	        0	 14143
      46	    898		    288		       4	        3	  1564
      47	    239		    683		       4	        0	 14143
      48	    637		    139		       4	        0	 14143
      49	    833		    200		       4	        0	 14143
      50	    805		      7		       4	        1	  1734
      51	    797		    787		       4	        0	 14143
      52	    781		    665		       4	        2	  1502
      53	    472		    705		       4	        0	 14143
      54	    277		    781		       4	        0	 14143
      55	    556		    459		       4	        0	 14143
      56	    506		    569		       4	        2	   950
      57	     37		    139		       4	        0	 14143
      58	    245		    114		       4	        0	 14143
      59	    440		    669		       4	        0	 14143
      60	    655		    471		       4	        0	 14143
      61	    855		    565		       4	        0	 14143
      62	     79		    765		       4	        0	 14143
      63	    575		    635		       4	        0	 14143
      64	    565		    554		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     89		    774		     0		 14143
       1	     90		    559		     1		  1492
       2	    795		    304		     2		  2575
       3	    603		     30		     1		  1685
       4	    347		    437		     1		  2098
       5	    983		    214		     1		  1470
       6	    276		    408		     1		  1863
       7	    993		    854		     1		  2059
       8	     34		    234		     1		  2252
       9	    822		     58		     1		  2104
      10	    856		    281		     1		  1721
      11	    918		    293		     1		  2924
      12	    434		    662		     1		  2025
      13	    126		    557		     1		  2617
      14	    505		    784		     1		  2474
      15	    997		    664		     1		  2117
      16	    409		    406		     2		  2773
      17	    418		    814		     3		  1256
      18	    321		    167		     1		  2843
      19	    334		     22		     3		  2701
      20	    106		     90		     1		  2007
      21	    772		    723		     1		  2467
      22	    697		    462		     1		  2041
      23	    717		    161		     1		  1537
      24	    901		    501		     1		  2600
      25	    938		    152		     1		  1569
      26	    497		    697		     1		  1629
      27	    496		    446		     1		  2039
      28	    166		    381		     3		  2675
      29	    239		    301		     1		  1768
      30	    684		    630		     1		  1988
      31	    607		    362		     3		  1083
      32	    960		     87		     3		  1366
      33	    342		    118		     1		  1111
      34	    339		    962		     2		  1144
      35	    366		    909		     1		  2737
      36	    495		    700		     1		  2684
      37	    457		    266		     1		  2644
      38	    764		    970		     1		  1111
      39	    263		    779		     4		  1155
      40	    261		    717		     1		  1561
      41	    789		    449		     3		  2131
      42	    737		    272		     3		  1668
      43	     79		     96		     1		  1975
      44	    447		    903		     1		  1346
      45	    127		    456		     1		  2462
      46	    704		    202		     1		  1628
      47	    722		    306		     1		  1133
      48	    809		    579		     1		  2486
      49	    547		    176		     1		  2806
      50	    463		    857		     1		  1029
      51	     19		    759		     1		  1873
      52	    493		    720		     1		  2655
      53	    663		    432		     1		  2413
      54	    308		    627		     1		  2713
      55	    140		    584		     1		  1830
      56	     94		    650		     1		  1744
      57	    629		     84		     1		  2419
      58	    758		    416		     1		  1307
      59	    787		     41		     1		  1496
      60	    179		    494		     1		  2202
      61	    188		    330		     1		  2337
      62	    661		    144		     1		  1239
      63	    678		    103		     3		  2017
      64	    175		    588		     1		  1730
      65	    794		    170		     1		  2003
      66	    300		    926		     1		  2917
      67	    990		    581		     1		  1153
      68	    447		    347		     1		  2991
      69	    613		    591		     1		  1899
      70	    295		     22		     3		  2544
      71	    151		    959		     2		  1849
      72	    418		    482		     1		  1622
      73	    467		    783		     1		  2541
      74	     65		     82		     1		  2376
      75	    276		    487		     1		  1288
      76	    671		    491		     1		  2411
      77	    441		    938		     1		  2506
      78	    161		    572		     1		  1776
      79	    542		    473		     1		  2852
      80	    808		    267		     1		  2282
      81	    954		    331		     3		  1667
      82	    545		    521		     1		  1021
      83	    850		    439		     1		  2350
      84	    284		     21		     1		  1418
      85	    364		    827		     1		  2513
      86	      9		    897		     1		  2050
      87	    543		    140		     1		  1933
      88	    302		    554		     2		  1327
      89	    316		    108		     2		  2423
      90	    666		    672		     1		  1331
      91	    118		    281		     1		  1835
      92	    244		    660		     1		  2673
      93	    731		    727		     1		  2841
      94	    939		    769		     1		  2979
      95	    321		    107		     1		  2916
      96	    615		    916		     1		  2112
      97	    976		    230		     1		  1458
      98	    236		     37		     1		  2678
      99	    141		    555		     4		  2604
     100	    547		    371		     1		  2981
     101	    310		    830		     1		  2302
     102	    460		    809		     3		  1283
     103	    964		    317		     1		  2006
     104	    202		    953		     1		  1896
     105	    635		    291		     1		  2686
     106	    622		    515		     1		  1785
     107	    906		    256		     1		  1657
     108	    992		    936		     1		  1160
     109	    180		    164		     1		  2671
     110	    533		     44		     1		  2511
     111	    299		    435		     3		  1082
     112	    970		    993		     3		  1867
     113	    151		    892		     1		  1959
     114	     91		    749		     1		  1939
     115	    846		    891		     1		  2838
     116	    223		    894		     1		  1301
     117	    116		    519		     1		  1612
     118	    470		    316		     1		  1362
     119	     22		    772		     1		  1488
     120	    335		    662		     4		  2815
     121	    410		    374		     1		  2882
     122	    887		     94		     1		  1141
     123	    737		    747		     2		  2264
     124	    380		    262		     3		  1465
     125	      5		    937		     1		  1385
     126	    948		    241		     1		  1601
     127	     31		    122		     1		  1388
     128	     67		    831		     2		  1980
     129	    892		    153		     2		  3037
     130	    747		    179		     1		  2173
     131	    367		    599		     1		  2447
     132	    720		    875		     1		  1987
     133	     44		    196		     1		  1027
     134	    280		    310		     1		  1168
     135	    999		    778		     1		  1538
     136	    320		    972		     1		  1487
     137	    499		    501		     1		  2681
     138	    434		    144		     1		  2688
     139	    935		     13		     1		  3082
     140	    174		    229		     1		  2275
     141	    279		    131		     1		  2112
     142	     17		    678		     2		  2298
     143	    970		    121		     1		  1989
     144	    296		    506		     1		  2341
     145	    928		    694		     4		  2589
     146	    766		    581		     1		  2526
     147	    417		    199		     1		  2228
     148	    865		    804		     1		  1116
     149	     25		    716		     1		  2450
     150	     84		    739		     1		  1733
     151	    826		    131		     1		  2488
     152	    434		    123		     3		  2079
     153	    567		    928		     1		  2763
     154	     80		    397		     1		  1677
     155	    974		    301		     1		  2872
     156	    132		    489		     1		  2689
     157	    508		    663		     1		  1662
     158	    314		    956		     4		  1965
     159	    521		    286		     1		  2063
     160	    961		    925		     2		  2538
     161	    499		     24		     1		  2379
     162	    597		    555		     1		  2704
     163	    148		    634		     1		  1740
     164	    841		    106		     2		  2022
     165	    724		    140		     1		  1862
     166	    749		    419		     1		  2820
     167	      6		    967		     1		  1610
     168	    166		    596		     4		  2174
     169	    181		    933		     1		  1240
     170	    739		    805		     1		  2701
     171	    432		    467		     1		  1768
     172	    634		    785		     1		  1681
     173	    847		     17		     1		  2320
