INSTANCE:	V50_C200
VEHICLES:	50
CUSTOMERS:	200
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    323		    249		       4	        0	 14143
       1	    390		    721		       4	        0	 14143
       2	    478		    635		       4	        1	  1627
       3	    101		    933		       4	        2	  1325
       4	    164		     39		       4	        0	 14143
       5	    551		    835		       4	        0	 14143
       6	    700		    497		       4	        0	 14143
       7	    857		    438		       4	        3	  1877
       8	    713		    485		       4	        0	 14143
       9	    695		    135		       4	        0	 14143
      10	    132		     73		       4	        0	 14143
      11	    845		    736		       4	        0	 14143
      12	    546		    670		       4	        0	 14143
      13	    348		    399		       4	        0	 14143
      14	    107		    525		       4	        0	 14143
      15	     98		    395		       4	        0	 14143
      16	    381		    406		       4	        0	 14143
      17	    909		    218		       4	        0	 14143
      18	    330		    833		       4	        1	  1296
      19	    756		    522		       4	        0	 14143
      20	    348		    624		       4	        0	 14143
      21	    260		    636		       4	        0	 14143
      22	    385		    194		       4	        0	 14143
      23	    334		    132		       4	        0	 14143
      24	    373		    584		       4	        0	 14143
      25	    614		    540		       4	        0	 14143
      26	    589		    691		       4	        0	 14143
      27	    329		    344		       4	        0	 14143
      28	    242		    282		       4	        0	 14143
      29	    750		    779		       4	        0	 14143
      30	    601		    273		       4	        0	 14143
      31	    876		    126		       4	        0	 14143
      32	    774		    298		       4	        0	 14143
      33	    396		    100		       4	        0	 14143
      34	    742		    545		       4	        0	 14143
      35	     64		    918		       4	        0	 14143
      36	    342		    816		       4	        0	 14143
      37	    906		    465		       4	        2	  1565
      38	    564		    969		       4	        0	 14143
      39	    705		    536		       4	        0	 14143
      40	    926		    356		       4	        0	 14143
      41	    941		    505		       4	        0	 14143
      42	      0		    888		       4	        1	  1877
      43	    545		    226		       4	        0	 14143
      44	    568		    371		       4	        1	  1539
      45	    112		    204		       4	        0	 14143
      46	    130		    730		       4	        0	 14143
      47	    181		     55		       4	        0	 14143
      48	    655		    191		       4	        1	  1306
      49	    825		     69		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    249		    486		     0		 14143
       1	    502		    233		     1		  2265
       2	    226		    186		     1		  1866
       3	    690		    216		     1		  2038
       4	    639		    789		     3		  1945
       5	    649		    606		     1		  1430
       6	    651		    282		     1		  1495
       7	    942		     67		     1		  1593
       8	    471		    464		     2		  2596
       9	    800		     29		     1		  2601
      10	    126		    817		     1		  2929
      11	    570		    967		     1		  2543
      12	    766		    359		     1		  2376
      13	     48		    582		     1		  1740
      14	     17		    282		     1		  2062
      15	    863		    764		     1		  2231
      16	    884		      3		     3		  2802
      17	    614		    502		     1		  1912
      18	    942		    610		     1		  1161
      19	    847		    496		     2		  1663
      20	    525		    120		     1		  1419
      21	    263		    230		     1		  2355
      22	    367		    135		     1		  2452
      23	    814		    320		     1		  1768
      24	    887		    386		     1		  1917
      25	    545		    317		     1		  1513
      26	    662		    454		     1		  1337
      27	     29		    698		     2		  2353
      28	    231		    297		     3		  1502
      29	    403		    464		     1		  1544
      30	    890		    367		     1		  2882
      31	    976		    127		     1		  2457
      32	    950		    110		     1		  2255
      33	    387		     30		     1		  1848
      34	    677		    120		     1		  2187
      35	    534		    865		     2		  1063
      36	    880		     15		     1		  1020
      37	     29		    730		     1		  2456
      38	    473		    872		     1		  2780
      39	    308		    519		     1		  1172
      40	     58		     59		     1		  2645
      41	     52		    751		     1		  1126
      42	    883		    416		     1		  1211
      43	    123		    491		     1		  1629
      44	    824		    889		     1		  2942
      45	    676		     31		     1		  2599
      46	    964		    293		     1		  2692
      47	     46		    742		     4		  2068
      48	    416		    832		     1		  2199
      49	    308		    986		     1		  1420
      50	    761		    179		     1		  1457
      51	    445		    340		     1		  2687
      52	     59		    234		     2		  1329
      53	    395		    951		     1		  2263
      54	    624		    957		     1		  1092
      55	     48		    815		     1		  2857
      56	     57		    294		     3		  2308
      57	     27		    106		     1		  1333
      58	    530		    727		     1		  1392
      59	    764		    516		     1		  1044
      60	    987		    311		     1		  2025
      61	    907		    927		     1		  2946
      62	     60		    839		     2		  1415
      63	    631		    610		     2		  1234
      64	    868		    500		     2		  1664
      65	    347		    704		     1		  2883
      66	    785		    942		     1		  1355
      67	    291		    147		     1		  2751
      68	    921		    268		     1		  1845
      69	    156		    102		     1		  1187
      70	    338		     21		     1		  2177
      71	    194		    281		     1		  1287
      72	    968		    990		     3		  1187
      73	    978		    506		     1		  1017
      74	     40		    807		     1		  1053
      75	    252		    689		     1		  1824
      76	    398		    620		     1		  2729
      77	    456		    735		     2		  1617
      78	     76		    884		     1		  2287
      79	     11		    275		     1		  1605
      80	    151		    815		     1		  2669
      81	    306		     11		     1		  1342
      82	    274		    252		     4		  1499
      83	     35		    254		     1		  1737
      84	    192		    604		     1		  2240
      85	    260		    674		     2		  1067
      86	    638		     38		     1		  1881
      87	    552		    264		     1		  2466
      88	    742		    509		     1		  1798
      89	    206		    202		     1		  1074
      90	     45		    624		     4		  1634
      91	     73		    864		     1		  1294
      92	    393		     92		     1		  1313
      93	    642		    657		     1		  1429
      94	    193		    344		     1		  1568
      95	     88		    766		     1		  2431
      96	    423		    797		     1		  1261
      97	    911		    549		     3		  2125
      98	    206		    738		     1		  2975
      99	    375		    566		     1		  1450
     100	    658		     46		     1		  1324
     101	    493		    762		     4		  1168
     102	    673		    637		     1		  2009
     103	     97		    327		     1		  1264
     104	     57		    214		     1		  1942
     105	    772		    151		     1		  2803
     106	    181		      7		     4		  1244
     107	    999		    944		     2		  2985
     108	    171		    359		     1		  1956
     109	    505		    843		     4		  1187
     110	     95		    393		     2		  2803
     111	    886		    148		     1		  1190
     112	    389		    288		     1		  2115
     113	    813		    952		     1		  1319
     114	    500		    348		     1		  2857
     115	    398		    103		     4		  1648
     116	    778		    374		     1		  2319
     117	    617		     40		     1		  1799
     118	     75		    714		     1		  1706
     119	    289		    435		     1		  2286
     120	     32		    699		     1		  2629
     121	    958		    590		     1		  1414
     122	    166		    137		     1		  1208
     123	    891		    415		     1		  1580
     124	    703		    910		     1		  2638
     125	    467		    927		     1		  1039
     126	    894		    225		     1		  2570
     127	    892		    670		     1		  1342
     128	    315		    100		     1		  1356
     129	    610		    992		     1		  1556
     130	    104		    250		     2		  1710
     131	    722		    403		     2		  1922
     132	    931		    614		     3		  1502
     133	    170		    844		     1		  2324
     134	    283		    986		     3		  2209
     135	     43		    709		     1		  1123
     136	     83		    539		     1		  1442
     137	    534		    777		     1		  2619
     138	    627		     48		     4		  2575
     139	    912		    756		     2		  2901
     140	     50		    251		     1		  1711
     141	     80		    618		     1		  2302
     142	    963		    932		     2		  2456
     143	    833		    155		     2		  1518
     144	    261		    749		     1		  1419
     145	    580		    505		     1		  2611
     146	    592		    487		     1		  2637
     147	    757		    381		     1		  2954
     148	    108		    537		     1		  1390
     149	    788		    441		     1		  1110
     150	     20		    339		     1		  1920
     151	    955		    191		     1		  1244
     152	    182		     37		     1		  1439
     153	    225		    264		     1		  1511
     154	    342		    386		     1		  2346
     155	    329		    349		     1		  1407
     156	    274		    563		     2		  2104
     157	    117		    763		     1		  1694
     158	    213		    687		     3		  2900
     159	    733		    717		     3		  2554
     160	     21		    874		     1		  2879
     161	    209		    595		     1		  2924
     162	    746		    578		     1		  2003
     163	    986		    827		     1		  1515
     164	    468		    243		     1		  1518
     165	    427		    303		     1		  1386
     166	     51		     10		     1		  1990
     167	    367		    735		     1		  1401
     168	    253		    555		     1		  1237
     169	     39		    325		     2		  1512
     170	    111		    236		     1		  1198
     171	    988		    628		     1		  1648
     172	    572		    254		     1		  1611
     173	    993		     35		     1		  1668
     174	     10		    976		     1		  2575
     175	    304		    331		     1		  1594
     176	    723		     11		     4		  1198
     177	    130		    161		     1		  1763
     178	    223		    140		     1		  1316
     179	    486		    836		     4		  2436
     180	     26		    921		     1		  1358
     181	    751		    357		     1		  2874
     182	    478		    873		     1		  1938
     183	    613		    178		     1		  1356
     184	    144		    501		     1		  1080
     185	    151		    718		     1		  2269
     186	     53		    665		     1		  1735
     187	    300		    843		     1		  2455
     188	    631		    949		     3		  1569
     189	    167		    102		     1		  1676
     190	    462		    931		     2		  2982
     191	     30		    812		     3		  2426
     192	    941		    388		     1		  1341
