INSTANCE:	X-n245-k81
VEHICLES:	81
CUSTOMERS:	245
TIME UB:	8443
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    841		    735		       5	        0	  8443
       1	    192		    970		       4	        2	    83
       2	    221		    974		       5	        2	    50
       3	    644		    796		       5	        3	   654
       4	    914		    556		       4	        0	  8443
       5	    397		    449		       5	        0	  8443
       6	    338		    907		       5	        0	  8443
       7	    620		    655		       5	        0	  8443
       8	    834		    293		       5	        0	  8443
       9	    156		    769		       5	        1	   208
      10	    427		    307		       4	        1	   766
      11	    230		    964		       5	        0	  8443
      12	    486		    239		       4	        1	  1175
      13	    688		    798		       4	        0	  8443
      14	    615		    139		       4	        2	  1474
      15	    681		    805		       4	        1	   612
      16	    990		    874		       4	        2	  1353
      17	    602		    738		       4	        0	  8443
      18	    790		    311		       5	        1	  1520
      19	    178		    769		       4	        1	   348
      20	    324		    280		       4	        1	   748
      21	    782		    300		       4	        0	  8443
      22	    736		    784		       5	        0	  8443
      23	    237		    976		       5	        0	  8443
      24	    673		    774		       4	        0	  8443
      25	    544		    649		       4	        0	  8443
      26	    224		    999		       4	        0	  8443
      27	    177		    491		       5	        0	  8443
      28	    229		    527		       5	        0	  8443
      29	    645		    998		       5	        0	  8443
      30	    644		    692		       4	        2	   549
      31	    457		    356		       5	        0	  8443
      32	    756		    910		       4	        0	  8443
      33	    461		    850		       5	        0	  8443
      34	    624		    918		       5	        2	   586
      35	    910		    489		       4	        2	   911
      36	    384		    827		       4	        0	  8443
      37	    732		    271		       4	        0	  8443
      38	    311		    203		       4	        1	   845
      39	    917		     12		       4	        1	  1794
      40	    191		    716		       5	        0	  8443
      41	    653		     78		       5	        1	  1074
      42	     54		    978		       4	        0	  8443
      43	    358		    485		       4	        2	   813
      44	    726		    979		       4	        0	  8443
      45	    107		    786		       5	        0	  8443
      46	    531		    327		       4	        2	  1121
      47	    115		    966		       4	        2	   183
      48	    970		    723		       5	        0	  8443
      49	    761		    602		       4	        1	  1004
      50	    435		    164		       5	        0	  8443
      51	    180		    120		       5	        0	  8443
      52	    656		    685		       5	        0	  8443
      53	     44		    884		       5	        1	   238
      54	    735		    289		       5	        0	  8443
      55	     95		    631		       4	        1	   568
      56	    553		     21		       5	        1	  1337
      57	    846		    221		       5	        0	  8443
      58	     72		    916		       4	        1	   279
      59	    174		    911		       5	        0	  8443
      60	     33		    412		       4	        1	   739
      61	    626		    779		       4	        1	   602
      62	    559		    849		       5	        0	  8443
      63	    520		    846		       5	        0	  8443
      64	    522		    848		       4	        1	   380
      65	    763		    951		       4	        0	  8443
      66	    461		    958		       5	        0	  8443
      67	    464		    969		       4	        1	   323
      68	     89		    207		       4	        1	  1073
      69	    123		    787		       5	        1	   227
      70	    622		    900		       5	        0	  8443
      71	    348		    861		       4	        0	  8443
      72	    144		    648		       5	        1	   551
      73	    337		     11		       5	        2	  1721
      74	    428		    765		       4	        3	   454
      75	    689		    379		       4	        0	  8443
      76	    924		    692		       4	        1	   786
      77	    437		    584		       5	        0	  8443
      78	    292		    364		       4	        0	  8443
      79	    664		    939		       5	        1	   762
      80	    394		    658		       4	        1	   353
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    236		    951		     0		  8443
       1	    846		    821		     1		  1252
       2	    907		    810		     1		  2656
       3	     55		    136		     3		  1703
       4	    372		    422		     2		  1417
       5	    509		    822		     5		   767
       6	     57		    519		     1		  1866
       7	    563		    333		     1		  1829
       8	    750		      8		     2		  3515
       9	    865		    618		     3		  2121
      10	    833		    453		     1		  2212
      11	    736		    643		     2		  1445
      12	     90		    930		     3		   567
      13	    804		    192		     1		  3232
      14	    540		    911		     1		   667
      15	    747		     80		     1		  2508
      16	    511		    784		     2		  1270
      17	    639		    247		     1		  2222
      18	     95		    706		     2		   938
      19	    719		    839		     2		  1263
      20	    943		    421		     1		  2486
      21	     55		    633		     2		  1128
      22	    396		    807		     2		   759
      23	    916		    252		     1		  3785
      24	    552		    500		     2		  1452
      25	    226		    520		     1		  1638
      26	    666		    833		     1		  1359
      27	    450		    431		     2		  1712
      28	      4		     89		     2		  2198
      29	    615		    382		     2		  1576
      30	    739		    386		     1		  2000
      31	    594		    197		     1		  1862
      32	    910		    398		     1		  2136
      33	    492		    214		     2		  2198
      34	    974		    107		     1		  4116
      35	    151		    908		     1		   247
      36	    390		    873		     1		   418
      37	     70		    232		     1		  2866
      38	    418		     29		     2		  3197
      39	    128		    721		     2		   864
      40	    211		    129		     2		  2712
      41	    641		    993		     2		  1121
      42	    220		    883		     2		   152
      43	    293		    551		     1		   995
      44	    244		    952		     1		    29
      45	    466		    437		     1		  1777
      46	    879		    676		     1		  2149
      47	    359		    770		     1		   811
      48	    920		     56		     1		  2603
      49	    577		    407		     1		  1963
      50	    225		    359		     1		  2240
      51	    882		    228		     1		  2632
      52	    385		    516		     1		  1488
      53	    759		    814		     1		  1865
      54	    234		    405		     1		  1547
      55	    423		    135		     3		  1877
      56	    194		    121		     1		  2866
      57	      6		    206		     1		  3081
      58	    392		    669		     2		   783
      59	    889		    855		     1		  1388
      60	     68		    280		     1		  1930
      61	    719		    736		     2		  1256
      62	    809		    404		     2		  1698
      63	    439		    605		     1		  1192
      64	     46		    236		     1		  2533
      65	    980		    500		     1		  3143
      66	    625		    383		     1		  2569
      67	    146		    430		     2		  1058
      68	    795		    241		     2		  1890
      69	    714		    554		     1		  1888
      70	    200		    946		     1		   104
      71	    633		    877		     1		   963
      72	    482		    843		     2		  1067
      73	    670		    150		     1		  2686
      74	    755		    922		     3		  1435
      75	    192		    844		     2		   326
      76	    396		    409		     1		  1576
      77	    799		     30		     5		  4234
      78	    370		    551		     4		   891
      79	    686		    937		     2		  1504
      80	     86		    666		     4		   725
      81	     42		    261		     1		  2357
