INSTANCE:	V100_C500
VEHICLES:	100
CUSTOMERS:	500
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    728		    871		       4	        0	 14143
       1	    221		    218		       4	        0	 14143
       2	    781		    230		       4	        2	  1848
       3	    589		    493		       4	        1	  1846
       4	    339		    753		       4	        0	 14143
       5	    510		    704		       4	        0	 14143
       6	    117		    948		       4	        0	 14143
       7	    782		     67		       4	        0	 14143
       8	    690		    491		       4	        0	 14143
       9	    355		    338		       4	        0	 14143
      10	    399		    602		       4	        0	 14143
      11	     15		     42		       4	        0	 14143
      12	    418		    340		       4	        0	 14143
      13	    692		     81		       4	        0	 14143
      14	    491		    972		       4	        0	 14143
      15	    979		    589		       4	        0	 14143
      16	    251		    508		       4	        2	   953
      17	    767		    981		       4	        0	 14143
      18	    655		    370		       4	        0	 14143
      19	    563		    432		       4	        0	 14143
      20	    537		    523		       4	        0	 14143
      21	      6		     57		       4	        1	  2264
      22	    701		     24		       4	        1	  1207
      23	    571		    307		       4	        0	 14143
      24	    799		    588		       4	        0	 14143
      25	    872		    583		       4	        0	 14143
      26	    694		    177		       4	        1	  1355
      27	    631		    311		       4	        0	 14143
      28	     81		    771		       4	        0	 14143
      29	    346		    334		       4	        2	   875
      30	     81		    463		       4	        2	  1646
      31	    786		    324		       4	        0	 14143
      32	     26		    840		       4	        0	 14143
      33	    436		    314		       4	        0	 14143
      34	    610		    595		       4	        0	 14143
      35	    409		    271		       4	        0	 14143
      36	    244		    775		       4	        2	  1117
      37	    672		    597		       4	        0	 14143
      38	    726		     62		       4	        2	  1158
      39	    782		    734		       4	        0	 14143
      40	    808		    860		       4	        0	 14143
      41	    592		    741		       4	        0	 14143
      42	    369		    170		       4	        0	 14143
      43	    834		    493		       4	        0	 14143
      44	    102		    979		       4	        0	 14143
      45	    181		    836		       4	        0	 14143
      46	    321		    821		       4	        0	 14143
      47	    955		     47		       4	        0	 14143
      48	    508		    137		       4	        0	 14143
      49	      5		    661		       4	        0	 14143
      50	    351		    284		       4	        0	 14143
      51	    538		    185		       4	        0	 14143
      52	    643		    628		       4	        0	 14143
      53	    838		    958		       4	        2	   478
      54	      0		    289		       4	        0	 14143
      55	    847		    881		       4	        0	 14143
      56	    942		    734		       4	        0	 14143
      57	    580		    683		       4	        0	 14143
      58	    297		    110		       4	        0	 14143
      59	    529		    744		       4	        0	 14143
      60	    700		    484		       4	        0	 14143
      61	    910		    359		       4	        1	   955
      62	    272		    559		       4	        0	 14143
      63	    823		    997		       4	        0	 14143
      64	    838		    530		       4	        0	 14143
      65	    808		    520		       4	        0	 14143
      66	    503		    194		       4	        0	 14143
      67	    438		     79		       4	        0	 14143
      68	    325		    607		       4	        0	 14143
      69	    183		    369		       4	        0	 14143
      70	    402		    379		       4	        0	 14143
      71	    867		    601		       4	        0	 14143
      72	    247		    565		       4	        0	 14143
      73	    552		      9		       4	        0	 14143
      74	    621		    892		       4	        0	 14143
      75	    802		    716		       4	        1	  1090
      76	    491		     15		       4	        1	  1351
      77	    186		    344		       4	        0	 14143
      78	    779		    341		       4	        0	 14143
      79	    341		    738		       4	        0	 14143
      80	    583		    744		       4	        1	  1692
      81	    637		    622		       4	        0	 14143
      82	    465		    421		       4	        0	 14143
      83	    975		    884		       4	        1	   307
      84	    774		    616		       4	        2	  1818
      85	    485		    179		       4	        3	  1964
      86	    447		    693		       4	        0	 14143
      87	    458		    820		       4	        0	 14143
      88	    213		    559		       4	        0	 14143
      89	    580		    391		       4	        0	 14143
      90	    147		    621		       4	        0	 14143
      91	    328		    486		       4	        0	 14143
      92	    698		    303		       4	        0	 14143
      93	    514		    701		       4	        0	 14143
      94	    783		    741		       4	        0	 14143
      95	    181		    624		       4	        0	 14143
      96	    807		    724		       4	        1	   599
      97	    194		    498		       4	        0	 14143
      98	    820		    960		       4	        0	 14143
      99	    284		    767		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    964		    833		     0		 14143
       1	    976		    716		     1		  2546
       2	    893		    533		     4		  2686
       3	    517		    791		     1		  1506
       4	    878		    938		     3		  1080
       5	    846		    119		     1		  2580
       6	    569		    906		     1		  2446
