INSTANCE:	B-n48-k15
VEHICLES:	15
CUSTOMERS:	48
TIME UB:	790
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     49		     97		       5	        1	    39
       1	     50		     92		       5	        1	    34
       2	     18		     94		       4	        0	   790
       3	     76		     86		       4	        0	   790
       4	     84		     96		       5	        1	    38
       5	     86		     68		       4	        0	   790
       6	     72		     82		       4	        2	    24
       7	     16		     90		       5	        0	   790
       8	     76		     28		       4	        3	    81
       9	     42		     92		       5	        1	    37
      10	     11		     93		       5	        0	   790
      11	     80		     32		       4	        0	   790
      12	     82		     70		       5	        0	   790
      13	     47		     95		       5	        0	   790
      14	     78		     92		       5	        2	    44
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     59		     73		     0		   790
       1	     79		     65		     4		    55
       2	     73		     27		     1		   141
       3	     41		     81		     1		    53
       4	     13		     89		     1		   117
       5	     11		     15		     1		   290
       6	     71		     81		     2		    39
       7	     77		     89		     2		    59
       8	     41		     87		     1		    90
       9	     44		     94		     1		    72
      10	     51		    101		     2		    98
      11	     58		    104		     1		   117
      12	     14		     94		     2		   181
      13	     18		     90		     1		   147
      14	     60		    102		     1		    66
      15	     72		     86		     4		    72
      16	     45		     95		     2		   103
      17	     20		     90		     2		   142
      18	     74		     32		     2		   120
      19	     78		     90		     2		    54
      20	     18		     98		     3		   132
      21	     78		     36		     3		   141
      22	     78		     36		     2		   116
      23	     80		     74		     4		    55
      24	     52		    108		     5		    79
      25	     72		     88		     3		    66
      26	     42		     82		     1		    67
      27	     82		     94		     2		   108
      28	     16		     94		     2		   121
      29	     18		     94		     1		   171
      30	     42		     88		     1		    69
      31	     78		     94		     2		    75
      32	     76		     82		     1		    74
      33	     78		     30		     2		   144
      34	     88		     68		     1		    94
      35	     18		     20		     2		   205
      36	     18		     20		     2		   255
      37	     74		     82		     1		    50
      38	     18		     94		     1		   110
      39	     45		     95		     1		    59
      40	     14		    102		     1		   154
      41	     82		     66		     1		    86
      42	     14		     16		     1		   245
      43	     18		    102		     1		   112
      44	     58		    106		     1		    88
      45	     76		     34		     1		   144
      46	     18		     18		     1		   210
      47	     14		     96		     1		   163
      48	     46		     96		     4		    56
