INSTANCE:	A-n36-k11
VEHICLES:	11
CUSTOMERS:	36
TIME UB:	832
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     43		     99		       5	        1	   126
       1	     89		     45		       5	        0	   832
       2	     81		     71		       5	        1	    79
       3	      5		     27		       5	        0	   832
       4	     11		      1		       4	        0	   832
       5	     89		     75		       4	        0	   832
       6	     13		     59		       4	        0	   832
       7	     57		     85		       4	        0	   832
       8	     23		     63		       4	        1	    92
       9	     37		     15		       5	        0	   832
      10	     13		     55		       5	        1	    65
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     47		      5		     0		   832
       1	      1		     19		     1		   136
       2	     97		     35		     1		   214
       3	     23		     79		     1		   297
       4	     77		     87		     1		   239
       5	      3		      9		     1		    95
       6	     41		     53		     2		   171
       7	     51		     87		     2		   266
       8	     67		     73		     3		   230
       9	     71		     99		     3		   262
      10	     85		     85		     1		   279
      11	     57		     11		     1		    24
      12	     71		     33		     3		   137
      13	     61		     13		     1		    57
      14	     39		     15		     1		    51
      15	     87		     73		     2		   225
      16	     11		     37		     4		   100
      17	     21		     11		     1		   107
      18	     77		     81		     2		   316
      19	      3		     63		     3		   259
      20	     47		     95		     2		   209
      21	     53		     75		     2		   262
      22	     73		     55		     1		   173
      23	     11		      9		     3		   113
      24	     27		     37		     2		   122
      25	     95		     59		     1		   193
      26	     63		     63		     1		   178
      27	     37		     21		     1		    71
      28	     33		     47		     3		    99
      29	     47		     93		     1		   249
      30	     45		     43		     1		   112
      31	     83		      7		     1		   135
      32	     69		     91		     2		   284
      33	     13		     11		     2		   134
      34	     53		     59		     1		   210
      35	     97		     83		     1		   252
      36	     75		     31		     1		    80
