INSTANCE:	B-n42-k14
VEHICLES:	14
CUSTOMERS:	42
TIME UB:	891
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	      8		     92		       5	        0	   891
       1	      6		     94		       4	        1	   162
       2	     64		     24		       5	        1	    81
       3	     78		     34		       4	        0	   891
       4	     69		     93		       5	        2	   134
       5	     68		     20		       4	        0	   891
       6	     66		     24		       4	        0	   891
       7	     32		     50		       5	        2	    57
       8	     58		     58		       5	        3	   119
       9	     52		     54		       4	        0	   891
      10	     23		     49		       5	        2	    65
      11	     54		     60		       5	        1	    99
      12	     90		     68		       4	        1	   193
      13	     56		     84		       4	        0	   891
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     19		      1		     0		   891
       1	     83		     61		     1		   233
       2	     59		     95		     2		   222
       3	     73		     25		     3		   200
       4	     51		     53		     2		   221
       5	     63		     19		     1		   133
       6	     51		     81		     2		   322
       7	      1		     89		     2		   307
       8	     97		     41		     5		   216
       9	     74		     30		     1		   230
      10	     60		     88		     1		   290
      11	     58		     54		     1		   168
      12	     63		     95		     3		   348
      13	     65		     89		     4		   239
      14	     61		     97		     4		   282
      15	     75		     31		     1		   169
      16	    106		     48		     2		   243
      17	     26		     54		     2		   151
      18	     60		     98		     1		   418
      19	     92		     66		     2		   339
      20	      8		     92		     2		   305
      21	     64		    102		     1		   319
      22	    104		     48		     1		   319
      23	    104		     42		     1		   319
      24	     30		     52		     1		   122
      25	     77		     33		     2		   264
      26	     56		     62		     2		   164
      27	     65		     91		     1		   249
      28	     26		     52		     3		   141
      29	     52		     90		     1		   334
      30	     56		     56		     1		   152
      31	     66		    102		     1		   328
      32	     72		     24		     1		   224
      33	     28		     56		     4		   159
      34	     58		     82		     2		   340
      35	     84		     66		     2		   295
      36	     63		     93		     3		   369
      37	     88		     64		     2		   208
      38	     74		     28		     2		   170
      39	     26		     50		     1		   129
      40	     52		     56		     1		   181
      41	     76		     26		     3		   158
      42	     84		     66		     2		   256
