INSTANCE:	P-n48-k16
VEHICLES:	16
CUSTOMERS:	48
TIME UB:	611
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	     50		     15		       5	        3	    32
       1	     22		     22		       4	        1	    48
       2	     55		     45		       4	        0	   611
       3	     30		     60		       5	        3	    41
       4	      7		     43		       4	        0	   611
       5	     30		     20		       5	        0	   611
       6	     33		     44		       4	        0	   611
       7	     62		     35		       4	        0	   611
       8	     43		     26		       5	        0	   611
       9	     44		     13		       5	        0	   611
      10	     55		     57		       5	        0	   611
      11	      9		     56		       4	        1	    56
      12	     48		     21		       4	        1	    27
      13	     55		     20		       5	        1	    34
      14	     16		     19		       5	        3	    41
      15	     30		     50		       5	        1	    23
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	     40		     40		     0		   611
       1	     36		     26		     3		    36
       2	     21		     45		     3		    50
       3	     45		     35		     1		    18
       4	     33		     34		     3		    23
       5	     50		     50		     3		    31
       6	     26		     59		     1		    71
       7	     40		     66		     1		    79
       8	     55		     65		     2		    68
       9	     35		     51		     2		    26
      10	     62		     57		     2		    76
      11	     62		     24		     1		    80
      12	     21		     36		     1		    50
      13	     62		     48		     1		    53
      14	     66		     14		     1		   127
      15	     26		     13		     4		    69
      16	     11		     28		     1		    70
      17	     17		     64		     4		   117
      18	     41		     46		     1		    21
      19	     55		     34		     1		    45
      20	     35		     16		     2		    65
      21	     52		     26		     2		    68
      22	     31		     76		     2		    82
      23	     22		     53		     1		    52
      24	     26		     29		     3		    49
      25	     50		     40		     1		    30
      26	     55		     50		     1		    43
      27	     54		     10		     3		   109
      28	     60		     15		     1		    82
      29	     47		     66		     1		    65
      30	     12		     17		     1		   120
      31	     15		     14		     3		   103
      32	     21		     48		     2		    70
      33	     50		     30		     1		    50
      34	     51		     42		     2		    35
      35	     12		     38		     1		   105
      36	     15		     56		     3		    99
      37	     29		     39		     1		    37
      38	     54		     38		     1		    35
      39	     67		     41		     1		    83
      40	     10		     70		     3		   150
      41	      6		     25		     3		   120
      42	     65		     27		     1		    94
      43	     40		     60		     1		    58
      44	     70		     64		     2		   122
      45	     64		      4		     1		   136
      46	     36		      6		     1		    83
      47	     20		     30		     1		    65
      48	     15		      5		     1		    98
