INSTANCE:	V50_C150
VEHICLES:	50
CUSTOMERS:	150
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    633		    662		       4	        0	 14143
       1	    262		     69		       4	        0	 14143
       2	    912		    703		       4	        0	 14143
       3	    280		    319		       4	        0	 14143
       4	    805		    450		       4	        1	  1911
       5	    946		    981		       4	        0	 14143
       6	    218		     64		       4	        0	 14143
       7	     17		    183		       4	        1	  1056
       8	    561		    108		       4	        1	   776
       9	    852		    849		       4	        2	   927
      10	    701		    700		       4	        0	 14143
      11	    867		    244		       4	        0	 14143
      12	    468		    129		       4	        2	   883
      13	    699		    708		       4	        0	 14143
      14	    829		    192		       4	        0	 14143
      15	    583		    282		       4	        0	 14143
      16	    303		    706		       4	        0	 14143
      17	    545		     65		       4	        0	 14143
      18	    203		    309		       4	        0	 14143
      19	    258		    506		       4	        0	 14143
      20	    150		    631		       4	        0	 14143
      21	    251		    399		       4	        0	 14143
      22	    288		    993		       4	        0	 14143
      23	    619		    768		       4	        0	 14143
      24	    410		      5		       4	        0	 14143
      25	    756		    330		       4	        1	  1567
      26	    381		     20		       4	        0	 14143
      27	    303		    843		       4	        0	 14143
      28	    235		    110		       4	        0	 14143
      29	    658		    364		       4	        0	 14143
      30	    683		    795		       4	        0	 14143
      31	    831		    384		       4	        2	  1814
      32	    464		     26		       4	        0	 14143
      33	    160		    261		       4	        0	 14143
      34	    819		    333		       4	        0	 14143
      35	    842		    566		       4	        2	  1498
      36	    457		    767		       4	        0	 14143
      37	    896		    549		       4	        0	 14143
      38	    433		     16		       4	        0	 14143
      39	     87		    848		       4	        0	 14143
      40	    732		    410		       4	        3	  1239
      41	    933		    759		       4	        1	   965
      42	    311		    231		       4	        0	 14143
      43	    962		     36		       4	        0	 14143
      44	    309		    357		       4	        0	 14143
      45	    887		    808		       4	        0	 14143
      46	    153		    966		       4	        0	 14143
      47	    427		    552		       4	        0	 14143
      48	    640		    788		       4	        0	 14143
      49	    787		    743		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    159		    704		     0		 14143
       1	    253		     32		     1		  2208
       2	    187		    256		     1		  2297
       3	    277		    119		     1		  1923
       4	    291		    717		     1		  1257
       5	    490		    111		     1		  1602
       6	    404		    363		     4		  1606
       7	    731		    207		     1		  1110
       8	     11		    893		     1		  1941
       9	    743		    800		     1		  2533
      10	    478		    605		     2		  1176
      11	    897		    218		     1		  2166
      12	    868		    634		     1		  1316
      13	    991		    490		     4		  2525
      14	    813		    543		     1		  2262
      15	    194		    874		     1		  2645
      16	    537		    612		     1		  1865
      17	    526		    283		     1		  2275
      18	    272		     49		     1		  1503
      19	    268		    333		     1		  1797
      20	    852		    176		     1		  2156
      21	    283		    228		     1		  1244
      22	    892		    229		     1		  2356
      23	    580		    252		     2		  2976
      24	    403		    444		     1		  2921
      25	    477		    283		     1		  1299
      26	    417		    812		     1		  1982
      27	    820		    570		     1		  1664
      28	    449		    279		     1		  1123
      29	    402		    609		     1		  1502
      30	    552		    105		     1		  1997
      31	    260		    980		     1		  1891
      32	    458		    789		     1		  2486
      33	    430		    585		     4		  2925
      34	    648		    618		     1		  1468
      35	    842		     20		     2		  2311
      36	    480		    356		     1		  1774
      37	    863		    139		     1		  2976
      38	    627		    679		     1		  2736
      39	    212		    633		     1		  2392
      40	    816		    907		     1		  2251
      41	    332		    889		     1		  2607
      42	     66		    956		     4		  2192
      43	    984		    264		     1		  1556
      44	    352		    267		     1		  2695
      45	    588		    671		     1		  2764
      46	    468		    705		     1		  1823
      47	     56		    684		     1		  1084
      48	    274		    638		     2		  2285
      49	    792		    247		     1		  1069
      50	    464		    808		     2		  2360
      51	     52		    121		     1		  2648
      52	    820		    458		     1		  1345
      53	     58		    385		     1		  1572
      54	    304		    605		     1		  2301
      55	    523		    149		     2		  2205
      56	    195		    687		     1		  1156
      57	    162		     42		     1		  2758
      58	    300		    903		     1		  2137
      59	    308		    698		     1		  1471
      60	    457		    876		     1		  2575
      61	     80		    796		     1		  1854
      62	    980		    857		     2		  2457
      63	    248		    893		     1		  1923
      64	    353		    212		     1		  1519
      65	    981		     97		     1		  2543
      66	    997		    213		     1		  1871
      67	    504		    354		     3		  2428
      68	     68		    231		     1		  2202
      69	    414		    149		     1		  2507
      70	    649		    176		     2		  1562
      71	    202		    170		     2		  2919
      72	     17		    156		     1		  2104
      73	    622		    619		     1		  2965
      74	    482		    877		     1		  2256
      75	    832		    776		     1		  2601
      76	    706		     85		     1		  1844
      77	    934		    125		     1		  1224
      78	      0		    466		     1		  1412
      79	    431		    164		     1		  2690
      80	    516		    336		     1		  2738
      81	    311		    963		     3		  1227
      82	    434		    439		     1		  1998
      83	    953		    445		     3		  2125
      84	    422		    714		     1		  1415
      85	    436		    780		     1		  2420
      86	    515		    173		     1		  1224
      87	    235		    905		     1		  2070
      88	    628		    246		     1		  1730
      89	    215		    995		     1		  1350
      90	    286		    122		     1		  2490
      91	    347		    856		     2		  2000
      92	     45		    526		     1		  1584
      93	    698		    898		     1		  2063
      94	    225		    236		     3		  2499
      95	     92		    595		     3		  2060
      96	    658		    121		     1		  2089
      97	    477		    132		     3		  1848
      98	    300		    870		     1		  1407
      99	    554		    906		     2		  2663
     100	    337		    444		     1		  1008
     101	    728		    909		     1		  2307
     102	    570		    530		     1		  1296
     103	    188		    652		     1		  2518
     104	    301		    574		     1		  1658
     105	    847		    740		     2		  2021
     106	    607		    462		     2		  2586
     107	    786		    596		     1		  1623
     108	    995		    250		     1		  2912
     109	    819		    342		     2		  1929
     110	    372		    253		     4		  2857
     111	      8		    147		     1		  2751
     112	    750		    760		     1		  2429
     113	     44		    274		     1		  2384
     114	     97		    534		     1		  2307
     115	    592		    901		     1		  2458
     116	    354		    394		     1		  2841
     117	    896		    823		     1		  2565
     118	    878		    168		     1		  1034
     119	     74		    631		     1		  1751
     120	    656		    760		     1		  1852
     121	    244		    395		     1		  2803
     122	      7		    153		     4		  2046
     123	    874		     36		     1		  2195
     124	    221		    122		     1		  2156
     125	    196		    917		     4		  2638
     126	    743		    299		     1		  1696
     127	    864		    307		     2		  1564
     128	    298		     44		     1		  2613
     129	    661		    510		     1		  2293
     130	    180		    442		     1		  1643
     131	     41		    793		     1		  1898
     132	    460		    643		     1		  2901
     133	    301		    704		     1		  2274
     134	    697		    302		     1		  2534
     135	    597		    690		     1		  1009
     136	    585		    360		     2		  2050
     137	    381		    651		     1		  1020
     138	    689		     21		     1		  2618
     139	    511		    231		     1		  1023
     140	     98		    193		     1		  1404
     141	    994		    532		     4		  1284
     142	    471		    237		     1		  1542
     143	    184		    727		     1		  2807
     144	    723		    631		     3		  2727
     145	    578		    360		     1		  1869
     146	    517		    292		     1		  1968
     147	    110		    384		     2		  2161
     148	    832		    757		     1		  1085
     149	    726		    333		     1		  2047
     150	    200		    386		     1		  1083
