INSTANCE:	V35_C140
VEHICLES:	35
CUSTOMERS:	140
TIME UB:	14143
VEHICLE SECTION
VEH. NO.	X_COORD		Y_COORD		CAPACITY	OCCUPANCY	Arr. T
       0	    755		    429		       4	        1	  1507
       1	    400		     92		       4	        0	 14143
       2	    640		    593		       4	        3	  1117
       3	    242		    783		       4	        3	  1908
       4	    192		    868		       4	        2	  1927
       5	     10		    326		       4	        0	 14143
       6	    777		    109		       4	        0	 14143
       7	    156		    399		       4	        1	   816
       8	    712		    592		       4	        0	 14143
       9	    175		    250		       4	        0	 14143
      10	    280		    644		       4	        0	 14143
      11	    737		    903		       4	        0	 14143
      12	    629		    391		       4	        0	 14143
      13	    275		    479		       4	        0	 14143
      14	    426		    768		       4	        0	 14143
      15	    727		    611		       4	        0	 14143
      16	    248		    744		       4	        0	 14143
      17	    228		    507		       4	        0	 14143
      18	    750		    883		       4	        0	 14143
      19	    614		    155		       4	        0	 14143
      20	    552		    598		       4	        0	 14143
      21	    538		     94		       4	        0	 14143
      22	    299		    966		       4	        0	 14143
      23	    136		    434		       4	        0	 14143
      24	     88		    121		       4	        1	   209
      25	    112		    903		       4	        0	 14143
      26	    399		    929		       4	        1	  1080
      27	    633		    235		       4	        0	 14143
      28	    435		    320		       4	        0	 14143
      29	    242		    183		       4	        0	 14143
      30	    715		    390		       4	        0	 14143
      31	    226		    477		       4	        0	 14143
      32	    684		    294		       4	        0	 14143
      33	      4		    327		       4	        1	  1433
      34	    661		    262		       4	        0	 14143
CUSTOMER SECTION
CUST. NO.	X_COORD		Y_COORD		DEMAND		Arr. T
       0	    105		    236		     0		 14143
       1	     41		    113		     1		  1602
       2	    512		    151		     1		  1357
       3	    981		    984		     1		  1981
       4	    238		    175		     1		  2651
       5	    950		    827		     1		  2684
       6	    194		    904		     4		  2702
       7	    100		    633		     1		  2121
       8	    842		    676		     1		  2337
       9	    680		    298		     1		  2043
      10	    858		    162		     1		  1984
      11	    221		    954		     1		  2137
      12	    413		    261		     1		  1887
      13	    883		    942		     2		  1321
      14	    280		    799		     1		  1084
      15	    598		    897		     1		  1630
      16	    916		    391		     1		  2883
      17	    659		    415		     3		  2955
      18	    483		    443		     1		  2241
      19	    553		    173		     1		  2853
      20	    603		    435		     1		  1710
      21	     88		    119		     1		  2849
      22	    119		    639		     1		  1491
      23	    499		    239		     1		  2186
      24	    432		    456		     1		  2752
      25	    207		    557		     1		  1272
      26	     55		    332		     1		  1364
      27	    550		    794		     1		  2075
      28	    312		    999		     3		  2952
      29	    586		    961		     1		  2903
      30	    537		    455		     1		  1867
